ProductId,Shape1,Size1,SL1,Shape2,Size2,SL2,Shape3,Size3,SL3,Shape4,Size4,SL4,Shape5,Size5,SL5,Shape6,Size6,SL6,Shape7,Size7,SL7,Shape8,Size8,SL8,Shape9,Size9,SL9,Shape10,Size10,SL10,new_ver
542,Round,0.9*0.9,1,Round,1.1*1.1,8,,,,,,,,,,,,,,,,,,,,,,,,, -   
543,Round,1.2*1.2,10,Round,1.1*1.1,4,Round,1.0*1.0,4,Round,0.9*0.9,4,Round,0.8*0.8,4,,,,,,,,,,,,,,,, -   
544,Round,0.9*0.9,124,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
545,Round,0.9*0.9,60,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
546,Round,1.1*1.1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
547,Round,0.8*0.8,11,Round,0.9*0.9,6,Round,1.0*1.0,2,Round,1.1*1.1,10,,,,,,,,,,,,,,,,,,, -   
548,Round,1.0*1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
549,Round,0.8*0.8,4,Round,0.9*0.9,2,Round,1.1*1.1,4,Round,1.0*1.0,3,Round,0.9*0.9,2,,,,,,,,,,,,,,,, -   
550,Round,0.8*0.8,76,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
551,Round,1.0*1.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
552,Round,1.5*1.5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
553,Round,1.6*1.6,1,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
554,Round,0.9*0.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
555,Round,1.0*1.0,1,Round,0.8*0.8,1,,,,,,,,,,,,,,,,,,,,,,,,, -   
556,Round,1.0*1.0,16,Round,1.6*1.6,12,,,,,,,,,,,,,,,,,,,,,,,,, -   
557,Round,1.0*1.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
558,Round,1.8*1.8,2,Round,1.4*1.4,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
559,Princess Ngàm,3.0*3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
560,Round,0.9*0.9,8,Round,1.0*1.0,16,,,,,,,,,,,,,,,,,,,,,,,,, -   
561,Round,1.2*1.2,4,Round,1.1*1.1,8,Round,1.0*1.0,10,Round,0.9*0.9,12,,,,,,,,,,,,,,,,,,, -   
562,Round,3.2*3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
563,Round,1.1*1.1,33,Round,1.0*1.0,10,Round,0.8*0.8,2,Round,3.0*3.0,1,,,,,,,,,,,,,,,,,,, -   
564,Round,1.2*1.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
565,Round,1.1*1.1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
567,Round,1.5*1.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
568,Round,1.3*1.3,100,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
569,Round,2.2*2.2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
570,Round,0.9*0.9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
571,Round,1.6*1.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
572,Round,2.0*2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
574,Round,2.0*2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
575,Round,1.2*1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
576,Round,1.0*1.0,1,Heart,3.0*3.0,1,,,,,,,,,,,,,,,,,,,,,,,,, -   
577,Round,1.0*1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
578,Round,1.0*1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
579,Round,1.0*1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
580,Round,1.6*1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
582,Round,1.0*1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
583,Round,1.5*1.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
584,Round,1.6*1.6,16,Round,1.2*1.2,16,,,,,,,,,,,,,,,,,,,,,,,,, -   
585,Round,1.3*1.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
586,Round,2.0*2.0,2,Round,1.8*1.8,2,Round,2.5*2.5,1,,,,,,,,,,,,,,,,,,,,,, -   
587,Round,1.3*1.3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
588,Round,1.2*1.2,24,Baguette,3.0*1.5,1,,,,,,,,,,,,,,,,,,,,,,,,, -   
589,Round,1.1*1.1,34,Round,0.9*0.9,34,,,,,,,,,,,,,,,,,,,,,,,,, -   
590,Round,1.5*1.5,16,Princess Ngàm,2.0*2.0,1,,,,,,,,,,,,,,,,,,,,,,,,, -   
591,Round,1.5*1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
592,Round,1.4*1.4,42,Round,0.8*0.8,24,,,,,,,,,,,,,,,,,,,,,,,,, -   
593,Round,1.7*1.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
595,Round,1.0*1.0,2,Round,0.9*0.9,60,Round,1.3*1.3,2,Round,1.7*1.7,2,Round,1.5*1.5,2,,,,,,,,,,,,,,,, -   
596,Round,0.9*0.9,4,Round,1.0*1.0,8,Round,1.1*1.1,2,Round,0.8*0.8,8,,,,,,,,,,,,,,,,,,, -   
597,Round,0.9*0.9,36,Round,0.8*0.8,4,Round,1.0*1.0,20,,,,,,,,,,,,,,,,,,,,,, -   
598,Round,1.0*1.0,2,Round,0.8*0.8,4,,,,,,,,,,,,,,,,,,,,,,,,, 1 
599,Round,1.5*1.5,2,Round,1.8*1.8,4,,,,,,,,,,,,,,,,,,,,,,,,, -   
600,Round,1.2*1.2,4,Round,0.9*0.9,4,Round,1.1*1.1,8,,,,,,,,,,,,,,,,,,,,,, -   
601,Round,1.4*1.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
602,Round,1.0*1.0,6,Round,1.1*1.1,10,Round,0.9*0.9,2,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,, -   
603,Round,1.1*1.1,12,Round,0.9*0.9,2,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,, -   
604,Round,1.2*1.2,34,Round,0.9*0.9,4,,,,,,,,,,,,,,,,,,,,,,,,, -   
605,Round,0.9*0.9,8,Round,0.8*0.8,4,Round,1.0*1.0,72,,,,,,,,,,,,,,,,,,,,,, -   
606,Round,0.9*0.9,62,Round,1.0*1.0,4,Round,2.0*2.0,2,Round,1.6*1.6,2,Round,1.3*1.3,2,Round,0.8*0.8,2,,,,,,,,,,,,, -   
607,Round,1.3*1.3,12,Round,1.5*1.5,6,Round,1.1*1.1,2,Round,0.9*0.9,2,,,,,,,,,,,,,,,,,,, -   
608,Round,0.8*0.8,8,Round,0.9*0.9,4,Round,1.0*1.0,8,Round,1.1*1.1,4,,,,,,,,,,,,,,,,,,, 1 
609,Round,1.5*1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
611,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
612,Round,0.8*0.8,4,Round,0.9*0.9,5,Round,1.0*1.0,4,Round,1.1*1.1,4,Round,1.5*1.5,2,,,,,,,,,,,,,,,, 1 
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
618,Round,1.5*1.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
619,Round,1.5*1.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
620,Round,1.2*1.2,14,Round,1.0*1.0,2,Round,0.9*0.9,2,,,,,,,,,,,,,,,,,,,,,, 1 
621,Round,1.0*1.0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
624,Round,1.0*1.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
625,Round,1.5*1.5,22,Round,1.0*1.0,11,,,,,,,,,,,,,,,,,,,,,,,,, 1 
626,Round,0.8*0.8,11,Round,1.3*1.3,3,Round,1.1*1.1,4,Round,0.9*0.9,5,Round,1.0*1.0,10,Round,1.2*1.2,3,Round,1.5*1.5,2,,,,,,,,,, -   
627,Round,1.1*1.1,4,Round,1.7*1.7,4,,,,,,,,,,,,,,,,,,,,,,,,, -   
628,Round,1.2*1.2,18,Round,1.1*1.1,2,Round,1.0*1.0,2,Round,1.5*1.5,19,,,,,,,,,,,,,,,,,,, -   
629,Round,1.5*1.5,12,Round,1.3*1.3,12,Round,1.1*1.1,4,Round,1.2*1.2,22,,,,,,,,,,,,,,,,,,, -   
630,Round,0.9*0.9,4,Round,1.1*1.1,2,Round,1.3*1.3,2,,,,,,,,,,,,,,,,,,,,,, -   
631,Round,0.9*0.9,62,Round,0.8*0.8,12,,,,,,,,,,,,,,,,,,,,,,,,, -   
632,Round,0.9*0.9,8,Round,1.2*1.2,12,Round,1.1*1.1,2,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,, 1 
633,Round,0.9*0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
634,Round,0.9*0.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
635,Round,0.9*0.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
636,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
638,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
642,Round,1.5*1.5,16,Round,1.1*1.1,20,,,,,,,,,,,,,,,,,,,,,,,,, -   
643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
644,Round,1.5*1.5,20,Round,1.1*1.1,1,,,,,,,,,,,,,,,,,,,,,,,,, -   
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
646,Round,1.0*1.0,96,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
647,Round,0.9*0.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
648,Round,0.9*0.9,20,Round,0.8*0.8,12,Round,1.2*1.2,68,Round,1.1*1.1,8,Round,1.0*1.0,8,,,,,,,,,,,,,,,, -   
649,Round,0.8*0.8,2,Round,1.5*1.5,10,Round,1.0*1.0,18,Round,1.1*1.1,2,Round,1.2*1.2,2,Round,1.3*1.3,2,Round,0.9*0.9,12,,,,,,,,,, -   
650,Round,0.9*0.9,134,Round,0.8*0.8,12,Round,1.0*1.0,12,Round,1.2*1.2,4,Round,1.1*1.1,2,,,,,,,,,,,,,,,, -   
651,Round,0.8*0.8,12,Round,0.9*0.9,14,Round,1.0*1.0,8,Round,1.2*1.2,16,Round,1.1*1.1,12,,,,,,,,,,,,,,,, -   
652,Round,1.0*1.0,16,Round,0.9*0.9,16,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,, -   
653,Round,0.9*0.9,10,Round,0.8*0.8,34,Round,1.0*1.0,10,Round,1.1*1.1,6,Round,1.2*1.2,8,,,,,,,,,,,,,,,, -   
654,Round,1.0*1.0,2,Round,1.1*1.1,4,Round,1.2*1.2,4,Round,1.3*1.3,4,,,,,,,,,,,,,,,,,,, 1 
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
657,Round,1.0*1.0,2,Round,0.9*0.9,2,Round,1.2*1.2,14,,,,,,,,,,,,,,,,,,,,,, 1 
658,Round,1.2*1.2,16,Round,1.1*1.1,2,,,,,,,,,,,,,,,,,,,,,,,,, 1 
659,Round,1.2*1.2,16,Round,1.1*1.1,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
660,Round,1.0*1.0,4,Round,1.2*1.2,64,Round,0.9*0.9,4,,,,,,,,,,,,,,,,,,,,,, -   
661,Round,1.0*1.0,8,Round,1.1*1.1,12,,,,,,,,,,,,,,,,,,,,,,,,, -   
662,Round,0.9*0.9,14,Round,1.0*1.0,18,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,, -   
663,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
665,Round,0.8*0.8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
666,Round,0.9*0.9,2,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
667,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
672,Round,1.5*1.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
673,Round,1.2*1.2,32,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
674,Round,1.4*1.4,6,Round,1.3*1.3,18,Round,1.1*1.1,10,Round,1.2*1.2,24,Round,1.0*1.0,8,,,,,,,,,,,,,,,, -   
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
676,Round,3.0*3.0,2,Round,2.5*2.5,2,Round,0.8*0.8,6,,,,,,,,,,,,,,,,,,,,,, -   
677,Round,1.2*1.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
679,Round,1.0*1.0,22,Round,0.9*0.9,4,Round,0.8*0.8,2,,,,,,,,,,,,,,,,,,,,,, -   
680,Round,0.8*0.8,4,Round,0.9*0.9,10,Round,1.0*1.0,4,Round,1.1*1.1,4,Round,1.3*1.3,4,Round,1.5*1.5,2,,,,,,,,,,,,, 1 
681,Round,1.5*1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
682,Round,1.5*1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
683,Round,1.6*1.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
684,Round,1.5*1.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
685,Round,1.7*1.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
686,Princess,2.0*2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
687,Round,1.5*1.5,2,Round,1.0*1.0,28,,,,,,,,,,,,,,,,,,,,,,,,, -   
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
689,Round,2.0*2.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
690,Round,1.5*1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
691,Round,1.2*1.2,16,Round,1.3*1.3,30,Round,1.0*1.0,10,,,,,,,,,,,,,,,,,,,,,, -   
692,Round,0.8*0.8,36,Princess,1.3*1.3,2,Round,0.9*0.9,2,Round,1.3*1.3,2,Round,1.5*1.5,2,Round,1.6*1.6,2,Round,1.7*1.7,10,,,,,,,,,, -   
693,Round,1.2*1.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
694,Round,1.3*1.3,2,Round,1.0*1.0,2,Round,0.9*0.9,2,Round,1.2*1.2,14,,,,,,,,,,,,,,,,,,, 1 
695,Round,1.0*1.0,2,Round,0.8*0.8,8,Round,1.1*1.1,2,,,,,,,,,,,,,,,,,,,,,, 1 
696,Round,1.2*1.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
697,Round,1.2*1.2,46,Round,1.7*1.7,4,Round,2.0*2.0,2,,,,,,,,,,,,,,,,,,,,,, -   
698,Round,1.1*1.1,4,Round,1.0*1.0,6,Round,0.9*0.9,6,Round,0.8*0.8,8,,,,,,,,,,,,,,,,,,, -   
699,Round,1.5*1.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
700,Round,1.1*1.1,46,Round,1.0*1.0,2,Round,0.9*0.9,2,,,,,,,,,,,,,,,,,,,,,, -   
701,Round,1.2*1.2,38,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
702,Round,1.2*1.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
703,Round,1.7*1.7,2,Round,1.0*1.0,46,,,,,,,,,,,,,,,,,,,,,,,,, -   
704,Round,0.8*0.8,16,Round,1.0*1.0,16,Round,0.9*0.9,8,Round,1.3*1.3,4,,,,,,,,,,,,,,,,,,, -   
705,Round,1.1*1.1,24,Round,0.9*0.9,4,Round,0.8*0.8,4,Round,1.0*1.0,4,,,,,,,,,,,,,,,,,,, -   
706,Round,1.0*1.0,84,Round,0.9*0.9,10,Round,0.9*0.9,6,Round,0.8*0.8,6,,,,,,,,,,,,,,,,,,, -   
707,Round,1.3*1.3,4,Round,1.0*1.0,32,Round,0.8*0.8,4,Round,0.9*0.9,4,Round,1.2*1.2,2,,,,,,,,,,,,,,,, -   
708,Round,0.8*0.8,98,Round,0.9*0.9,38,,,,,,,,,,,,,,,,,,,,,,,,, -   
709,Round,1.3*1.3,10,Round,1.2*1.2,4,Round,0.8*0.8,2,Round,1.1*1.1,2,,,,,,,,,,,,,,,,,,, -   
710,Round,0.9*0.9,104,Round,1.0*1.0,10,,,,,,,,,,,,,,,,,,,,,,,,, -   
711,Round,1.5*1.5,8,Round,1.0*1.0,12,,,,,,,,,,,,,,,,,,,,,,,,, -   
712,Round,1.5*1.5,6,Round,1.0*1.0,8,Round,1.1*1.1,12,,,,,,,,,,,,,,,,,,,,,, -   
713,Round,1.5*1.5,2,Round,1.2*1.2,8,Round,1.7*1.7,8,,,,,,,,,,,,,,,,,,,,,, -   
714,Round,2.0*2.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
715,Marquise,4.0*2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
716,Round,0.9*0.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
717,Round,2.0*2.0,2,Round,1.8*1.8,2,Round,1.5*1.5,2,Round,1.2*1.2,2,Round,0.9*0.9,2,,,,,,,,,,,,,,,, -   
718,Round,0.9*0.9,5,Round,1.3*1.3,7,Round,1.2*1.2,2,Round,1.4*1.4,2,Round,1.6*1.6,2,Round,1.7*1.7,2,,,,,,,,,,,,, -   
719,Round,1.8*1.8,8,Round,0.9*0.9,130,,,,,,,,,,,,,,,,,,,,,,,,, -   
720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
721,Round,1.3*1.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
722,Round,1.0*1.0,3,Round,1.2*1.2,3,,,,,,,,,,,,,,,,,,,,,,,,, 1 
723,Round,0.9*0.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
724,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
725,Round,1.2*1.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
728,Round,1.7*1.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
729,Round,1.7*1.7,6,Round,1.1*1.1,12,,,,,,,,,,,,,,,,,,,,,,,,, -   
730,Round,1.0*1.0,8,Round,1.7*1.7,6,,,,,,,,,,,,,,,,,,,,,,,,, -   
731,Round,1.3*1.3,16,Round,1.2*1.2,12,Round,1.1*1.1,2,Round,0.9*0.9,2,,,,,,,,,,,,,,,,,,, -   
732,Round,1.3*1.3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
733,Round,1.1*1.1,2,Round,0.9*0.9,2,Round,1.0*1.0,2,Round,1.5*1.5,12,Round,1.2*1.2,12,,,,,,,,,,,,,,,, 1 
734,Round,2.0*2.0,6,Round,1.5*1.5,10,Round,1.4*1.4,4,Round,1.3*1.3,6,Round,1.2*1.2,6,,,,,,,,,,,,,,,, 1 
735,Round,2.0*2.0,6,Round,1.5*1.5,10,Round,1.4*1.4,4,Round,1.3*1.3,6,Round,1.2*1.2,6,,,,,,,,,,,,,,,, -   
736,Round,1.7*1.7,8,Round,1.2*1.2,16,Round,1.1*1.1,16,Round,1.0*1.0,4,,,,,,,,,,,,,,,,,,, -   
737,Round,1.0*1.0,44,Round,1.5*1.5,18,Round,0.8*0.8,12,,,,,,,,,,,,,,,,,,,,,, -   
738,Round,1.7*1.7,12,Round,1.1*1.1,8,Round,1.0*1.0,4,Round,0.8*0.8,8,,,,,,,,,,,,,,,,,,, -   
739,Round,1.5*1.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
740,Round,1.5*1.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
741,Round,1.5*1.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
742,Round,1.5*1.5,6,Round,1.2*1.2,6,,,,,,,,,,,,,,,,,,,,,,,,, -   
743,Round,1.1*1.1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
744,Round,1.3*1.3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
745,Round,1.5*1.5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
746,Round,1.5*1.5,16,Round,1.0*1.0,16,,,,,,,,,,,,,,,,,,,,,,,,, -   
747,Round,1.3*1.3,12,Round,1.5*1.5,38,,,,,,,,,,,,,,,,,,,,,,,,, 1 
748,Round,1.5*1.5,18,Round,1.2*1.2,16,,,,,,,,,,,,,,,,,,,,,,,,, -   
749,Round,1.5*1.5,22,Round,1.1*1.1,18,,,,,,,,,,,,,,,,,,,,,,,,, -   
750,Round,2.0*2.0,10,Round,1.5*1.5,10,,,,,,,,,,,,,,,,,,,,,,,,, -   
751,Round,1.5*1.5,18,Round,1.4*1.4,14,Round,1.0*1.0,4,,,,,,,,,,,,,,,,,,,,,, -   
752,Round,1.2*1.2,6,Round,1.1*1.1,2,Round,1.0*1.0,34,,,,,,,,,,,,,,,,,,,,,, -   
753,Round,0.9*0.9,2,Round,1.1*1.1,2,Round,1.3*1.3,2,Round,1.4*1.4,2,Round,1.5*1.5,8,Round,3.5*3.5,2,,,,,,,,,,,,, -   
754,Round,0.8*0.8,96,Round,1.6*1.6,4,Round,2.0*2.0,2,Round,0.9*0.9,6,,,,,,,,,,,,,,,,,,, -   
755,Round,3.5*3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
756,Round,2.0*2.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
757,Round,2.5*2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
758,Round,2.5*2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
759,Round,3.0*3.0,2,Round,1.7*1.7,12,,,,,,,,,,,,,,,,,,,,,,,,, -   
760,Round,1.7*1.7,2,Round,3.5*3.5,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
761,Round,3.0*3.0,2,Round,0.9*0.9,4,Round,1.0*1.0,12,Round,1.7*1.7,2,Round,0.8*0.8,8,Round,1.1*1.1,4,,,,,,,,,,,,, -   
762,Round,3.0*3.0,2,Round,1.7*1.7,2,Round,1.0*1.0,40,,,,,,,,,,,,,,,,,,,,,, -   
763,Round,3.0*3.0,2,Round,1.5*1.5,6,Round,1.7*1.7,12,,,,,,,,,,,,,,,,,,,,,, -   
764,Round,0.8*0.8,20,Round,1.0*1.0,56,Round,1.7*1.7,2,Round,0.9*0.9,4,Round,1.2*1.2,4,Round,2.5*2.5,2,,,,,,,,,,,,, -   
765,Round,3.0*3.0,2,Round,1.1*1.1,2,,,,,,,,,,,,,,,,,,,,,,,,, 1 
766,Round,3.0*3.0,2,Round,3.5*3.5,2,,,,,,,,,,,,,,,,,,,,,,,,, -   
767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
770,Round,0.9*0.9,4,Round,0.8*0.8,4,,,,,,,,,,,,,,,,,,,,,,,,, -   
771,Round,0.9*0.9,6,Round,0.8*0.8,12,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,, -   
772,Round,0.9*0.9,14,Round,0.8*0.8,16,Round,1.0*1.0,2,Princess,1.3*1.3,2,,,,,,,,,,,,,,,,,,, -   
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
774,Round,0.9*0.9,12,Round,0.8*0.8,6,,,,,,,,,,,,,,,,,,,,,,,,, -   
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
777,Round,1.0*1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
788,Round,1.7*1.7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
790,Round,1.7*1.7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
791,Round,1.5*1.5,16,Round,1.3*1.3,16,,,,,,,,,,,,,,,,,,,,,,,,, -   
792,Round,1.5*1.5,16,Round,1.3*1.3,18,,,,,,,,,,,,,,,,,,,,,,,,, -   
793,Round,2.0*2.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
794,Round,1.5*1.5,16,Round,1.2*1.2,16,,,,,,,,,,,,,,,,,,,,,,,,, -   
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -   
796,Round,1.5*1.5,20,Round,1.0*1.0,21,,,,,,,,,,,,,,,,,,,,,,,,, -   
797,Round,1.0*1.0,18,Round,1.1*1.1,25,,,,,,,,,,,,,,,,,,,,,,,,, -   
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1 
