ProductId,diamond_gold_18k,diamond_gold_14k,diamond_plat_900,diamond_gold_10k,cz_gold_18k,cz_gold_14k,cz_plat_900,cz_gold_10k
932," 21,790,000 "," 16,800,000 "," 25,230,000 ", -   ," 21,310,000 "," 16,330,000 "," 24,760,000 ", -   
933," 15,240,000 "," 10,650,000 "," 18,380,000 ", -   ," 15,240,000 "," 10,650,000 "," 18,380,000 ", -   
934," 21,210,000 "," 16,580,000 ", -   , -   ," 20,780,000 "," 16,160,000 ", -   , -   
935," 14,020,000 "," 10,240,000 "," 18,260,000 ", -   ," 14,020,000 "," 10,240,000 "," 18,260,000 ", -   
936," 31,420,000 "," 22,610,000 "," 35,740,000 ", -   ," 31,420,000 "," 22,610,000 "," 35,740,000 ", -   
937," 23,540,000 "," 17,090,000 "," 27,230,000 ", -   ," 23,540,000 "," 17,090,000 "," 27,230,000 ", -   
938," 21,840,000 "," 16,600,000 "," 26,270,000 ", -   ," 21,840,000 "," 16,600,000 "," 26,270,000 ", -   
939," 17,180,000 "," 11,600,000 "," 20,090,000 ", -   ," 17,180,000 "," 11,600,000 "," 20,090,000 ", -   
940," 29,160,000 "," 22,860,000 "," 33,900,000 ", -   ," 29,160,000 "," 22,860,000 "," 33,900,000 ", -   
941," 23,180,000 "," 17,800,000 "," 27,230,000 ", -   ," 23,180,000 "," 17,800,000 "," 27,230,000 ", -   
942," 15,130,000 "," 12,030,000 "," 18,960,000 ", -   ," 14,290,000 "," 11,190,000 "," 17,650,000 ", -   
943," 17,260,000 "," 11,850,000 "," 20,180,000 ", -   ," 17,260,000 "," 11,850,000 "," 20,180,000 ", -   
944," 19,100,000 "," 14,060,000 "," 22,950,000 ", -   ," 19,100,000 "," 14,060,000 "," 22,950,000 ", -   
945," 17,500,000 "," 12,530,000 "," 21,340,000 ", -   ," 17,500,000 "," 12,530,000 "," 21,340,000 ", -   
946," 19,620,000 "," 13,960,000 "," 22,910,000 ", -   ," 19,620,000 "," 13,960,000 "," 22,910,000 ", -   
947," 16,750,000 "," 12,890,000 "," 20,190,000 ", -   ," 16,750,000 "," 12,890,000 "," 20,190,000 ", -   
948," 24,240,000 "," 17,520,000 ", -   , -   ," 24,240,000 "," 17,520,000 ", -   , -   
949," 18,110,000 "," 12,930,000 "," 22,050,000 ", -   ," 18,110,000 "," 12,930,000 "," 22,050,000 ", -   
950," 22,490,000 "," 17,650,000 "," 26,120,000 ", -   ," 22,490,000 "," 17,650,000 "," 26,120,000 ", -   
951," 17,910,000 "," 13,720,000 "," 21,580,000 ", -   ," 17,910,000 "," 13,720,000 "," 21,580,000 ", -   
952," 15,720,000 "," 10,950,000 "," 18,940,000 ", -   ," 15,720,000 "," 10,950,000 "," 18,940,000 ", -   
953," 14,560,000 "," 9,680,000 "," 17,830,000 ", -   ," 14,560,000 "," 9,680,000 "," 17,830,000 ", -   
954," 25,900,000 "," 19,430,000 "," 30,100,000 ", -   ," 25,900,000 "," 19,430,000 "," 30,100,000 ", -   
955," 29,810,000 "," 24,000,000 "," 34,050,000 ", -   ," 25,690,000 "," 19,890,000 "," 29,750,000 ", -   
956," 16,860,000 "," 12,560,000 "," 19,720,000 ", -   ," 16,860,000 "," 12,560,000 "," 19,720,000 ", -   
957," 21,280,000 "," 16,290,000 "," 26,510,000 ", -   ," 21,280,000 "," 16,290,000 "," 26,510,000 ", -   
958," 16,870,000 "," 13,130,000 "," 20,620,000 ", -   ," 16,870,000 "," 13,130,000 "," 20,620,000 ", -   
959," 19,350,000 "," 14,660,000 "," 23,020,000 ", -   ," 19,030,000 "," 14,340,000 "," 22,690,000 ", -   
960," 16,900,000 "," 12,590,000 "," 19,850,000 ", -   ," 16,900,000 "," 12,590,000 "," 19,850,000 ", -   
961," 15,910,000 "," 12,220,000 "," 19,720,000 ", -   ," 15,430,000 "," 11,740,000 "," 19,240,000 ", -   
962," 20,630,000 "," 16,180,000 "," 25,040,000 ", -   ," 20,100,000 "," 15,660,000 "," 24,510,000 ", -   
963," 20,310,000 "," 16,610,000 ", -   , -   ," 19,400,000 "," 15,700,000 ", -   , -   
964," 21,300,000 "," 16,450,000 "," 25,530,000 ", -   ," 20,820,000 "," 15,970,000 "," 25,050,000 ", -   
965," 22,490,000 "," 17,650,000 "," 26,120,000 ", -   ," 22,490,000 "," 17,650,000 "," 26,120,000 ", -   
966," 22,200,000 "," 17,650,000 "," 26,150,000 ", -   ," 22,200,000 "," 17,650,000 "," 26,150,000 ", -   
967," 21,100,000 "," 15,990,000 "," 24,470,000 ", -   ," 21,100,000 "," 15,990,000 "," 24,470,000 ", -   
968," 23,720,000 "," 17,120,000 "," 27,520,000 ", -   ," 23,720,000 "," 17,120,000 "," 27,520,000 ", -   
969," 23,100,000 "," 16,940,000 "," 27,170,000 ", -   ," 23,100,000 "," 16,940,000 "," 27,170,000 ", -   
970," 21,810,000 "," 16,970,000 "," 27,400,000 ", -   ," 20,470,000 "," 15,630,000 "," 25,370,000 ", -   
971," 25,780,000 "," 18,720,000 "," 29,920,000 ", -   ," 24,130,000 "," 17,070,000 "," 28,270,000 ", -   
972," 31,490,000 "," 24,580,000 "," 35,520,000 ", -   ," 29,100,000 "," 22,200,000 "," 33,130,000 ", -   
973," 22,360,000 "," 16,950,000 "," 26,550,000 ", -   ," 20,990,000 "," 15,570,000 "," 25,180,000 ", -   
974," 30,820,000 "," 24,200,000 "," 35,210,000 ", -   ," 25,270,000 "," 18,650,000 "," 29,660,000 ", -   
975," 53,010,000 "," 45,780,000 "," 57,210,000 ", -   ," 24,760,000 "," 17,530,000 "," 28,960,000 ", -   
976," 27,330,000 "," 21,050,000 "," 32,090,000 ", -   ," 25,000,000 "," 18,720,000 "," 29,760,000 ", -   
977," 21,950,000 "," 16,200,000 "," 25,630,000 ", -   ," 21,950,000 "," 16,200,000 "," 25,630,000 ", -   
978," 22,390,000 "," 16,640,000 "," 26,260,000 ", -   ," 22,150,000 "," 16,390,000 "," 26,010,000 ", -   
979," 23,810,000 "," 17,880,000 "," 29,290,000 ", -   ," 23,810,000 "," 17,880,000 "," 29,290,000 ", -   
980," 24,880,000 "," 18,660,000 "," 30,630,000 ", -   ," 24,880,000 "," 18,660,000 "," 30,630,000 ", -   
981," 28,630,000 "," 21,830,000 "," 32,040,000 ", -   ," 27,680,000 "," 20,880,000 "," 31,090,000 ", -   
982," 38,680,000 "," 31,870,000 "," 42,660,000 ", -   ," 28,810,000 "," 22,000,000 "," 32,790,000 ", -   
983," 27,020,000 "," 19,840,000 "," 30,610,000 ", -   ," 27,020,000 "," 19,840,000 "," 30,610,000 ", -   
984," 38,920,000 "," 29,480,000 "," 47,230,000 ", -   ," 28,920,000 "," 19,480,000 "," 35,970,000 ", -   
985," 22,760,000 "," 16,370,000 "," 26,520,000 ", -   ," 21,980,000 "," 15,590,000 "," 25,740,000 ", -   
986," 45,470,000 "," 37,720,000 "," 49,980,000 ", -   ," 28,380,000 "," 20,630,000 "," 32,890,000 ", -   
987," 26,230,000 "," 20,310,000 "," 31,200,000 ", -   ," 26,230,000 "," 20,310,000 "," 31,200,000 ", -   
988," 29,500,000 "," 22,310,000 "," 34,010,000 ", -   ," 25,690,000 "," 18,500,000 "," 30,020,000 ", -   
989," 20,040,000 "," 14,230,000 "," 24,370,000 ", -   ," 20,040,000 "," 14,230,000 "," 24,370,000 ", -   
990," 41,690,000 "," 35,100,000 "," 45,870,000 ", -   ," 27,880,000 "," 21,290,000 "," 31,950,000 ", -   
991," 28,020,000 "," 20,140,000 "," 32,590,000 ", -   ," 26,580,000 "," 18,700,000 "," 31,150,000 ", -   
992," 26,050,000 "," 19,020,000 "," 30,170,000 ", -   ," 23,990,000 "," 16,960,000 "," 28,110,000 ", -   
993," 29,060,000 "," 21,320,000 "," 33,560,000 ", -   ," 26,290,000 "," 18,550,000 "," 30,800,000 ", -   
994," 27,290,000 "," 20,540,000 "," 31,270,000 ", -   ," 24,900,000 "," 18,160,000 "," 28,890,000 ", -   
995," 38,480,000 "," 29,060,000 "," 43,230,000 ", -   ," 33,520,000 "," 24,100,000 "," 38,280,000 ", -   
996," 22,640,000 "," 16,700,000 "," 26,510,000 ", -   ," 22,640,000 "," 16,700,000 "," 26,510,000 ", -   
997," 22,700,000 "," 16,000,000 "," 27,550,000 ", -   ," 22,700,000 "," 16,000,000 "," 27,550,000 ", -   
998," 22,010,000 "," 17,150,000 "," 25,800,000 ", -   ," 21,320,000 "," 16,470,000 "," 25,110,000 ", -   
999," 24,320,000 "," 16,060,000 "," 28,400,000 ", -   ," 24,320,000 "," 16,060,000 "," 28,400,000 ", -   
1000," 25,910,000 "," 18,390,000 "," 29,880,000 ", -   ," 23,670,000 "," 16,150,000 "," 27,640,000 ", -   
1001," 32,130,000 "," 24,380,000 "," 36,960,000 ", -   ," 27,400,000 "," 19,650,000 "," 32,050,000 ", -   
1002," 27,480,000 "," 20,180,000 "," 31,140,000 ", -   ," 27,480,000 "," 20,180,000 "," 31,140,000 ", -   
1003," 32,280,000 "," 22,750,000 "," 36,560,000 ", -   ," 31,450,000 "," 21,930,000 "," 35,740,000 ", -   
1004," 20,040,000 "," 15,550,000 "," 25,300,000 ", -   ," 19,270,000 "," 14,780,000 "," 23,900,000 ", -   
1005," 21,140,000 "," 15,930,000 "," 25,190,000 ", -   ," 20,190,000 "," 14,980,000 "," 24,240,000 ", -   
1006," 17,340,000 "," 12,900,000 "," 20,330,000 ", -   ," 17,340,000 "," 12,900,000 "," 20,330,000 ", -   
1007," 17,280,000 "," 13,400,000 "," 21,110,000 ", -   ," 17,280,000 "," 13,400,000 "," 21,110,000 ", -   
1008," 21,910,000 "," 17,030,000 "," 25,680,000 ", -   ," 21,430,000 "," 16,560,000 "," 25,200,000 ", -   
1009," 30,790,000 "," 23,730,000 "," 35,960,000 ", -   ," 30,790,000 "," 23,730,000 "," 35,960,000 ", -   
1010," 22,550,000 "," 17,100,000 "," 27,180,000 ", -   ," 22,550,000 "," 17,100,000 "," 27,180,000 ", -   
1011," 21,740,000 "," 15,380,000 "," 25,390,000 ", -   ," 21,740,000 "," 15,380,000 "," 25,390,000 ", -   
1012," 17,140,000 "," 11,760,000 "," 20,040,000 ", -   ," 17,140,000 "," 11,760,000 "," 20,040,000 ", -   
1013," 17,660,000 "," 12,620,000 "," 21,510,000 ", -   ," 17,660,000 "," 12,620,000 "," 21,510,000 ", -   
1014," 21,450,000 "," 15,170,000 "," 25,060,000 ", -   ," 21,450,000 "," 15,170,000 "," 25,060,000 ", -   
1015," 14,800,000 "," 9,830,000 "," 18,110,000 ", -   ," 14,800,000 "," 9,830,000 "," 18,110,000 ", -   
1016," 25,150,000 "," 18,070,000 "," 29,280,000 ", -   ," 24,050,000 "," 16,970,000 "," 28,180,000 ", -   
1017," 15,960,000 "," 11,000,000 "," 19,370,000 ", -   ," 14,970,000 "," 10,010,000 "," 18,390,000 ", -   
1018," 25,620,000 "," 19,980,000 "," 29,810,000 ", -   ," 25,620,000 "," 19,980,000 "," 29,810,000 ", -   
1019," 21,370,000 "," 15,120,000 "," 24,980,000 ", -   ," 21,370,000 "," 15,120,000 "," 24,980,000 ", -   
1020," 25,240,000 "," 19,950,000 "," 29,260,000 ", -   ," 25,240,000 "," 19,950,000 "," 29,260,000 ", -   
1021," 28,300,000 "," 21,570,000 "," 32,820,000 ", -   ," 28,300,000 "," 21,570,000 "," 32,820,000 ", -   
1022," 22,160,000 "," 15,640,000 "," 26,680,000 ", -   ," 22,160,000 "," 15,640,000 "," 26,680,000 ", -   
1023," 32,450,000 "," 25,080,000 "," 37,040,000 ", -   ," 28,340,000 "," 20,960,000 "," 32,740,000 ", -   
1024," 23,310,000 "," 18,420,000 "," 27,130,000 ", -   ," 21,580,000 "," 16,680,000 "," 25,400,000 ", -   
1025," 26,750,000 "," 19,740,000 "," 30,840,000 ", -   ," 25,620,000 "," 18,610,000 "," 29,710,000 ", -   
1026," 24,700,000 "," 18,800,000 "," 28,560,000 ", -   ," 24,520,000 "," 18,620,000 "," 28,380,000 ", -   
1027," 25,550,000 "," 20,160,000 "," 29,780,000 ", -   ," 24,800,000 "," 19,410,000 "," 29,040,000 ", -   
1028," 23,320,000 "," 18,710,000 "," 27,850,000 ", -   ," 22,190,000 "," 17,580,000 "," 26,720,000 ", -   
1029," 30,640,000 "," 24,200,000 ", -   , -   ," 30,260,000 "," 23,820,000 ", -   , -   
1030," 28,570,000 "," 22,560,000 ", -   , -   ," 26,790,000 "," 20,780,000 ", -   , -   
1031," 27,450,000 "," 21,760,000 ", -   , -   ," 24,660,000 "," 18,980,000 ", -   , -   
1032," 33,210,000 "," 24,990,000 "," 37,440,000 ", -   ," 33,210,000 "," 24,990,000 "," 37,440,000 ", -   
1033," 21,870,000 "," 16,940,000 "," 25,290,000 ", -   ," 21,130,000 "," 16,190,000 "," 24,540,000 ", -   
1034," 26,140,000 "," 20,100,000 ", -   , -   ," 25,040,000 "," 19,010,000 ", -   , -   
1035," 19,700,000 "," 15,820,000 "," 23,670,000 ", -   ," 19,380,000 "," 15,490,000 "," 23,350,000 ", -   
1036," 22,170,000 "," 16,340,000 "," 25,950,000 ", -   ," 22,170,000 "," 16,340,000 "," 25,950,000 ", -   
1037," 27,630,000 "," 20,070,000 "," 32,350,000 ", -   ," 27,630,000 "," 20,070,000 "," 32,350,000 ", -   
1038," 23,330,000 "," 17,180,000 "," 27,290,000 ", -   ," 23,330,000 "," 17,180,000 "," 27,290,000 ", -   
1039," 32,310,000 "," 24,960,000 ", -   , -   ," 29,920,000 "," 22,560,000 ", -   , -   
1040," 27,800,000 "," 21,560,000 "," 32,380,000 ", -   ," 27,800,000 "," 21,560,000 "," 32,380,000 ", -   
1041," 28,560,000 "," 21,270,000 "," 35,150,000 ", -   ," 28,560,000 "," 21,270,000 "," 35,150,000 ", -   
1042," 21,560,000 "," 15,260,000 "," 25,180,000 ", -   ," 21,560,000 "," 15,260,000 "," 25,180,000 ", -   
1043," 34,200,000 "," 27,920,000 ", -   , -   ," 23,620,000 "," 17,340,000 ", -   , -   
1044," 35,280,000 "," 28,520,000 "," 38,660,000 ", -   ," 25,660,000 "," 18,900,000 "," 29,050,000 ", -   
1045," 23,630,000 "," 18,370,000 "," 28,100,000 ", -   ," 23,630,000 "," 18,370,000 "," 28,100,000 ", -   
1046," 35,460,000 "," 29,870,000 "," 39,150,000 ", -   ," 26,820,000 "," 21,230,000 "," 30,400,000 ", -   
1047," 22,570,000 "," 16,650,000 "," 26,420,000 ", -   ," 22,570,000 "," 16,650,000 "," 26,420,000 ", -   
1048," 36,830,000 "," 28,290,000 ", -   , -   ," 30,430,000 "," 21,900,000 ", -   , -   
1049," 26,850,000 "," 20,530,000 "," 31,640,000 ", -   ," 25,110,000 "," 18,800,000 "," 29,910,000 ", -   
1050," 46,910,000 "," 39,880,000 "," 50,860,000 ", -   ," 32,870,000 "," 25,840,000 "," 36,710,000 ", -   
1051," 36,420,000 "," 29,930,000 "," 41,070,000 ", -   ," 28,110,000 "," 21,620,000 "," 32,580,000 ", -   
1052," 28,000,000 "," 22,120,000 "," 32,520,000 ", -   ," 26,270,000 "," 20,390,000 "," 30,790,000 ", -   
1053," 62,820,000 "," 56,230,000 "," 68,060,000 ", -   ," 37,600,000 "," 31,010,000 "," 42,730,000 ", -   
1054," 32,840,000 "," 25,250,000 "," 37,030,000 ", -   ," 32,840,000 "," 25,250,000 "," 37,030,000 ", -   
1055," 26,140,000 "," 19,590,000 "," 30,370,000 ", -   ," 26,140,000 "," 19,590,000 "," 30,370,000 ", -   
1056," 18,540,000 "," 14,160,000 "," 21,530,000 ", -   ," 18,540,000 "," 14,160,000 "," 21,530,000 ", -   
1057," 78,390,000 "," 70,370,000 "," 83,340,000 ", -   ," 31,520,000 "," 23,500,000 "," 36,290,000 ", -   
1058," 41,240,000 "," 33,830,000 "," 46,340,000 ", -   ," 32,410,000 "," 24,990,000 "," 37,390,000 ", -   
1059," 26,540,000 "," 20,620,000 "," 30,910,000 ", -   ," 26,540,000 "," 20,620,000 "," 30,910,000 ", -   
1060," 20,420,000 "," 15,090,000 "," 23,880,000 ", -   ," 20,420,000 "," 15,090,000 "," 23,880,000 ", -   
1061," 40,070,000 "," 31,190,000 "," 44,340,000 ", -   ," 30,880,000 "," 22,000,000 "," 34,970,000 ", -   
1062," 12,550,000 "," 9,480,000 ", -   , -   ," 12,550,000 "," 9,480,000 ", -   , -   
1063," 25,100,000 "," 20,320,000 ", -   , -   ," 22,960,000 "," 18,180,000 ", -   , -   
1064," 16,270,000 "," 12,260,000 ", -   , -   ," 15,980,000 "," 11,980,000 ", -   , -   
1065," 15,870,000 "," 12,000,000 ", -   , -   ," 15,550,000 "," 11,670,000 ", -   , -   
1066," 18,480,000 "," 14,430,000 ", -   , -   ," 18,230,000 "," 14,180,000 ", -   , -   
1067," 17,550,000 "," 13,440,000 ", -   , -   ," 17,550,000 "," 13,440,000 ", -   , -   
1068," 23,030,000 "," 17,850,000 ", -   , -   ," 22,790,000 "," 17,600,000 ", -   , -   
1069," 15,490,000 "," 12,470,000 ", -   , -   ," 14,400,000 "," 11,380,000 ", -   , -   
1070," 15,550,000 "," 11,760,000 ", -   , -   ," 15,550,000 "," 11,760,000 ", -   , -   
1071," 18,070,000 "," 13,970,000 ", -   , -   ," 18,070,000 "," 13,970,000 ", -   , -   
1072," 28,280,000 "," 21,500,000 "," 31,680,000 ", -   ," 27,600,000 "," 20,810,000 "," 30,990,000 ", -   
1073," 26,910,000 "," 21,510,000 "," 31,010,000 ", -   ," 23,440,000 "," 18,040,000 "," 27,550,000 ", -   
1074," 21,570,000 "," 16,270,000 "," 26,510,000 ", -   ," 21,570,000 "," 16,270,000 "," 26,510,000 ", -   
1075," 21,990,000 "," 16,680,000 "," 25,690,000 ", -   ," 21,470,000 "," 16,150,000 "," 25,160,000 ", -   
1076," 36,010,000 "," 28,690,000 "," 39,750,000 ", -   ," 29,550,000 "," 22,240,000 "," 33,300,000 ", -   
1077," 19,280,000 "," 13,740,000 "," 22,530,000 ", -   ," 19,280,000 "," 13,740,000 "," 22,530,000 ", -   
1078," 49,950,000 "," 43,170,000 ", -   , -   ," 33,340,000 "," 26,560,000 ", -   , -   
1079," 35,270,000 "," 28,640,000 "," 39,680,000 ", -   ," 25,400,000 "," 18,770,000 "," 29,810,000 ", -   
1080," 27,030,000 "," 21,190,000 "," 31,340,000 ", -   ," 25,070,000 "," 19,230,000 "," 29,380,000 ", -   
1081," 31,980,000 "," 23,010,000 "," 36,360,000 ", -   ," 31,980,000 "," 23,010,000 "," 36,360,000 ", -   
1082," 39,270,000 "," 34,500,000 "," 44,270,000 ", -   ," 24,550,000 "," 19,770,000 "," 29,370,000 ", -   
1083," 21,720,000 "," 16,850,000 ", -   , -   ," 20,970,000 "," 16,100,000 ", -   , -   
1084," 23,960,000 "," 18,710,000 ", -   , -   ," 23,960,000 "," 18,710,000 ", -   , -   
1085," 30,440,000 "," 24,050,000 ", -   , -   ," 25,490,000 "," 19,090,000 ", -   , -   
1086,,,,,,,,
1087,,,,,,,,
1088,,,,,,,,
1089,,,,,,,,
1090,,,,,,,,
1091,,,,,,,,
1092,,,,,,,,
1093,,,,,,,,
1094,,,,,,,,
1095,,,,,,,,
1096,,,,,,,,
1097,,,,,,,,
1098,,,,,,,,
1099,,,,,,,,
1100,,,,,,,,
1101,,,,,,,,
1102,,,,,,,,
1103,,,,,,,,
1104,,,,,,,,
1105,,,,,,,,
1106,,,,,,,,
1107,,,,,,,,
1108,,,,,,,,
1109,,,,,,,,
1110,,,,,,,,
1111,,,,,,,,
1112,,,,,,,,
1113,,,,,,,,
1114,,,,,,,,
1115,,,,,,,,
1116,,,,,,,,
1117,,,,,,,,
1118,,,,,,,,
1119,,,,,,,,
1120,,,,,,,,
1121,,,,,,,,
1122,,,,,,,,
1123,,,,,,,,
1124,,,,,,,,
1125,,,,,,,,
1126,,,,,,,,
1127,,,,,,,,
1128,,,,,,,,
1129,,,,,,,,
1130,,,,,,,,
1131,,,,,,,,
1132,,,,,,,,
1133,,,,,,,,
1134,,,,,,,,
1135,,,,,,,,
1136,,,,,,,,
1137,,,,,,,,
1138,,,,,,,,
1139,,,,,,,,
1140,,,,,,,,
1141,,,,,,,,
1142,,,,,,,,
1143,,,,,,,,
1144,,,,,,,,
1145,,,,,,,,
1146,,,,,,,,
1147,,,,,,,,
1148,,,,,,,,
1149,,,,,,,,
1150,,,,,,,,
1151,,,,,,,,
1152,,,,,,,,
1153,,,,,,,,
1154,,,,,,,,
1155,,,,,,,,
1156,,,,,,,,
1157,,,,,,,,
1158,,,,,,,,
1159,,,,,,,,
1160,,,,,,,,
1161,,,,,,,,
1162,,,,,,,,
1163,,,,,,,,
1164,,,,,,,,
1165,,,,,,,,
1166,,,,,,,,
1167,,,,,,,,
1168,,,,,,,,
1169,,,,,,,,
1170,,,,,,,,
1171,,,,,,,,
1172,,,,,,,,
1173,,,,,,,,
1174,,,,,,,,
1175,,,,,,,,
1176,,,,,,,,
1177,,,,,,,,
1178,,,,,,,,
1179,,,,,,,,
1180,,,,,,,,
1181,,,,,,,,
1182,,,,,,,,
1183,,,,,,,,
1184,,,,,,,,
1185,,,,,,,,
1186,,,,,,,,
1187,,,,,,,,
1188,,,,,,,,
1189,,,,,,,,
1190,,,,,,,,
1191,,,,,,,,
1192,,,,,,,,
1193,,,,,,,,
1194,,,,,,,,
1195,,,,,,,,
1196,,,,,,,,
1197,,,,,,,,
1198,,,,,,,,
1199,,,,,,,,
1200,,,,,,,,
1201,,,,,,,,
1202,,,,,,,,
1203,,,,,,,,
1204,,,,,,,,
1205,,,,,,,,
1206,,,,,,,,
1207,,,,,,,,
1208,,,,,,,,
1209,,,,,,,,
1210,,,,,,,,
1211,,,,,,,,
1212," 33,190,000 "," 29,620,000 "," 36,930,000 ", -   ," 20,450,000 "," 16,880,000 "," 24,080,000 ", -   
1213," 58,920,000 "," 54,190,000 "," 62,560,000 ", -   ," 25,090,000 "," 20,360,000 "," 28,620,000 ", -   
1214," 103,440,000 "," 97,370,000 "," 107,900,000 ", -   ," 30,360,000 "," 24,300,000 "," 34,720,000 ", -   
1215," 52,240,000 "," 48,530,000 "," 56,490,000 ", -   ," 23,360,000 "," 19,640,000 "," 27,500,000 ", -   
1216," 46,430,000 "," 40,120,000 "," 51,010,000 ", -   ," 30,640,000 "," 24,330,000 "," 35,110,000 ", -   
1217," 25,180,000 "," 21,360,000 "," 29,500,000 ", -   ," 19,600,000 "," 15,770,000 "," 23,740,000 ", -   
1218," 29,250,000 "," 24,120,000 "," 33,060,000 ", -   ," 20,740,000 "," 15,610,000 "," 24,430,000 ", -   
1219," 54,740,000 "," 47,520,000 "," 58,750,000 ", -   ," 34,010,000 "," 26,800,000 "," 37,920,000 ", -   
1220," 91,820,000 "," 83,130,000 "," 95,670,000 ", -   ," 40,270,000 "," 31,570,000 "," 44,000,000 ", -   
1221," 65,540,000 "," 59,330,000 "," 70,080,000 ", -   ," 35,060,000 "," 28,850,000 "," 39,490,000 ", -   
1222," 66,270,000 "," 61,730,000 "," 70,680,000 ", -   ," 29,150,000 "," 24,610,000 "," 33,440,000 ", -   
1223," 30,400,000 "," 26,730,000 "," 34,230,000 ", -   ," 21,110,000 "," 17,450,000 "," 24,830,000 ", -   
1224," 51,880,000 "," 45,360,000 "," 57,120,000 ", -   ," 33,280,000 "," 26,750,000 "," 38,400,000 ", -   
1225," 13,240,000 "," 10,350,000 "," 17,600,000 ", -   ," 13,240,000 "," 10,350,000 "," 17,600,000 ", -   
1226," 74,940,000 "," 68,560,000 "," 79,890,000 ", -   ," 37,270,000 "," 30,900,000 "," 42,110,000 ", -   
1227," 62,660,000 "," 57,800,000 "," 67,240,000 ", -   ," 29,240,000 "," 24,390,000 "," 33,710,000 ", -   
1228," 81,160,000 "," 74,640,000 "," 84,800,000 ", -   ," 36,500,000 "," 29,980,000 "," 40,020,000 ", -   
1229," 43,800,000 "," 38,730,000 "," 47,610,000 ", -   ," 26,150,000 "," 21,080,000 "," 29,850,000 ", -   
1230," 41,550,000 "," 38,500,000 ", -   , -   ," 15,030,000 "," 11,970,000 ", -   , -   
1231," 46,850,000 "," 42,750,000 "," 51,290,000 ", -   ," 20,330,000 "," 16,220,000 "," 24,590,000 ", -   
1232," 21,740,000 "," 19,210,000 "," 26,140,000 ", -   ," 14,450,000 "," 11,930,000 "," 18,670,000 ", -   
1233," 29,130,000 "," 26,110,000 "," 34,100,000 ", -   ," 20,130,000 "," 17,120,000 "," 24,990,000 ", -   
1234," 57,770,000 "," 53,520,000 ", -   , -   ," 28,830,000 "," 24,580,000 ", -   , -   
1235," 32,760,000 "," 29,180,000 ", -   , -   ," 20,520,000 "," 16,940,000 ", -   , -   
1236," 32,950,000 "," 29,150,000 "," 37,200,000 ", -   ," 20,710,000 "," 16,900,000 "," 24,780,000 ", -   
1237," 36,160,000 "," 30,920,000 ", -   , -   ," 27,250,000 "," 22,010,000 ", -   , -   
1238," 27,980,000 "," 24,060,000 "," 31,950,000 ", -   ," 18,000,000 "," 14,080,000 "," 21,790,000 ", -   
1239," 73,060,000 "," 68,940,000 "," 76,350,000 ", -   ," 27,740,000 "," 23,630,000 "," 30,920,000 ", -   
1240," 57,500,000 "," 51,180,000 "," 62,090,000 ", -   ," 30,970,000 "," 24,650,000 "," 35,440,000 ", -   
1241," 102,050,000 "," 93,700,000 "," 105,630,000 ", -   ," 43,890,000 "," 35,540,000 "," 47,350,000 ", -   
1242," 78,920,000 "," 71,350,000 "," 84,090,000 ", -   ," 40,220,000 "," 32,650,000 "," 45,270,000 ", -   
1243," 41,330,000 "," 35,910,000 "," 44,680,000 ", -   ," 24,970,000 "," 19,550,000 "," 28,200,000 ", -   
1244," 62,890,000 "," 56,720,000 "," 67,410,000 ", -   ," 34,630,000 "," 28,450,000 "," 39,030,000 ", -   
1245," 35,640,000 "," 31,900,000 ", -   , -   ," 25,040,000 "," 21,300,000 ", -   , -   
1246," 91,270,000 "," 82,920,000 "," 94,850,000 ", -   ," 43,220,000 "," 34,870,000 "," 46,680,000 ", -   
1247," 31,040,000 "," 25,950,000 "," 34,850,000 ", -   ," 22,200,000 "," 17,120,000 "," 25,830,000 ", -   
1248," 50,070,000 "," 45,170,000 "," 53,800,000 ", -   ," 29,810,000 "," 24,900,000 "," 33,430,000 ", -   
1249," 49,500,000 "," 44,720,000 "," 54,040,000 ", -   ," 28,680,000 "," 23,910,000 "," 33,110,000 ", -   
1250," 82,280,000 "," 76,660,000 "," 86,970,000 ", -   ," 31,390,000 "," 25,770,000 "," 35,970,000 ", -   
1251," 78,570,000 "," 71,490,000 "," 83,120,000 ", -   ," 43,200,000 "," 36,120,000 "," 47,630,000 ", -   
1252," 34,350,000 "," 30,460,000 "," 38,190,000 ", -   ," 21,140,000 "," 17,260,000 "," 24,870,000 ", -   
1253," 49,970,000 "," 44,760,000 "," 53,740,000 ", -   ," 26,130,000 "," 20,920,000 "," 29,790,000 ", -   
1254," 51,930,000 "," 45,340,000 "," 55,770,000 ", -   ," 26,780,000 "," 20,200,000 "," 30,510,000 ", -   
1255," 55,190,000 "," 50,050,000 "," 58,930,000 ", -   ," 29,950,000 "," 24,820,000 "," 33,570,000 ", -   
1256," 44,900,000 "," 40,500,000 "," 48,230,000 ", -   ," 23,130,000 "," 18,730,000 "," 26,350,000 ", -   
1257," 69,190,000 "," 62,370,000 "," 74,120,000 ", -   ," 33,090,000 "," 26,270,000 "," 37,910,000 ", -   
1258," 55,610,000 "," 49,880,000 ", -   , -   ," 35,580,000 "," 29,850,000 ", -   , -   
1259," 48,800,000 "," 43,950,000 "," 52,800,000 ", -   ," 26,970,000 "," 22,120,000 "," 30,850,000 ", -   
