ProductId,diamond_gold_18k,diamond_gold_14k,diamond_plat_900,diamond_gold_10k,cz_gold_18k,cz_gold_14k,cz_plat_900,cz_gold_10k
1541," 8,300,000 "," 6,600,000 ", -   , -   , -   , -   , -   , -   
1542," 8,300,000 "," 6,600,000 ", -   , -   , -   , -   , -   , -   
1543," 8,300,000 "," 6,600,000 ", -   , -   , -   , -   , -   , -   
1544," 7,500,000 "," 6,100,000 ", -   , -   , -   , -   , -   , -   
1545," 7,500,000 "," 6,100,000 ", -   , -   , -   , -   , -   , -   
1546," 7,500,000 "," 6,100,000 ", -   , -   , -   , -   , -   , -   
1547," 7,500,000 "," 6,100,000 ", -   , -   , -   , -   , -   , -   
1548, -   , -   , -   , -   , -   , -   , -   , -   
1549, -   , -   , -   , -   , -   , -   , -   , -   
1550, -   , -   , -   , -   , -   , -   , -   , -   
1551, -   , -   , -   , -   , -   , -   , -   , -   
1552," 38,990,000 "," 32,970,000 ", -   , -   ," 32,630,000 "," 26,600,000 ", -   , -   
1553," 4,700,000 "," 3,900,000 ",  -    , -   ,  -    ,  -    , - , -   
1554," 8,600,000 "," 6,700,000 ",  -    , -   ,  -    ,  -    , - , -   
1555," 8,800,000 "," 6,900,000 ",  -    , -   ,  -    ,  -    , - , -   
1556," 172,250,000 "," 167,740,000 ", -   , -   ," 35,920,000 "," 31,410,000 ", -   , -   
1557," 235,930,000 "," 224,420,000 ", -   , -   ," 60,410,000 "," 48,900,000 ", -   , -   
1558," 126,450,000 "," 118,500,000 ", -   , -   ," 48,570,000 "," 40,620,000 ", -   , -   
1559," 97,450,000 "," 92,860,000 ", -   , -   ," 35,580,000 "," 30,990,000 ", -   , -   
1560, -   , -   , -   , -   , -   , -   , -   , -   
1561," 759,650,000 "," 748,410,000 ", -   , -   ," 67,030,000 "," 55,790,000 ", -   , -   
1562," 45,000,000 "," 37,110,000 ", -   , -   ," 43,390,000 "," 35,500,000 ", -   , -   
1563," 446,180,000 "," 436,850,000 ", -   , -   ," 55,700,000 "," 46,370,000 ", -   , -   
1564," 39,400,000 "," 33,700,000 ", -   , -   ," 38,160,000 "," 32,460,000 ", -   , -   
1565," 574,880,000 "," 567,430,000 ", -   , -   ," 47,660,000 "," 40,210,000 ", -   , -   
1566," 55,900,000 "," 44,940,000 ", -   , -   ," 54,660,000 "," 43,700,000 ", -   , -   
1567," 47,840,000 "," 39,210,000 ", -   , -   ," 46,230,000 "," 37,600,000 ", -   , -   
1568," 71,010,000 "," 55,940,000 ", -   , -   ," 69,760,000 "," 54,700,000 ", -   , -   
1569," 161,610,000 "," 142,850,000 ", -   , -   ," 86,750,000 "," 67,990,000 ", -   , -   
1570," 62,290,000 "," 47,170,000 ", -   , -   ," 62,290,000 "," 47,170,000 ", -   , -   
1571," 84,030,000 "," 74,430,000 ", -   , -   ," 52,480,000 "," 42,880,000 ", -   , -   
1572," 140,130,000 "," 128,270,000 ", -   , -   ," 61,060,000 "," 49,190,000 ", -   , -   
1573," 147,030,000 "," 137,800,000 ", -   , -   ," 46,140,000 "," 36,900,000 ", -   , -   
1574," 58,700,000 "," 53,140,000 ", -   , -   ," 38,900,000 "," 33,340,000 ", -   , -   
1575," 24,600,000 "," 23,130,000 ", -   , -   ," 16,810,000 "," 15,340,000 ", -   , -   
1576," 39,550,000 "," 36,530,000 ", -   , -   ," 25,550,000 "," 22,530,000 ", -   , -   
1577," 32,800,000 "," 31,510,000 ", -   , -   ," 16,230,000 "," 14,940,000 ", -   , -   
1578," 24,450,000 "," 23,020,000 ", -   , -   ," 16,640,000 "," 15,200,000 ", -   , -   
1579," 19,470,000 "," 17,950,000 ", -   , -   ," 16,040,000 "," 14,510,000 ", -   , -   
1580," 213,660,000 "," 198,070,000 ", -   , -   ," 73,490,000 "," 57,900,000 ", -   , -   
1581," 257,460,000 "," 240,060,000 ", -   , -   ," 86,870,000 "," 69,480,000 ", -   , -   
1582," 86,970,000 "," 72,850,000 ", -   , -   ," 66,940,000 "," 52,830,000 ", -   , -   
1583," 102,780,000 "," 86,830,000 ", -   , -   ," 70,490,000 "," 54,540,000 ", -   , -   
1584," 67,630,000 "," 58,140,000 ", -   , -   ," 49,910,000 "," 40,420,000 ", -   , -   
1585," 79,670,000 "," 68,600,000 ", -   , -   ," 55,640,000 "," 44,570,000 ", -   , -   
1586," 3,300,000 "," 3,000,000 ", -   , -   , - , - , - , -   
1587," 4,700,000 "," 4,000,000 ", -   , -   , - , - , - , -   
1588," 193,720,000 "," 173,730,000 ", -   , -   ," 89,010,000 "," 69,020,000 ", -   , -   
1589," 161,580,000 "," 139,510,000 ", -   , -   ," 96,810,000 "," 74,740,000 ", -   , -   
1590," 198,450,000 "," 185,420,000 ", -   , -   ," 60,950,000 "," 47,920,000 ", -   , -   
1591," 192,670,000 "," 179,640,000 ", -   , -   ," 60,950,000 "," 47,920,000 ", -   , -   
