ProductId,design_code,name,category,diameter,ring_size,base_thickness,base_width,prongs_height
466.0,NCC7003,Infinity Us,Nhẫn cưới,,M.19-F.11,,,
467.0,NCC7004,In My Heart,Nhẫn cưới,,M.18-F.11.5,,,
468.0,BNC7005,Mr & Mrs. Right ,Nhẫn cưới,,M.17.5-F.11,,,
469.0,BNC7006,All My Life,Nhẫn cưới,,M.18-F.10,,,
470.0,BNC7007,Definitely You,Nhẫn cưới,,M.18-F.09,,,
471.0,BNC7008,Destiny Hallf,Nhẫn cưới,,M.13.5-F.11,,,
472.0,BNC7009,Warmest Embrace,Nhẫn cưới,,M.17-F.10,,,
473.0,BNC7010,Tender Love,Nhẫn cưới,,M.15-F.11,,,
474.0,NCC8001,,Nhẫn cưới,,M.16-F.11,,,
475.0,NCC8002,,Nhẫn cưới,,M.14-F.07,,,
476.0,NCC8003,,Nhẫn cưới,,M.14-F.10,,,
477.0,NCC8010,Petal of Happiness ,Nhẫn cưới,,M.18-F.11,,,
478.0,NCC9001,,Nhẫn cưới,,M.15-F.07,,,
479.0,NCC9002,,Nhẫn cưới,,M.20-F.10,,,
480.0,NCC9003,,Nhẫn cưới,,M.18-F.09,,,
481.0,NCC9004,,Nhẫn cưới,,M.18-F.10,,,
482.0,NCC9005,,Nhẫn cưới,,M.17-F.10,,,
483.0,NCC9006,,Nhẫn cưới,,M.19-F.09,,,
484.0,NCC9007,,Nhẫn cưới,,M.15-F.09,,,
485.0,NCC9009,,Nhẫn cưới,,M.15-F.10,,,
486.0,NCC9010,,Nhẫn cưới,,M.15-F.09,,,
487.0,NCC9011,Petal of Happiness ,Nhẫn cưới,,M.18-F.12,,,
488.0,NCF0001,,Nhẫn cưới nữ,,8.5,1.5,4.05,
489.0,NCF0002,,Nhẫn cưới nữ,,8,1.8,2.8,
490.0,NCF0003,,Nhẫn cưới nữ,,8,1.4,2.4,
491.0,NCF0004,,Nhẫn cưới nữ,,10,1.3,2.2,
492.0,NCF0005,,Nhẫn cưới nữ,,11,1.3,1.8,
493.0,NCF0006,,Nhẫn cưới nữ,,9,1.4,2.0,
494.0,NCF0007,,Nhẫn cưới nữ,,15,2.1,2.0,
495.0,NCF0008,,Nhẫn cưới nữ,,9,1.4,3.4,
496.0,NCF0009,,Nhẫn cưới nữ,,9,1.3,2.0,
497.0,NCF0010,,Nhẫn cưới nữ,,9,1.3,2.0,
498.0,NCF0011,,Nhẫn cưới nữ,,10,1.6,2.2,
499.0,NCF0012,,Nhẫn cưới nữ,,5,1.3,2.5,
500.0,NCF0013,,Nhẫn cưới nữ,,11,1.7,3.8,
501.0,NCF0016,,Nhẫn cưới nữ,,10,1.4,3.0,
502.0,NCF0017,,Nhẫn cưới nữ,,11,1.3,1.8,
503.0,NCF0018,,Nhẫn cưới nữ,,11,1.4,2.5,
504.0,NCF0022,,Nhẫn cưới nữ,,11,1.6,2.77,
505.0,NCF0024,,Nhẫn cưới nữ,,11,1.4,2.9,
506.0,NCF0027,,Nhẫn cưới nữ,,10,1.7,3.7,
507.0,NCF0029,Twisted Love,Nhẫn cưới nữ,,9,1.7,2.4,
508.0,NCF0036,,Nhẫn cưới nữ,,12,1.3,3.0,
509.0,NCF0040,,Nhẫn cưới nữ,,12,2.5,3.0,
510.0,"NCF0041
",,Nhẫn cưới nữ,,11,1.5,2.8,
511.0,NCF0042,Petal of Joy 1,Nhẫn cưới nữ,,12,1.2,4.3,
512.0,NCF0043,Petal of Joy 2,Nhẫn cưới nữ,,12,1.7,3.6,
513.0,NCF0044,Petal of Love 2,Nhẫn cưới nữ,,11,1.4,4.0,
514.0,NCF0045,Petal of Love 1,Nhẫn cưới nữ,,11,1.4,4.1,
515.0,NCF0046,Petal of Happyness 3,Nhẫn cưới nữ,,11,1.4,4.2,
516.0,NCF0101,,Nhẫn thời trang,,10,1.3,2.2,
517.0,NCF0102,,Nhẫn thời trang,,11,1.5,2.5,
518.0,NCF0103,,Nhẫn thời trang,,10,1.3,1.7,
519.0,NCF0104,,Nhẫn thời trang,,10,1.5,2.3,
520.0,NCF0105,,Nhẫn thời trang,,12,1.5,2.7,
521.0,NCF0106,,Nhẫn thời trang,,13,,,
522.0,NCF0107,,Nhẫn thời trang,,10,1.4,1.9,
523.0,NCF0108,,Nhẫn thời trang,,10,1.45,2.5,
524.0,NCF0109,,Nhẫn thời trang,,11,1.45,2.5,
525.0,NCF0111,,Nhẫn thời trang,,10,1.3,1.5,
526.0,NCF0114,,Nhẫn thời trang,,10,1.5,1.8,
527.0,NCF0117,,Nhẫn thời trang,,10,1.3,1.6,
528.0,NCF0118,,Nhẫn thời trang,,12,1.3,2.1,
529.0,NCF0119,,Nhẫn thời trang,,10,1.45,2.1,
530.0,NCF0120,,Nhẫn thời trang,,12,1.4,1.7,
531.0,NCF0121,,Nhẫn thời trang,,10,1.5,1.9,
532.0,NCF0122,,Nhẫn thời trang,,10,1.4,1.7,
533.0,NCF0124,,Nhẫn thời trang,,10,1.3,2.0,
534.0,NCF0125,,Nhẫn thời trang,,10,1.5,4.0,
535.0,NCF0126,,Nhẫn thời trang,,10,1.6,3.0,
536.0,NCF0127,,Nhẫn thời trang,,10,1.4,1.8,
537.0,NCF0128,,Nhẫn thời trang,,10,1.4,1.5,
538.0,NCF0129,,Nhẫn thời trang,,10,1.3,1.2,
539.0,NCF0131,,Nhẫn thời trang,,10,1.3,1.6,
540.0,NCF0132,,Nhẫn thời trang,,10,1.65,2.0,
541.0,NCF0133,,Nhẫn thời trang,,10,1.45,3.5,
542.0,NCF0134,,Nhẫn thời trang,,10,1.6,2.3,
543.0,NCF0135,,Nhẫn thời trang,,10,1.8,2.8,
544.0,NCF0136,,Nhẫn thời trang,,10,1.8,2.6,
545.0,NCF0138,,Nhẫn thời trang,,10,1.4,2.9,
546.0,NCF0139,,Nhẫn thời trang,,10,1.4,2.4,
547.0,NCF0140,,Nhẫn thời trang,,15,1.4,3.2,
548.0,NCF0141,,Nhẫn thời trang,,11,1.3,2.1,
549.0,NCF0142,,Nhẫn thời trang,,11,1.3,2.1,
550.0,NCF0143,,Nhẫn thời trang,,11,1.2,1.95,
551.0,BCF1012,,Nhẫn cưới nữ,,11,1.3,2.1,
552.0,NCF1003,,Nhẫn cưới nữ,,11,1.4,3.05,
553.0,BCF1004,,Nhẫn cưới nữ,,11,1.5,1.5,
554.0,NCF1005,,Nhẫn cưới nữ,,16.5,1.6,2.0,
555.0,BCF1006,,Nhẫn cưới nữ,,10.5,1.3,2.1,
556.0,NCF1007,,Nhẫn cưới nữ,,10,1.6,3.4,
557.0,NCF1008,,Nhẫn cưới nữ,,9,1.6,3.3,
558.0,NCF1009,,Nhẫn cưới nữ,,8,1.4,1.4,
559.0,NCF1010,,Nhẫn cưới nữ,,10,1.4,3.2,
560.0,NCF1011,,Nhẫn cưới nữ,,10.5,1.4,3.5,
561.0,NCF1012,,Nhẫn cưới nữ,,11,1.4,2.8,
562.0,NCF1013,,Nhẫn cưới nữ,,10,1.5,2.5,
563.0,NCF1014,,Nhẫn cưới nữ,,8,1.2,2.2,
564.0,NCF1015,,Nhẫn cưới nữ,,8,1.4,3.0,
565.0,NCF1016,,Nhẫn cưới nữ,,8,1.5,3.0,
566.0,BCF1017,,Nhẫn cưới nữ,,8,1.3,1.9,
567.0,NCF1018,,Nhẫn cưới nữ,,9,1.2,2.4,
568.0,NCF1019,,Nhẫn cưới nữ,,12,1.3,3.8,
569.0,NCF1020,,Nhẫn cưới nữ,,8,1.4,3.1,
570.0,NCF1021,,Nhẫn cưới nữ,,8,1.4,2.5,
571.0,NCF1022,,Nhẫn cưới nữ,,8,1.4,2.5,
572.0,NCF1023,,Nhẫn cưới nữ,,8,1.3,2.7,
573.0,BCF1024,,Nhẫn cưới nữ,,10,1.3,1.8,
574.0,NCF1025,,Nhẫn cưới nữ,,11,1.5,3.2,
575.0,NCF1027,,Nhẫn cưới nữ,,11,1.3,3.4,
576.0,NCF1028,,Nhẫn cưới nữ,,11,1.3,2.5,
577.0,NCF1033,,Nhẫn cưới nữ,,9,1.4,2.5,
578.0,NCF1036,,Nhẫn cưới nữ,,11,1.3,1.7,
579.0,NCF1037,,Nhẫn cưới nữ,,10,1.5,2.9,
580.0,NCF1038,,Nhẫn cưới nữ,,10,1.4,1.8,
581.0,NCF1039,,Nhẫn cưới nữ,,10,1.5,2.2,
582.0,NCF1040,,Nhẫn cưới nữ,,11,1.2,1.7,
583.0,NCF1041,,Nhẫn cưới nữ,,9,1.3,3.0,
584.0,NCF1042,,Nhẫn cưới nữ,,11,1.4,2.9,
585.0,NCF1043,,Nhẫn cưới nữ,,11,1.3,1.3,
586.0,NCF1044,,Nhẫn cưới nữ,,11,1.3,3.2,
587.0,NCF1046,,Nhẫn cưới nữ,,11,1.3,1.6,
588.0,NCF1047,,Nhẫn cưới nữ,,10,1.4,2.3,
589.0,NCF1048,,Nhẫn cưới nữ,,10,1.3,3.5,
590.0,NCF2001,,Nhẫn cưới nữ,,8,1.3,2.6,
591.0,NCF2002,,Nhẫn cưới nữ,,9,1.3,4.0,
592.0,NCF2003,,Nhẫn cưới nữ,,11,1.3,4.3,
593.0,NCF2004,,Nhẫn cưới nữ,,12,1.6,3.4,
594.0,NCF2005,,Nhẫn cưới nữ,,12,1.3,3.8,
595.0,NCF2006,,Nhẫn cưới nữ,,10,1.3,3.5,
596.0,NCF2007,,Nhẫn cưới nữ,,11,1.39,3.5,
597.0,NCF2008,,Nhẫn cưới nữ,,10,1.3,2.0,
598.0,NCF2009,,Nhẫn cưới nữ,,9.5,1.4,2.5,
599.0,NCF2010,,Nhẫn cưới nữ,,11,1.3,2.5,
600.0,NCF2011,,Nhẫn cưới nữ,,9,1.3,2.9,
601.0,NCF2012,,Nhẫn cưới nữ,,11,1.4,3.8,
602.0,NCF2013,,Nhẫn cưới nữ,,10,1.3,4.55,
603.0,NCF2014,,Nhẫn cưới nữ,,8,1.4,4.3,
604.0,NCF2015,,Nhẫn cưới nữ,,9.5,1.37,3.0,
605.0,NCF2016,,Nhẫn cưới nữ,,10,1.1,3.4,
606.0,NCF2017,,Nhẫn cưới nữ,,10,1.3,3.6,
607.0,NCF2018,,Nhẫn cưới nữ,,8,1.3,3.8,
608.0,NCF2019,,Nhẫn cưới nữ,,10,1.7,4.0,
609.0,NCF2020,,Nhẫn cưới nữ,,10,1.0,2.4,
610.0,NCF2021,,Nhẫn cưới nữ,,10,1.9,4.5,
611.0,NCF2022,,Nhẫn cưới nữ,,10,1.1,2.8,
612.0,NCF2023,,Nhẫn cưới nữ,,10,1.1,2.3,
613.0,NCF2024,,Nhẫn cưới nữ,,10,1.1,4.5,
614.0,NCF2025,,Nhẫn cưới nữ,,6,1.4,3.5,
615.0,NCF2026,,Nhẫn cưới nữ,,10,1.5,6.0,
616.0,NCF2027,,Nhẫn cưới nữ,,9.5,1.4,3.2,
617.0,NCF2028,,Nhẫn cưới nữ,,10,1.6,4.5,
618.0,NCF2029,,Nhẫn cưới nữ,,8,1.3,2.6,
619.0,NCF2030,,Nhẫn cưới nữ,,10,1.4,5.5,
620.0,NCF2031,,Nhẫn cưới nữ,,11,1.4,2.5,
621.0,NCF2032,,Nhẫn cưới nữ,,10,1.5,3.8,
622.0,NCF2033,,Nhẫn cưới nữ,,8,1.7,4.0,
623.0,NCF2034,,Nhẫn cưới nữ,,14,1.5,2.4,
624.0,NCF2035,,Nhẫn cưới nữ,,8,1.3,2.7,
625.0,NCF2036,,Nhẫn cưới nữ,,14,1.4,3.5,
626.0,NCF2037,,Nhẫn cưới nữ,,9,1.5,1.4,
627.0,NCF2038,,Nhẫn cưới nữ,,8,1.3,2.8,
628.0,"NCF2039
",,Nhẫn cưới nữ,,10,1.3,3.1,
629.0,NCF2040,,Nhẫn cưới nữ,,11,1.3,2.3,
630.0,NCF2041,,Nhẫn cưới nữ,,9.5,1.3,2.5,
631.0,NCF2042,,Nhẫn cưới nữ,,8,1.1,2.8,
632.0,NCF2043,,Nhẫn cưới nữ,,10,1.1,1.9,
633.0,NCF2044,,Nhẫn cưới nữ,,10,1.3,3.0,
634.0,NCF2045,,Nhẫn cưới nữ,,10,1.3,3.0,
635.0,NCF2047,,Nhẫn cưới nữ,,10,1.4,2.3,
636.0,NCF2048,,Nhẫn cưới nữ,,9,1.3,2.7,
637.0,NCF2049,,Nhẫn cưới nữ,,10,1.3,2.5,
638.0,NCF2053,,Nhẫn cưới nữ,,12,1.9,4.0,
639.0,NCF2054,,Nhẫn cưới nữ,,10,1.4,4.5,
640.0,NCF2055,,Nhẫn cưới nữ,,11,1.6,5.0,
641.0,NCF2058,,Nhẫn cưới nữ,,11.5,1.6,5.0,
642.0,NCF2059,,Nhẫn cưới nữ,,11,1.3,3.0,
643.0,NCF2061,,Nhẫn cưới nữ,,11,1.5,4.2,
644.0,NCF2062,,Nhẫn cưới nữ,,10,1.3,2.7,
645.0,NCF2065,,Nhẫn cưới nữ,,10,1.3,3.2,
646.0,NCF2066,Star Light,Nhẫn cưới nữ,,12,1.4,2.7,
647.0,NCF2070,Our Day,Nhẫn cưới nữ,,12,1.2,3.7,
648.0,NCF2071,,Nhẫn cưới nữ,,10,1.3,2.5,
649.0,NCF2079,Petal of Joy 3,Nhẫn cưới nữ,,12,1.4,2.0,
650.0,NCF2080,Petal of Joy 4,Nhẫn cưới nữ,,12,1.2,3.3,
651.0,NCF2081,Petal of Happyness 2,Nhẫn cưới nữ,,11,1.5,3.4,
652.0,NCF2090,,Nhẫn cưới nữ,,11,1.7,3.1,
653.0,NCF2091,,Nhẫn cưới nữ,,11,1.4,2.0,
654.0,NCF2092,,Nhẫn cưới nữ,,11,1.4,3.3,
655.0,NCF2093,,Nhẫn cưới nữ,,8.5,1.45,2.1,
656.0,NCF3001,,Nhẫn cưới nữ,,10,1.4,2.3,
657.0,NCF3002,,Nhẫn cưới nữ,,7,1.5,2.6,
658.0,NCF3003,,Nhẫn cưới nữ,,11,1.3,3.0,
659.0,NCF3004,,Nhẫn cưới nữ,,8,1.3,3.5,
660.0,NCF3005,,Nhẫn cưới nữ,,8,1.3,3.6,
661.0,NCF3006,,Nhẫn cưới nữ,,9,1.3,1.7,
662.0,NCF3007,,Nhẫn cưới nữ,,10,1.2,2.2,
663.0,NCF3008,,Nhẫn cưới nữ,,10,1.1,4.28,
664.0,NCF3009,,Nhẫn cưới nữ,,10,1.3,3.4,
665.0,NCF3010,,Nhẫn cưới nữ,,9,1.3,3.7,
666.0,NCF3011,,Nhẫn cưới nữ,,10,1.1,3.2,
667.0,NCF3012,,Nhẫn cưới nữ,,9,1.3,3.2,
668.0,NCF3013,,Nhẫn cưới nữ,,10,1.3,3.4,
669.0,NCF3015,,Nhẫn cưới nữ,,11,1.3,3.0,
670.0,NCF3024,Love'Em,Nhẫn cưới nữ,,11.5,1.4,5.6,
671.0,NCF3026,,Nhẫn cưới nữ,,8,1.2,4.1,
672.0,NCF3030,Love Life,Nhẫn cưới nữ,,11,1.4,3.8,
673.0,NCF5001,,Nhẫn cưới nữ,,11,1.6,4.5,
674.0,NCF5002,,Nhẫn cưới nữ,,10,1.7,4.0,
675.0,NCF5003,,Nhẫn cưới nữ,,9,1.5,4.2,
676.0,NCF5004,,Nhẫn cưới nữ,,10,1.6,4.4,
677.0,NCF5005,,Nhẫn cưới nữ,,10,1.8,4.7,
678.0,NCF5006,,Nhẫn cưới nữ,,9,1.75,4.67,
679.0,NCF5007,,Nhẫn cưới nữ,,10,1.5,3.5,
680.0,NCF5008,,Nhẫn cưới nữ,,8,1.3,3.5,
681.0,NCF5009,,Nhẫn cưới nữ,,12,2.4,4.7,
682.0,BCF7001,Always You,Nhẫn cưới nữ,,11,1.3,2.0,
683.0,NCF7002,Perfect Half,Nhẫn cưới nữ,,11,1.3,2.4,
684.0,NCF7003,Infinity Us,Nhẫn cưới nữ,,11,1.4,1.5,
685.0,NCF7004,In My Heart,Nhẫn cưới nữ,,11.5,1.35,2.0,
686.0,BCF7005,Mr. & Mrs.Right ,Nhẫn cưới nữ,,11,1.35,2.8,
687.0,BCF7006,All My Life,Nhẫn cưới nữ,,10,1.4,2.0,
688.0,BCF7007,Definitely You,Nhẫn cưới nữ,,9,1.3,1.8,
689.0,BCF7008,Destiny Half,Nhẫn cưới nữ,,11,1.4,2.0,
690.0,BCF7009,Warmest Embrace,Nhẫn cưới nữ,,10,1.4,2.2,
691.0,BCF7010,Tender Love,Nhẫn cưới nữ,,11,1.2,2.15,
692.0,NCF8001,,Nhẫn cưới nữ,,11,1.2,4.2,
693.0,NCF8002,,Nhẫn cưới nữ,,7,1.3,2.2,
694.0,NCF8003,,Nhẫn cưới nữ,,10,1.3,2.5,
695.0,NCF8010,Petal of Happyness 1,Nhẫn cưới nữ,,11,1.3,1.7,
696.0,NCF9001,,Nhẫn cưới nữ,,7,1.3,3.8,
697.0,NCF9002,,Nhẫn cưới nữ,,10,1.1,2.58,
698.0,NCF9003,,Nhẫn cưới nữ,,9,1.3,4.1,
699.0,NCF9004,,Nhẫn cưới nữ,,10,1.4,4.0,
700.0,NCF9005,,Nhẫn cưới nữ,,10,1.3,3.5,
701.0,NCF9006,,Nhẫn cưới nữ,,9,1.7,4.0,
702.0,NCF9007,,Nhẫn cưới nữ,,9,1.3,2.8,
703.0,NCF9009,,Nhẫn cưới nữ,,10,1.2,3.2,
704.0,NCF9010,,Nhẫn cưới nữ,,9,2.6,3.0,
705.0,NCF9011,Petal of Happyness 4,Nhẫn cưới nữ,,12,1.4,2.8,
706.0,NCH0001,,Nhẫn cầu hôn,,12,1.3,3.8,
707.0,NCH0037,Love Of Swan,Nhẫn cầu hôn,,11,1.3,1.8,
708.0,NCH1003,Water Lily,Nhẫn cầu hôn,,11,1.3,1.9,
709.0,NCH1004,Love Shine,Nhẫn cầu hôn,,12,1.4,2.5,
710.0,NCH1005,Primrose Flower,Nhẫn cầu hôn,,12,1.5,2.0,7.5
711.0,NCH1007,Double Heart,Nhẫn cầu hôn,,12,1.3,1.8,
712.0,NCH1010,Roselle Hibiscus,Nhẫn cầu hôn,,10,1.3,2.0,
713.0,NCH1014,Little Love,Nhẫn cầu hôn,,13,1.3,1.8,
714.0,NCH1015,Paris,Nhẫn cầu hôn,,8,1.3,2.0,
715.0,NCH1017,My Day Dreams,Nhẫn cầu hôn,,12,1.3,2.5,
716.0,NCH1018,Fulfill Love,Nhẫn cầu hôn,,10,1.8,2.2,
717.0,NCH1019,Forever,Nhẫn cầu hôn,,11,1.3,2.9,
718.0,NCH1020,Ever After,Nhẫn cầu hôn,,12,1.3,2.16,
719.0,NCH1021,Always You,Nhẫn cầu hôn,,10,1.3,1.9,
720.0,NCH1022,Aphrodite's Blessing,Nhẫn cầu hôn,,10,1.5,2.3,
721.0,NCH1023,Mantilla Veil,Nhẫn cầu hôn,,11,,,
722.0,NCH1024,Whisper Chiffon,Nhẫn cầu hôn,,11,,,
723.0,NCH1025,Butterfly Cathedral,Nhẫn cầu hôn,,10,,,
724.0,NCH1028,Lavish Veil,Nhẫn cầu hôn,,11,,,
725.0,NCH1101,Always You,Nhẫn cầu hôn,,11,1.3,1.8,7.4
726.0,NCH1102,,Nhẫn cầu hôn,,11,1.4,2.0,7.2
727.0,NCH1103,My Amour,Nhẫn cầu hôn,,11,1.3,1.8,5.8
728.0,NCH1104,Elegant Shape,Nhẫn cầu hôn,,12,1.3,1.8,6.2
729.0,NCH1105,,Nhẫn cầu hôn,,11,1.5,2.1,
730.0,NCH1202,Shining Light,Nhẫn cầu hôn,,10,1.3,1.7,6.5
731.0,NCH1203,Modest Love,Nhẫn cầu hôn,,11,1.3,1.7,7.2
732.0,NCH1204,True Beauty,Nhẫn cầu hôn,,11,1.3,2.0,7.0
733.0,NCH1206,Flaming Lines,Nhẫn cầu hôn,,11,1.6,2.2,7.0
734.0,NCH1301,,Nhẫn cầu hôn,,9,1.3,2.0,
735.0,NCH1302,,Nhẫn cầu hôn,,10,1.3,2.0,
736.0,NCH1303,Lovely Honey,Nhẫn cầu hôn,,9.5,1.3,1.8,7.2
737.0,NCH1304,Tiny Lovely,Nhẫn cầu hôn,,10,1.3,1.8,7.1
738.0,NCH1305,,Nhẫn cầu hôn,,10,1.3,2.0,
739.0,NCH1306,,Nhẫn cầu hôn,,9,1.3,2.0,
740.0,NCH1307,,Nhẫn cầu hôn,,10,1.4,2.0,
741.0,NCH1309,Princess Cape,Nhẫn cầu hôn,,12,1.8,2.3,
742.0,NCH1310,Tiny Bauquet,Nhẫn cầu hôn,,10,1.3,1.8,6.7
743.0,NCH1311,It'S You,Nhẫn cầu hôn,,11,1.7,2.0,
744.0,NCH1312,My Sunlight,Nhẫn cầu hôn,,10,1.4,2.0,
745.0,NCH1313,My Start,Nhẫn cầu hôn,,11,1.5,2.0,
746.0,NCH1314,Soul Mate,Nhẫn cầu hôn,,11,1.6,2.1,
747.0,NCH1315,My Blooming Love,Nhẫn cầu hôn,,10,1.3,2.0,
748.0,NCH1317,Tulle Ribbon,Nhẫn cầu hôn,,10,,,
749.0,NCH1318,Svelte Waistline,Nhẫn cầu hôn,,11,,,
750.0,NCH1319,Organza Princess,Nhẫn cầu hôn,,10,,,
751.0,NCH1401,,Nhẫn cầu hôn,,12,1.3,2.0,7.3
752.0,NCH1402,Gentle Touch,Nhẫn cầu hôn,,11,1.3,2.0,6.3
753.0,NCH1403,,Nhẫn cầu hôn,,12,1.3,2.0,
754.0,NCH1404,,Nhẫn cầu hôn,,10,1.3,1.9,
755.0,NCH1405,,Nhẫn cầu hôn,,10,1.3,2.0,
756.0,NCH1406,,Nhẫn cầu hôn,,10,1.3,2.0,
757.0,NCH1407,Trellis Blossoms,Nhẫn cầu hôn,,10,1.3,2.0,6.0
758.0,NCH1408,,Nhẫn cầu hôn,,10,1.4,1.8,
759.0,NCH1409,The Only,Nhẫn cầu hôn,,11,1.3,2.0,6.3
760.0,NCH1410,,Nhẫn cầu hôn,,14,1.6,3.0,
761.0,NCH1411,Ladonna,Nhẫn cầu hôn,,11,1.3,1.8,
762.0,NCH1412,Adelaide,Nhẫn cầu hôn,,12,1.4,2.3,
763.0,NCH1413,Zoey,Nhẫn cầu hôn,,11,1.6,1.9,
764.0,NCH1414,Cella,Nhẫn cầu hôn,,10,1.3,2.5,
765.0,NCH1415,Adela,Nhẫn cầu hôn,,10,2.1,2.2,
766.0,NCH1416,Phoebe,Nhẫn cầu hôn,,10,1.3,2.0,
767.0,NCH1417,Keelin,Nhẫn cầu hôn,,11,1.4,2.2,6.3
768.0,NCH1417 6.3mm,Keelin,Nhẫn cầu hôn,,10,1.4,2.55,7.1
769.0,NCH1418,My Joy,Nhẫn cầu hôn,,11,1.3,2.0,6.7
770.0,NCH1419,Promise You,Nhẫn cầu hôn,,13,1.3,2.0,6.1
771.0,NCH1419 6.3mm,Promise You,Nhẫn cầu hôn,,10,1.3,2.3,7.0
772.0,NCH1420,Be Your,Nhẫn cầu hôn,,12,1.3,2.8,
773.0,NCH1421,By Yourside,Nhẫn cầu hôn,,10,1.3,2.0,
774.0,NCH1422,Fairy Veil,Nhẫn cầu hôn,,11,1.3,2.2,
775.0,NCH1423,Angel Wings,Nhẫn cầu hôn,,10,1.3,1.7,5.8
776.0,NCH1424,Blissie Wish,Nhẫn cầu hôn,,10,1.3,2.0,
777.0,NCH1425,Luna Ray,Nhẫn cầu hôn,,10,1.7,2.0,
778.0,NCH1426,Fairy Gown,Nhẫn cầu hôn,,11,1.4,2.2,
779.0,NCH1427,Heart Petal,Nhẫn cầu hôn,,11,1.4,2.0,
780.0,NCH1501,Sweety,Nhẫn cầu hôn,,12,1.3,1.8,6.3
781.0,NCH1502,Little Pretty,Nhẫn cầu hôn,,11,1.3,2.2,6.7
782.0,NCH1503,Loving,Nhẫn cầu hôn,,10,1.3,1.8,6.5
783.0,NCH1504,,Nhẫn cầu hôn,,11,1.5,2.5,
784.0,NCH1505,,Nhẫn cầu hôn,,13,1.3,2.0,
785.0,NCH1506,,Nhẫn cầu hôn,,10,1.3,2.2,
786.0,NCH1507,,Nhẫn cầu hôn,,11,1.4,3.0,
787.0,NCH1508,,Nhẫn cầu hôn,,10,1.2,2.0,
788.0,NCH1510,,Nhẫn cầu hôn,,11,1.3,2.0,
789.0,NCH1512,,Nhẫn cầu hôn,,11,1.2,2.2,
790.0,NCH1513,Pretty Flora,Nhẫn cầu hôn,,12,1.3,2.0,
791.0,NCH1514,,Nhẫn cầu hôn,,10,1.3,2.0,
792.0,NCH1515,,Nhẫn cầu hôn,,10,1.3,2.4,
793.0,NCH1601,,Nhẫn cầu hôn,,11,1.3,2.0,
794.0,NCH1602,,Nhẫn cầu hôn,,12,1.3,2.0,
795.0,NCH1602 6.3mm,,Nhẫn cầu hôn,,10,1.3,2.2,7.55
796.0,NCH1603,,Nhẫn cầu hôn,,12,1.3,1.8,
797.0,NCH1604,,Nhẫn cầu hôn,,11,1.2,2.5,
798.0,NCH1605,,Nhẫn cầu hôn,,11,1.2,2.4,
799.0,NCH1606,,Nhẫn cầu hôn,,11,1.4,3.0,
800.0,NCH1607,,Nhẫn cầu hôn,,11,1.3,1.8,
801.0,NCH1609,,Nhẫn cầu hôn,,11,1.3,2.2,
802.0,NCH1610,,Nhẫn cầu hôn,,11,1.4,2.0,
803.0,NCH1612,Princess Bowtie,Nhẫn cầu hôn,,12,1.5,2.2,
804.0,NCH1613,Morri - Morri,Nhẫn cầu hôn,,11,1.3,1.84,
805.0,NCH1616,Belle Ame,Nhẫn cầu hôn,,11,1.3,1.8,7.4
806.0,NCH1617,My Destiny,Nhẫn cầu hôn,,10,1.3,2.0,
807.0,NCH1618,Heaven Bird,Nhẫn cầu hôn,,11,1.3,1.8,
808.0,NCH1701,Twinkle Strap,Nhẫn cầu hôn,,12,1.3,2.0,7.2
809.0,NCH1702,,Nhẫn cầu hôn,,11,1.3,1.8,
810.0,NCH1703,,Nhẫn cầu hôn,,11,1.3,2.5,
811.0,NCH1704,,Nhẫn cầu hôn,,12,1.3,1.7,
812.0,NCH1705,,Nhẫn cầu hôn,,11,1.3,2.0,
813.0,NCH1706,,Nhẫn cầu hôn,,10,1.3,1.6,
814.0,NCH1709,Tiny Tierra,Nhẫn cầu hôn,,11,1.3,2.0,
815.0,NCH1711,Vintage Ribbon,Nhẫn cầu hôn,,12,1.5,2.1,
816.0,NCH1718,Mira - Mira,Nhẫn cầu hôn,,11,1.3,2.0,
817.0,NCH1719,Freya,Nhẫn cầu hôn,,10,1.3,1.6,
818.0,NCH1720,Veronica,Nhẫn cầu hôn,,10,1.3,2.0,
819.0,NCH1721,Adrianne,Nhẫn cầu hôn,,10,1.3,2.4,
820.0,NCH1722,Cheryl,Nhẫn cầu hôn,,10,1.3,1.5,
821.0,NCH1723,Olivia,Nhẫn cầu hôn,,12,1.8,2.3,
822.0,NCH1724,Harmony,Nhẫn cầu hôn,,12,1.9,1.9,
823.0,NCH1801,,Nhẫn cầu hôn,,12,1.3,2.2,
824.0,NCH1802,,Nhẫn cầu hôn,,13,1.3,2.2,
825.0,NCH1803,,Nhẫn cầu hôn,,13,1.3,2.0,
826.0,NCH1804,,Nhẫn cầu hôn,,11,1.3,1.9,7.0
827.0,NCH1805,,Nhẫn cầu hôn,,10,1.3,2.0,
828.0,NCH1807,,Nhẫn cầu hôn,,11,1.3,1.8,
829.0,NCH1808,,Nhẫn cầu hôn,,11,1.3,2.0,
830.0,NCH1810,,Nhẫn cầu hôn,,10,1.4,2.0,
831.0,NCH1812,Tie The Knot,Nhẫn cầu hôn,,12,2.0,1.9,
832.0,NCH1901,Morning Glory,Nhẫn cầu hôn,,10,1.3,1.9,
833.0,NCH1902,White Orchid,Nhẫn cầu hôn,,11,1.5,1.8,
834.0,NCH1903,Katherine,Nhẫn cầu hôn,,11,1.3,1.7,
