ProductId,main_gemstone_shape,main_gemstone_size,gold_18k_weight,gold_14k_weight,plat_900_weight,surface_plain_pattern,catalogue_color
801.0,Round, 6.3 , 6.34 , 5.91 ,   , Pattern , Trắng 
802.0,Round, 5.4 , 3.25 , 2.98 ,   , Plain , Trắng 
803.0,Round, 5.4 , 5.47 , 5.02 , 7.22 , Plain , Trắng-Hồng 
804.0,Round, 5.4 , 3.54 , 3.30 ,   , Pattern , Trắng 
805.0,Round, 5.4 , 3.67 , 3.37 , 4.85 , Pattern , Hồng 
806.0,Round, 5.4 , 2.82 , 2.59 , 3.72 , Pattern , Trắng 
807.0,Round, 5.4 , 2.28 , 2.13 , 3.06 , Pattern , Trắng 
808.0,Round, 5.4 , 3.82 , 3.51 , 5.05 , Plain , Trắng 
809.0,Round, 5.4 , 3.10 , 2.84 ,   , Plain , Trắng 
810.0,Round, 5.4 , 4.15 , 3.87 ,   , Plain , Trắng 
811.0,Round, 4.5 , 2.93 , 2.69 , 3.87 , Plain , Trắng 
812.0,Round, 5.4 , 3.85 , 3.54 ,   , Plain , Trắng 
813.0,Round, 5.4 , 4.96 , 4.56 ,   , Plain , Trắng 
814.0,Round, 5.4 , 3.32 , 3.05 , 4.38 , Plain , Trắng 
815.0,Round, 5.0 , 3.61 , 3.37 ,   , Pattern , Hồng 
816.0,Round, 5.4 , 3.06 , 2.55 ,   , Plain , Hồng 
817.0,Round, 5.4 , 3.80 , 3.17 ,   , Plain , Trắng 
818.0,Round, 5.4 , 4.19 , 3.91 ,   , Pattern , Trắng 
819.0,Round, 5.4 , 3.75 , 3.14 ,   , Pattern , Trắng 
820.0,Round, 6.3 , 2.65 , 2.43 ,   , Plain , Trắng 
821.0,Round, 5.4 , 3.61 , 3.36 ,   , Pattern , Trắng 
822.0,Round, 6.3 , 3.36 , 3.13 ,   , Plain , Trắng 
823.0,Round, 5.4 , 2.47 , 2.28 ,   , Pattern , Trắng 
824.0,Round, 4.5 , 2.51 , 2.31 ,   , Pattern , Trắng 
825.0,Round, 5.4 , 2.80 , 2.58 ,   , Pattern , Trắng 
826.0,Round, 5.4 , 2.35 , 2.19 , 3.15 , Plain , Trắng 
827.0,Round, 4.5 , 2.00 , 1.96 , 2.82 , Plain , Trắng 
828.0,Round, 5.4 , 2.61 , 2.40 ,   , Plain , Trắng 
829.0,Round, 5.4 , 3.05 , 2.85 ,   , Pattern , Trắng 
830.0,Round, 5.0 , 2.37 , 2.17 , 3.12 , Plain , Trắng 
831.0,Round, 5.4 , 3.85 , 3.54 , 5.09 , Plain , Trắng-Hồng 
832.0,Round, 5.4 , 3.01 , 2.76 ,   , Pattern , Trắng-Vàng 
833.0,Round, 5.4 , 2.18 , 2.00 ,   , Pattern , Trắng 
834.0,Round, 5.4 , 2.42 , 2.26 , 3.25 , Plain , Trắng 
835.0,Round, 5.4 , 2.52 , 2.32 ,   , Pattern , Trắng-Vàng 
836.0,Round, 5.4 , 2.10 , 1.96 ,   , Plain , Trắng 
837.0,Round, 5.4 , 3.16 , 2.90 ,   , Pattern , Trắng-Vàng 
838.0,Round, 5.4 , 2.85 , 2.61 , 3.77 , Pattern , Trắng 
839.0,Round, 5.4 , 2.96 , 2.72 , 3.96 , Pattern , Trắng-Hồng 
840.0,Round, 4.5 , 2.91 , 2.67 , 3.84 , Plain , Trắng 
841.0,Round, 4.5 , 3.05 , 2.80 ,   , Plain , Trắng 
842.0,Round, 4.5 , 3.03 , 2.78 , 4.00 , Plain , Trắng 
843.0,Round, 5.4 , 3.59 , 3.30 ,   , Plain , Trắng 
844.0,Round, 5.4 , 3.09 , 2.83 ,   , Plain , Trắng 
845.0,Round, 5.0 , 3.38 , 3.10 , 4.46 , Plain , Trắng 
846.0,Round, 5.4 , 3.66 , 3.36 , 4.83 , Plain , Trắng 
847.0,Round, 6.3 , 3.55 , 3.31 , 4.76 , Plain , Trắng 
848.0,Round, 5.4 , 3.61 , 3.37 ,   , Plain , Trắng 
849.0,Round, 4.5 , 2.92 , 2.68 , 3.85 , Plain , Trắng 
850.0,Round, 5.4 , 3.54 , 3.30 ,   , Pattern , Trắng 
851.0,Round, 5.4 , 3.24 , 2.97 , 4.28 , Plain , Trắng 
852.0,Round, 5.4 , 3.67 , 3.37 ,   , Plain , Trắng 
853.0,Round, 5.4 , 3.02 , 2.81 ,   , Plain , Trắng 
854.0,Round, 4.5 , 2.51 , 2.31 ,   , Plain , Trắng 
855.0,Round, 5.4 , 2.91 , 2.86 ,   , Plain , Trắng 
856.0,Round, 5.4 , 3.10 , 2.85 ,   , Plain , Trắng 
857.0,Round, 5.4 , 3.41 , 2.84 , 4.50 , Plain , Trắng 
858.0,Round, 5.4 , 3.67 , 3.37 ,   , Pattern , Trắng 
859.0,Round, 5.4 , 3.52 , 3.23 , 4.64 , Plain , Trắng 
860.0,Round, 5.4 , 1.98 , 1.85 ,   , Plain , Trắng 
861.0,Round, 5.4 , 2.37 , 2.18 ,   , Plain , Trắng 
862.0,Round, 5.0 , 2.86 , 2.30 , 3.77 , Plain , Trắng 
863.0,Round, 5.4 , 4.07 , 3.80 ,   , Plain , Trắng 
864.0,Round, 5.0 , 2.42 , 2.22 ,   , Plain , Trắng-Hồng 
865.0,Round, 6.4 , 5.02 , 4.68 ,   , Plain , Trắng 
866.0,Round, 5.4 , 3.78 , 3.47 , 4.99 , Plain , Trắng 
867.0,Round, 5.4 , 2.95 , 2.37 , 3.90 , Plain , Trắng 
868.0,Round, 5.4 , 3.38 , 3.15 ,   , Plain , Trắng 
869.0,Round, 4.5 , 3.40 , 3.17 ,   , Plain , Trắng 
870.0,Round, 4.5 , 2.79 , 2.56 ,   , Plain , Trắng 
871.0,Round, 5.4 , 2.78 , 2.59 ,   , Plain , Trắng 
872.0,Round, 5.4 , 3.87 , 3.55 , 5.10 , Plain , Trắng 
873.0,Round, 5.4 , 3.59 , 3.35 ,   , Plain , Trắng 
874.0,Round, 5.4 , 4.23 , 3.95 ,   , Plain , Trắng 
875.0,Round, 5.4 , 3.02 , 2.82 ,   , Plain , Trắng 
876.0,Round, 5.0 , 4.26 , 3.91 , 5.63 , Plain , Trắng 
877.0,Round, 5.4 , 3.54 , 3.30 ,   , Plain , Trắng 
878.0,Round, 5.4 , 3.64 , 3.35 , 4.81 , Plain , Trắng 
879.0,Round, 5.4 , 2.48 , 2.31 ,   , Plain , Trắng 
880.0,Round, 5.4 , 2.80 , 2.57 ,   , Pattern , Trắng 
881.0,Round, 5.4 , 2.94 , 2.74 ,   , Pattern , Vàng 
882.0,Round, 5.4 , 2.53 , 2.36 ,   , Pattern , Trắng 
883.0,Round, 5.4 , 4.58 , 4.21 ,   , Pattern , Trắng-Hồng 
884.0,Round, 5.4 , 3.08 , 2.88 ,   , Plain , Trắng-Hồng 
885.0,Round, 5.4 , 2.63 , 2.45 ,   , Pattern , Trắng 
886.0,Round, 4.5 , 2.48 , 2.32 ,   , Plain , Trắng-Hồng 
887.0,Round, 4.0 , 1.74 , 1.60 , 2.30 , Plain , Trắng 
888.0,Round, 4.0 , 2.68 , 2.46 , 3.54 , Plain , Trắng 
889.0,Round, 4.0 , 1.73 , 1.58 , 2.28 , Plain , Trắng 
890.0,Round, 4.0 , 2.33 , 2.14 , 3.07 , Plain , Trắng 
891.0,Round, 4.0 , 2.41 , 2.21 , 3.18 , Plain , Trắng 
892.0,Round, 4.0 , 2.11 , 1.94 , 2.79 , Pattern , Trắng 
893.0,Round, 4.0 , 1.82 , 1.67 , 2.53 , Plain , Trắng 
894.0,Heart, 4.0 , 1.76 , 1.64 , 2.36 , Plain , Trắng-Hồng 
895.0,Round, 4.0 , 1.66 , 1.52 , 2.19 , Pattern , Trắng 
896.0,Round, 4.0 , 1.79 , 1.64 , 2.36 , Plain , Trắng-Hồng 
897.0,Round, 4.0 , 1.65 , 1.51 , 2.17 , Pattern , Hồng 
898.0,Round, 4.0 , 1.99 , 1.83 , 2.64 , Pattern , Trắng 
899.0,Princess, 5.0 , 2.48 , 2.32 ,   , Plain , Trắng 
900.0,Princess, 5.4 , 2.83 , 2.59 , 3.73 , Plain , Hồng 
901.0,Princess, 5.0 , 2.47 , 2.07 ,, Plain , Trắng 
902.0,Emerald, 7.0*5.0 , 3.12 , 2.86 , 4.11 , Plain , Trắng 
903.0,Emerald, 6.0*4.0 , 3.03 , 2.82 ,   , Plain , Trắng 
904.0,Emerald, 12.4*8.4 , 4.18 , 3.90 ,   , Plain , Trắng 
905.0,Emerald, 9.0*7.0 , 3.27 , 3.05 ,   , Plain , Trắng 
906.0,Pear, 6.0*6.0 , 2.93 , 2.69 , 3.86 , Plain , Trắng 
907.0,Heart, 6.0 , 2.99 , 2.74 , 3.94 , Plain , Trắng 
908.0,Heart, 5.4*6.6 , 3.78 , 3.47 , 4.99 , Plain , Trắng 
909.0,Heart, 5.4*4.8 , 2.72 , 2.54 ,   , Plain , Trắng 
910.0,Heart, 5.0*6.4 , 2.49 , 2.32 ,   , Plain , Trắng 
911.0,Heart, 6.3 , 1.92 , 1.79 ,   , Plain , Trắng 
912.0,Heart, 6.5*6.96 , 3.50 , 3.26 ,   , Plain , Trắng 
913.0,Heart, 5.5 , 3.42 , 2.86 ,   , Plain , Hồng 
914.0,Heart, 5.5 , 3.09 , 2.84 , 4.08 , Plain , Trắng 
915.0,Heart, 5.4*5.8 , 4.49 , 4.18 ,   , Plain , Hồng 
916.0,Heart, 5.4 , 2.23 , 2.08 ,   , Plain , Trắng 
917.0,Heart, 5.5 , 3.03 , 2.82 , 4.06 , Pattern , Trắng-Hồng 
918.0,Heart, 5.0 , 2.12 , 1.77 ,, Pattern , Trắng-Hồng 
919.0,Heart, 5.0 , 2.42 , 2.02 ,, Plain , Trắng 
920.0,Heart, 5.0 , 2.52 , 2.10 ,, Plain , Trắng 
921.0,Heart, 5.0 , 2.00 , 1.84 ,, Plain , Trắng 
922.0,Oval, 8.0*6.0 , 2.31 , 2.15 ,   , Plain , Trắng 
923.0,Round, 5.4 , 3.78 , 3.52 ,   , Plain , Trắng 
924.0,Round, 5.4 , 3.41 , 3.18 ,   , Pattern , Trắng 
925.0,Round, 5.4 , 3.47 , 3.24 ,   , Plain , Trắng 
926.0,Round, 5.4 , 3.85 , 3.59 ,   , Pattern , Trắng 
927.0,Round, 5.4 , 4.50 , 3.76 , 6.04 , Pattern , Trắng 
928.0,Round, 5.4 , 5.06 , 4.65 ,   , Pattern , Trắng 
929.0,Round, 5.4 , 4.65 , 4.34 ,   , Plain , Hồng 
930.0,Round, 6.3 , 4.46 , 4.15 ,   , Plain , Hồng 
931.0,Round, 5.4 , 3.98 , 3.66 , 5.26 , Plain , Trắng 
932.0,,   , 5.88 , 5.40 , 7.76 , Plain , Trắng 
933.0,,   , 5.58 , 5.47 , 4.72 , Pattern , Trắng 
934.0,,   , 5.73 , 6.24 , 8.24 , Plain , Hồng 
935.0,,   , 5.41 , 4.96 , 7.14 , Pattern , Trắng 
936.0,,   , 5.34 , 4.90 , 7.05 , Plain , Trắng 
937.0,,   , 5.55 , 5.09 , 7.32 , Plain , Trắng 
938.0,,   , 3.25 , 2.72 ,   , Plain , Trắng 
939.0,,   , 5.93 , 5.45 , 7.83 , Pattern , Trắng 
940.0,,   , 4.20 , 3.43 , 5.63 , Plain , Trắng 
941.0,,   , 5.86 , 5.38 , 7.73 , Pattern , Trắng 
942.0,,   , 10.25 , 8.56 ,   , Plain , Trắng 
943.0,,   , 5.15 , 4.21 ,   , Plain , Trắng 
944.0,,   , 5.56 , 5.11 , 7.34 , Plain , Hồng 
945.0,,   , 3.99 , 3.34 ,   , Plain , Hồng 
946.0,,   , 4.62 , 4.25 ,   , Pattern , Trắng 
947.0,,   , 3.91 , 3.65 ,   , Pattern , Hồng 
948.0,,   , 5.65 , 5.27 ,   , Pattern , Trắng 
949.0,,   , 3.96 , 3.31 ,   , Plain , Trắng 
950.0,,   , 6.10 , 5.69 ,   , Pattern , Trắng 
951.0,,   , 4.15 , 3.87 , 5.56 , Plain , Trắng 
952.0,,   , 4.00 , 3.68 ,   , Pattern , Trắng 
953.0,,   , 8.23 , 7.67 ,   , Pattern , Trắng 
954.0,,   , 5.89 , 5.41 , 7.77 , Pattern , Hồng 
955.0,,   , 7.08 , 6.60 ,   , Pattern , Trắng-Hồng 
956.0,,   , 8.31 , 7.75 ,   , Pattern , Trắng 
957.0,,   , 5.54 , 5.17 ,   , Pattern , Trắng 
958.0,,   , 5.48 , 5.11 ,   , Pattern , Trắng-Hồng 
959.0,,   , 7.37 , 6.87 ,   , Plain , Trắng-Vàng 
960.0,,   , 3.56 , 3.27 , 4.70 , Pattern , Hồng 
961.0,,   , 4.64 , 4.26 , 6.13 , Pattern , Hồng 
962.0,,   , 3.05 , 2.55 ,   , Pattern , Hồng 
963.0,,   , 4.49 , 4.19 ,   , Pattern , Hồng 
964.0,,   , 2.88 , 2.41 ,   , Pattern , Hồng 
965.0,,   , 10.10 , 8.44 ,   , Plain , Trắng 
966.0,,   , 5.65 , 4.73 ,   , Pattern , Hồng 
967.0,,   , 5.18 , 4.76 , 6.84 , Pattern , Hồng 
968.0,,   , 3.90 , 3.20 ,   , Plain , Hồng 
969.0,,   , 8.19 , 7.64 ,   , Pattern , Hồng 
970.0,,   , 6.22 , 5.72 , 8.22 , Plain , Trắng 
971.0,,   , 3.06 , 2.81 , 4.04 , Plain , Trắng 
972.0,,   , 3.92 , 3.28 ,   , Plain , Trắng 
973.0,,   , 4.22 , 3.53 ,   , Pattern , Hồng 
974.0,,   , 4.18 , 3.50 ,   , Plain , Trắng 
975.0,,   , 4.74 , 3.96 ,   , Plain , Trắng 
976.0,,   , 3.43 , 3.15 , 4.52 , Pattern , Trắng-Hồng 
977.0,,   , 6.11 , 5.11 ,   , Pattern , Hồng 
978.0,,   , 4.34 , 3.63 ,   , Plain , Trắng 
979.0,,   , 5.36 , 4.92 , 7.07 , Pattern , Hồng 
980.0,,   , 3.72 , 3.42 , 4.91 , Pattern , Trắng 
981.0,,   , 3.17 , 2.65 ,   , Pattern , Vàng 
982.0,,   , 3.24 , 2.71 ,   , Plain , Trắng 
983.0,,   , 6.59 , 6.05 , 8.70 , Pattern , Vàng 
984.0,,   , 5.67 , 5.21 , 7.49 , Pattern , Trắng 
985.0,,   , 3.82 , 3.51 , 5.04 , Plain , Trắng 
986.0,,   , 5.15 , 4.81 , 6.91 , Plain , Trắng 
987.0,,   , 3.46 , 3.23 , 4.64 , Pattern , Vàng 
988.0,,   , 4.53 , 4.22 , 6.07 , Plain , Trắng-Vàng 
989.0,,   , 3.83 , 3.52 , 5.06 , Plain , Trắng-Vàng 
990.0,,   , 3.41 , 3.18 , 4.57 , Plain , Trắng 
991.0,,   , 4.31 , 4.02 , 5.78 , Pattern , Trắng-Vàng 
992.0,,   , 4.13 , 3.85 ,   , Pattern , Trắng-Vàng 
993.0,,   , 4.51 , 4.14 , 5.95 , Pattern , Vàng 
994.0,,   , 5.36 , 4.92 , 7.07 , Pattern , Trắng-Vàng 
995.0,,   , 5.28 , 4.92 , 7.08 , Pattern , Trắng-Vàng 
996.0,,   , 4.75 , 4.36 , 6.27 , Pattern , Vàng 
997.0,,   , 5.70 , 4.74 , 7.52 , Pattern , Trắng-Vàng 
998.0,,   , 5.53 , 4.68 , 7.41 , Pattern , Trắng-Vàng 
999.0,,   , 4.79 , 4.40 , 6.32 , Plain , Trắng-Hồng 
1000.0,,   , 6.43 , 5.38 ,   , Plain , Trắng 
1001.0,,   , 8.55 , 7.85 , 11.29 , Plain , Hồng 
1002.0,,   , 4.55 , 3.81 ,   , Pattern , Hồng 
1003.0,,   , 6.75 , 6.20 , 8.91 , Plain , Trắng 
1004.0,,   , 6.56 , 5.48 ,   , Plain , Trắng 
1005.0,,   , 6.67 , 6.22 , 8.94 , Plain , Trắng 
1006.0,,   , 5.61 , 5.15 , 5.53 , Plain , Trắng 
1007.0,,   , 5.61 , 5.15 , 7.40 , Plain , Trắng-Vàng 
1008.0,,   , 5.86 , 5.38 , 7.74 , Plain , Trắng 
1009.0,,   , 6.16 , 5.66 , 8.14 , Plain , Trắng 
1010.0,,   , 6.92 , 6.35 ,   , Pattern , Hồng 
1011.0,,   , 8.43 , 7.74 , 11.13 , Plain , Hồng 
1012.0,,   , 7.65 , 7.03 , 10.10 , Plain , Vàng 
1013.0,,   , 7.14 , 5.76 , 9.43 , Plain , Trắng 
1014.0,,   , 5.56 , 4.64 ,   , Plain , Trắng-Hồng 
1015.0,,   , 7.61 , 6.98 , 10.04 , Pattern , Trắng 
1016.0,,   , 7.41 , 6.91 , 9.93 , Plain , Trắng 
1017.0,,   , 6.54 , 5.47 ,   , Plain , Hồng 
1018.0,,   , 5.08 , 4.25 ,   , Plain , Trắng 
1019.0,,   , 5.77 , 4.83 ,   , Plain , Trắng 
1020.0,,   , 7.45 , 6.23 ,   , Plain , Trắng 
1021.0,,   , 6.39 , 5.34 ,   , Plain , Trắng 
1022.0,,   , 8.18 , 7.51 , 10.79 , Plain , Trắng 
1023.0,,   , 6.11 , 5.10 ,   , Pattern , Trắng 
1024.0,,   , 11.12 , 9.29 ,   , Plain , Hồng 
1025.0,,   , 5.80 , 5.33 , 7.66 , Plain , Trắng 
1026.0,,   , 6.08 , 5.08 ,   , Plain , Trắng-Hồng 
1027.0,,   , 5.38 , 4.94 , 7.11 , Plain , Trắng 
1028.0,,   , 6.55 , 4.87 ,   , Plain , Trắng-Hồng 
1029.0,,   , 5.99 , 5.01 ,   , Plain , Trắng 
1030.0,,   , 7.33 , 6.13 ,   , Plain , Trắng 
1031.0,,   , 7.79 , 7.16 , 10.29 , Plain , Hồng 
1032.0,,   , 9.67 , 8.08 ,   , Plain , Trắng 
1033.0,,   , 4.45 , 4.09 , 5.88 , Plain , Hồng 
1034.0,,   , 4.34 , 3.62 ,   , Pattern , Trắng 
1035.0,,   , 3.94 , 3.62 , 5.20 , Plain , Trắng 
1036.0,,   , 4.12 , 3.78 , 5.43 , Plain , Trắng 
1037.0,,   , 5.41 , 4.97 , 7.14 , Plain , Trắng 
1038.0,,   , 9.05 , 8.31 , 11.94 , Pattern , Hồng 
1039.0,,   , 5.38 , 4.94 , 7.11 , Pattern , Trắng 
1040.0,,   , 5.55 , 4.64 ,   , Plain , Trắng 
1041.0,,   , 3.89 , 3.25 ,   , Plain , Trắng 
1042.0,,   , 4.22 , 3.53 ,   , Plain , Hồng 
1043.0,,   , 5.47 , 4.57 ,   , Plain , Trắng 
1044.0,,   , 3.30 , 2.76 ,   , Plain , Trắng 
1045.0,,   , 6.41 , 5.35 ,   , Plain , Trắng 
1046.0,,   , 3.29 , 2.75 ,   , Plain , Trắng 
1047.0,,   , 6.51 , 5.98 , 8.60 , Pattern , Trắng-Hồng 
1048.0,,   , 5.45 , 4.55 ,   , Plain , Trắng-Hồng 
1049.0,,   , 6.40 , 5.97 ,   , Pattern , Trắng-Vàng-Hồng 
1050.0,,   , 7.60 , 7.14 ,   , Pattern , Trắng-Vàng 
1051.0,,   , 5.27 , 4.24 , 6.95 , Pattern , Hồng 
1052.0,,   , 6.70 , 5.60 ,   , Pattern , Trắng 
1053.0,,   , 5.44 , 5.00 , 7.19 , Plain , Trắng 
1054.0,,   , 6.32 , 5.27 , 8.32 , Pattern , Trắng 
1055.0,,   , 5.75 , 5.28 ,   , Pattern , Trắng-Vàng 
1056.0,,   , 6.63 , 6.50 ,   , Plain , Hồng 
1057.0,,   , 5.10 , 4.68 , 6.73 , Pattern , Hồng 
1058.0,,   , 8.34 , 7.77 ,   , Pattern , Trắng 
1059.0,,   , 7.17 , 6.58 ,   , Plain , Trắng 
1060.0,,   , 6.11 , 5.61 ,   , Pattern , Trắng-Vàng 
1061.0,,   , 9.84 , 9.17 ,   , Pattern , Trắng 
1062.0,,   , 4.58 , 4.20 , 6.05 , Pattern , Trắng-Vàng 
1063.0,,   , 5.89 , 5.41 ,   , Pattern , Trắng-Vàng 
1064.0,,   , 4.13 , 3.79 , 5.45 , Pattern , Trắng-Vàng 
1065.0,Round, 3.6 , 5.67 , 5.20 , 7.48 , Plain , Trắng 
1066.0,Round, 4.1 , 8.16 , 6.82 ,   , Plain , Hồng 
1067.0,Round, 3.6 , 5.99 , 5.50 , 7.91 , Plain , Trắng 
1068.0,,   , 7.25 , 6.65 ,   , Pattern , Vàng 
1069.0,Round, 4.5 , 7.45 , 6.84 , 9.84 , Pattern , Trắng-Hồng 
1070.0,Round, 4.5 , 7.19 , 6.60 , 9.49 , Plain , Trắng 
1071.0,Round, 4.0 , 5.50 , 4.60 ,   , Plain , Trắng 
1072.0,,   , 5.48 , 4.58 ,   , Pattern , Trắng 
1073.0,,   , 6.87 , 6.30 , 9.06 , Plain , Trắng 
1074.0,, 3.6 , 6.35 , 5.92 , 8.51 , Plain , Trắng 
1075.0,Round, 3.6 , 4.68 , 3.91 ,   , Pattern , Trắng 
1076.0,Round, 3.6 , 5.78 , 5.31 , 7.63 , Plain , Trắng 
1077.0,,   , 8.38 , 7.01 ,   , Pattern , Trắng-Hồng 
1078.0,,   , 6.71 , 6.26 , 9.00 , Plain , Trắng 
1079.0,,   , 7.80 , 7.28 ,   , Plain , Trắng 
1080.0,,   , 6.62 , 6.08 , 8.74 , Pattern , Trắng-Hồng 
1081.0,,   , 7.35 , 6.85 ,   , Plain , Trắng-Hồng 
1082.0,,   , 8.14 , 7.47 , 10.74 , Plain , Hồng 
1083.0,,   , 9.72 , 8.92 , 12.48 , Pattern , Hồng 
1084.0,,   , 6.66 , 6.11 , 8.79 , Pattern , Hồng 
1085.0,,   , 3.88 , 3.56 , 5.13 , Pattern , Hồng 
1086.0,,   , 7.59 , 6.35 ,   , Pattern , Trắng 
1087.0,,   , 8.03 , 6.72 ,   , Plain , Trắng 
1088.0,,   , 7.07 , 6.49 , 9.33 , Pattern , Trắng 
1089.0,,   , 4.95 , 4.54 , 6.53 , Plain , Hồng 
1090.0,,   , 8.70 , 7.27 ,   , Plain , Trắng-Hồng 
1091.0,,   , 2.87 , 2.64 ,   , Plain , Vàng 
1092.0,,   , 5.31 , 4.88 ,   , Pattern , Trắng-Vàng 
1093.0,,   , 3.55 , 3.26 ,   , Plain , Trắng 
1094.0,,   , 3.44 , 3.16 ,   , Plain , Trắng 
1095.0,,   , 4.32 , 3.97 ,   , Plain , Trắng-Hồng 
1096.0,,   , 3.63 , 3.33 ,   , Pattern , Vàng 
1097.0,,   , 6.05 , 5.58 ,   , Plain , Trắng 
1098.0,,   , 2.81 , 2.58 ,   , Pattern , Trắng-Vàng 
1099.0,,   , 3.49 , 3.25 ,   , Plain , Vàng 
1100.0,,   , 3.76 , 3.50 ,   , Pattern , Vàng 
1101.0,,   , 6.90 , 6.33 , 9.10 , Pattern , Hồng 
1102.0,,   , 6.21 , 5.70 , 8.19 , Plain , Hồng 
1103.0,,   , 5.23 , 4.80 , 6.91 , Plain , Trắng 
1104.0,,   , 5.41 , 5.05 ,   , Plain , Trắng-Vàng 
1105.0,,   , 7.77 , 7.13 , 10.26 , Pattern , Hồng 
1106.0,,   , 4.65 , 3.89 ,   , Plain , Vàng 
1107.0,,   , 6.93 , 6.37 ,   , Pattern , Hồng 
1108.0,,   , 6.77 , 6.22 , 8.94 , Plain , Hồng 
1109.0,,   , 5.89 , 5.48 , 7.87 , Pattern , Trắng 
1110.0,,   , 10.29 , 8.60 ,   , Plain , Hồng 
1111.0,,   , 5.27 , 4.84 , 6.96 , Pattern , Hồng 
1112.0,,   , 4.54 , 4.17 ,   , Pattern , Hồng 
1113.0,,   , 6.03 , 5.53 ,   , Pattern , Trắng 
1114.0,,   , 6.81 , 6.36 ,   , Plain , Trắng-Vàng 
1115.0,,   ,   ,   ,   ,   , Hồng 
1116.0,,   ,   ,   ,   ,   , Trắng 
1117.0,,   ,   ,   ,   ,   , Trắng 
1118.0,,   ,   ,   ,   ,   , Trắng 
1119.0,,   ,   ,   ,   ,   , Hồng 
1120.0,,   ,   ,   ,   ,   , Trắng 
1121.0,,   ,   ,   ,   ,   , Trắng 
1122.0,,   ,   ,   ,   ,   ,
1123.0,,   ,   ,   ,   ,   , Trắng 
1124.0,,   ,   ,   ,   ,   , Hồng 
1125.0,,   ,   ,   ,   ,   , Trắng 
1126.0,,   ,   ,   ,   ,   , Phối màu 
1127.0,,   ,   ,   ,   ,   , Phối màu 
1128.0,,   ,   ,   ,   ,   , Trắng 
1129.0,,   ,   ,   ,   ,   , Trắng 
1130.0,,   ,   ,   ,   ,   , Hồng 
1131.0,,   ,   ,   ,   ,   , Hồng 
1132.0,,   ,   ,   ,   ,   , Trắng 
1133.0,,   ,   ,   ,   ,   , Trắng 
1134.0,,   ,   ,   ,   ,   , Phối màu 
1135.0,,   ,   ,   ,   ,   , Hồng 
1136.0,,   ,   ,   ,   ,   , Trắng 
1137.0,,   ,   ,   ,   ,   , Trắng 
1138.0,,   ,   ,   ,   ,   , Trắng 
1139.0,,   ,   ,   ,   ,   , Trắng 
1140.0,,   ,   ,   ,   ,   , Hồng 
1141.0,,   ,   ,   ,   ,   , Trắng 
1142.0,,   ,   ,   ,   ,   , Trắng 
1143.0,,   ,   ,   ,   ,   , Phối màu 
1144.0,,   ,   ,   ,   ,   , Hồng 
1145.0,,   ,   ,   ,   ,   , Phối màu 
1146.0,,   ,   ,   ,   ,   , Hồng 
1147.0,,   ,   ,   ,   ,   , Phối màu 
1148.0,,   ,   ,   ,   ,   , Trắng 
1149.0,,   ,   ,   ,   ,   , Hồng 
1150.0,,   ,   ,   ,   ,   , Trắng 
1151.0,,   ,   ,   ,   ,   , Hồng 
1152.0,,   ,   ,   ,   ,   , Trắng 
1153.0,,   ,   ,   ,   ,   , Trắng 
1154.0,,   ,   ,   ,   ,   , Trắng-Hồng 
1155.0,,   ,   ,   ,   ,   , Trắng 
1156.0,,   ,   ,   ,   ,   , Trắng 
1157.0,,   ,   ,   ,   ,   , Phối màu 
1158.0,,   ,   ,   ,   ,   , Hồng 
1159.0,,   ,   ,   ,   ,   , Trắng 
1160.0,,   ,   ,   ,   ,   , Trắng 
1161.0,,   ,   ,   ,   ,   , Phối màu 
1162.0,,   ,   ,   ,   ,   , Vàng 
1163.0,,   ,   ,   ,   ,   , Trắng 
1164.0,,   ,   ,   ,   ,   , Trắng 
1165.0,,   ,   ,   ,   ,   , Trắng 
1166.0,,   ,   ,   ,   ,   , Trắng 
1167.0,,   ,   ,   ,   ,   , Trắng 
1168.0,,   ,   ,   ,   ,   , Trắng 
1169.0,,   ,   ,   ,   ,   , Trắng 
1170.0,,   ,   ,   ,   ,   , Hồng 
1171.0,,   ,   ,   ,   ,   , Vàng 
1172.0,,   ,   ,   ,   ,   , Phối màu 
1173.0,,   , 2.45 , 2.25 , 3.23 , Plain ,
1174.0,,   , 2.27 , 2.08 , 2.99 , Pattern ,
1175.0,,   , 3.28 , 3.01 , 4.32 , Pattern ,
1176.0,,   , 2.14 , 1.96 , 2.82 , Pattern ,
1177.0,,   , 1.99 , 1.83 , 2.63 , Pattern ,
1178.0,,   , 2.85 , 2.62 , 3.77 , Pattern ,
1179.0,,   , 2.29 , 2.10 , 3.02 , Plain ,
1180.0,,   , 2.58 , 2.37 , 3.40 , Plain ,
1181.0,,   , 3.51 , 2.93 , 4.70 ,   ,
1182.0,,   , 4.26 , 3.91 , 5.63 , Plain ,
1183.0,,   , 4.20 , 3.51 , 5.64 ,   ,
1184.0,,   , 3.19 , 2.67 , 4.28 ,   ,
1185.0,,   , 2.34 , 1.95 , 3.14 ,   ,
1186.0,,   , 2.71 , 2.49 , 3.58 , Plain ,
1187.0,,   , 3.01 , 2.76 , 3.97 , Plain ,
1188.0,,   , 3.21 , 2.68 , 4.30 ,   ,
1189.0,,   , 4.42 , 3.69 , 5.92 ,   ,
