ProductId,diamond_gold_18k,diamond_gold_14k,diamond_plat_900,cz_gold_18k,cz_gold_14k,cz_plat_900,cz_gold_10k
104,45,39,45,24,19,24,-
105,19,17,-,12,10,-,7
106,60,53,61,33,25,33,-
107,85,78,84,33,26,32,-
108,40,34,41,23,16,23,-
109,63,57,63,23,18,23,-
110,33,28,33,18,14,19,-
111,44,38,-,30,23,-,-
112,41,36,41,19,15,20,-
113,40,35,41,23,18,23,-
114,26,22,27,19,14,19,-
115,103,98,104,28,23,29,-
116,39,34,40,26,21,26,-
117,32,28,-,19,15,-,-
118,40,34,-,26,21,-,-
119,49,39,47,44,34,42,-
120,100,91,98,42,34,40,-
121,37,30,35,27,20,26,-
122,34,30,35,17,13,17,-
123,15,12,16,15,12,16,-
124,21,18,21,13,11,14,-
125,21,16,21,21,16,21,-
126,35,30,34,26,20,25,-
127,60,55,61,21,16,21,-
128,40,34,39,25,19,24,-
129,29,23,29,23,17,23,-
130,42,39,-,13,10,-,-
131,49,44,-,19,15,-,-
132,36,29,-,25,18,-,-
133,25,22,-,14,11,-,-
134,49,43,-,30,24,-,-
135,31,25,-,21,15,-,-
136,32,28,-,20,15,-,-
137,26,21,-,21,16,-,-
138,14,11,-,14,11,-,-
139,53,47,-,19,13,-,-
140,22,19,-,12,9,-,-
141,62,53,-,38,29,-,-
142,42,38,-,19,15,-,-
143,28,24,-,20,15,-,-
144,37,32,-,26,20,-,-
145,81,76,-,25,19,-,-
146,38,34,-,24,19,-,-
147,25,21,-,19,15,-,-
148,52,44,-,37,29,-,-
149,36,31,-,22,18,-,-
150,90,80,-,46,36,-,-
151,56,49,-,31,24,-,-
152,33,26,-,25,18,-,-
153,128,117,-,56,44,-,-
154,36,31,-,23,18,-,-
155,37,32,-,26,21,-,-
156,45,38,-,29,23,-,-
157,56,48,-,35,27,-,-
158,49,45,-,27,22,-,-
159,31,26,-,23,18,-,-
160,69,64,-,22,18,-,-
161,65,59,-,34,27,-,-
162,53,50,-,20,16,-,-
163,28,24,-,18,15,-,-
164,56,50,-,30,24,-,-
165,57,50,-,28,21,-,-
166,50,42,-,29,21,-,-
167,49,44,-,24,19,-,-
168,18,17,-,10,8,-,-
169,27,23,-,19,15,-,-
170,46,38,-,33,25,-,-
171,24,20,-,14,10,-,-
172,17,16,-,6,5,-,-
173,19,17,-,9,7,-,-
174,12,9,-,12,9,-,-
175,18,17,-,8,6,-,-
176,65,57,-,33,25,-,-
177,76,67,-,39,30,-,-
178,49,43,-,29,23,-,-
179,-,-,-,-,-,-,-
180,-,-,-,-,-,-,-
181,-,-,-,-,-,-,-
182,-,-,-,-,-,-,-
183,-,-,-,-,-,-,-
184,-,-,-,-,-,-,-
185,-,-,-,-,-,-,-
186,-,-,-,-,-,-,-
187,-,-,-,-,-,-,-
188,-,-,-,-,-,-,-
189,-,-,-,-,-,-,1
190,-,-,-,-,-,-,2
191,-,-,-,-,-,-,2
192,-,-,-,-,-,-,2
193,-,-,-,5,-,-,-
194,-,-,-,5,-,-,-
195,-,-,-,6,-,-,-
196,-,-,-,6,-,-,-
197,-,-,-,-,-,-,2
198,-,-,-,-,-,-,2
199,-,-,-,6,-,-,-
200,-,-,-,6,-,-,-
201,-,-,-,8,-,-,-
202,-,-,-,9,-,-,-
203,-,-,-,-,-,-,2
204,-,-,-,-,-,-,2
205,11,8,-,10,7,-,6
206,14,11,15,13,10,14,7
207,17,14,18,15,11,15,7
208,6,4,-,6,4,-,3
209,6,4,-,6,4,-,3
210,6,4,-,6,4,-,3
211,18,14,18,16,12,16,8
212,15,11,-,14,10,-,6
213,3,3,4,1,1,2,-
214,3,3,4,1,1,2,-
215,5,4,-,5,4,-,-
216,6,4,-,5,4,-,-
217,11,9,-,8,6,-,-
218,7,-,-,3,-,-,-
219,6,5,-,6,5,-,-
220,10,8,-,10,7,-,-
221,9,8,-,7,5,-,4
222,11,9,-,10,8,-,5
223,6,5,-,6,5,-,3
224,16,12,-,15,11,-,7
225,12,9,-,12,9,-,-
226,12,9,-,12,9,-,-
227,10,8,-,10,8,-,-
228,3,2,-,3,2,-,1
229,7,6,-,5,4,-,3
230,2,1,2,2,1,2,-
231,8,6,-,8,6,-,4
232,5,3,-,5,3,-,2
233,7,5,-,7,5,-,3
234,6,5,-,6,5,-,3
235,7,5,-,7,5,-,4
236,5,3,-,5,3,-,2
237,3,2,-,3,2,-,1
238,3,2,-,3,2,-,2
239,5,4,-,4,3,-,2
240,2,2,-,2,2,-,1
241,14,13,15,6,5,7,-
242,17,15,17,8,7,9,-
243,24,22,25,10,8,11,-
244,15,13,16,9,7,10,-
245,17,16,18,8,6,9,-
246,20,18,21,11,9,12,-
247,20,18,21,11,9,11,-
248,25,22,26,13,10,14,-
249,21,19,22,10,8,11,-
250,16,14,17,9,7,9,-
251,17,15,18,8,7,9,-
252,19,17,20,8,6,9,-
253,28,25,29,13,10,14,-
254,32,27,33,19,15,20,-
255,28,24,28,17,13,18,-
256,39,33,-,22,16,-,-
257,32,30,33,12,10,13,-
258,39,35,40,18,14,19,-
259,30,27,30,12,10,13,-
260,14,12,15,8,6,8,-
261,40,36,40,20,15,20,-
262,37,31,37,25,19,25,-
263,13,11,13,6,5,7,-
264,11,10,12,7,5,8,-
265,20,17,21,12,10,13,-
266,14,12,15,7,6,8,-
267,5,5,6,3,3,4,-
268,21,18,21,10,8,11,-
269,23,20,24,13,10,13,-
270,17,14,17,10,8,11,-
271,22,19,23,13,10,14,-
272,10,9,-,5,4,-,3
273,5,4,6,5,4,6,-
274,20,16,20,13,10,14,-
275,12,11,-,8,6,-,4
276,3,2,-,3,2,-,1
277,4,3,5,4,3,5,-
278,23,22,-,6,4,-,3
279,23,20,24,14,11,15,-
280,41,36,42,20,15,21,-
281,67,64,68,12,9,13,-
282,42,37,43,21,16,22,-
283,21,18,21,12,10,13,-
284,32,28,32,16,13,17,-
285,67,64,68,17,13,17,-
286,33,29,34,16,12,17,-
287,56,51,57,22,16,22,-
288,52,48,52,15,11,16,-
289,42,35,41,29,22,28,-
290,28,25,29,14,12,15,-
291,12,11,12,5,4,5,-
292,7,6,-,4,3,-,3
293,19,17,20,8,6,9,-
294,10,9,11,5,4,6,-
295,16,14,17,10,8,10,-
296,12,9,-,11,7,-,4
297,21,18,-,13,10,-,-
298,40,35,40,22,17,22,-
299,20,19,21,7,6,8,-
300,11,8,-,11,8,-,5
301,8,6,-,7,5,-,4
302,12,10,-,6,5,-,3
303,13,9,-,13,9,-,-
304,7,5,-,7,5,-,3
305,97,82,95,62,47,59,-
306,58,48,57,47,37,46,-
307,56,45,55,42,31,41,-
308,69,59,68,40,30,40,-
309,66,57,68,32,22,33,-
310,60,49,60,44,33,43,-
311,71,54,70,56,39,55,-
312,47,34,46,43,30,42,-
313,78,67,77,45,34,44,-
314,48,35,-,42,29,-,-
315,39,32,-,32,24,-,-
316,50,41,51,39,30,41,-
317,72,61,71,54,42,53,-
318,73,62,75,44,33,45,-
319,65,52,62,61,47,58,-
320,80,72,82,42,33,43,-
321,46,36,47,39,30,40,-
322,110,94,106,77,61,73,-
323,56,42,55,50,37,49,-
324,60,48,-,52,40,-,-
325,74,59,-,67,52,-,-
326,58,45,-,54,41,-,-
327,56,43,-,54,41,-,-
328,64,48,-,60,45,-,-
329,33,24,-,32,24,-,14
330,46,34,45,45,34,45,-
331,26,18,-,26,18,-,12
332,44,33,-,43,33,-,-
333,27,19,-,27,19,-,13
334,71,48,67,71,48,67,-
335,50,34,49,50,34,49,-
336,39,29,39,39,29,39,-
337,35,23,36,35,23,36,-
338,61,48,60,60,47,59,-
339,34,23,35,34,23,35,-
340,41,28,42,41,28,42,-
341,39,27,40,39,27,40,-
342,34,23,-,34,23,-,15
343,34,26,35,33,25,35,-
344,50,35,-,50,35,-,-
345,37,25,38,36,24,37,-
346,46,34,45,46,34,45,-
347,40,31,42,38,29,39,-
348,32,22,33,32,22,33,-
349,29,20,-,28,19,-,13
350,55,41,53,55,41,53,-
351,69,54,66,59,45,57,-
352,36,27,37,35,26,36,-
353,35,26,36,35,26,36,-
354,47,35,48,47,34,47,-
355,34,25,35,33,24,34,-
356,34,26,36,32,24,34,-
357,43,33,45,42,32,44,-
358,46,33,-,44,31,-,-
359,44,34,45,42,32,43,-
360,50,38,50,49,37,48,-
361,49,37,48,48,36,47,-
362,48,36,47,47,35,46,-
363,60,40,56,60,40,56,-
364,56,40,54,56,40,54,-
365,35,27,35,33,24,33,-
366,49,35,50,46,32,47,-
367,92,76,91,54,38,53,-
368,49,37,48,45,33,44,-
369,71,54,65,66,50,60,-
370,57,40,56,52,35,51,-
371,89,72,88,56,39,55,-
372,71,52,69,60,41,58,-
373,72,54,71,58,41,57,-
374,85,64,82,65,44,61,-
375,69,49,66,62,42,58,-
376,38,29,39,37,27,38,-
377,49,37,51,41,29,43,-
378,58,42,57,50,34,49,-
379,36,25,37,34,23,35,-
380,35,25,36,33,22,34,-
381,41,31,42,33,23,34,-
382,76,60,75,56,39,55,-
383,70,57,67,60,47,57,-
384,82,65,78,71,54,66,-
385,58,43,57,52,36,51,-
386,62,44,58,59,42,56,-
387,52,40,51,47,36,47,-
388,84,70,-,73,59,-,-
389,62,49,-,53,40,-,-
390,90,71,85,76,57,70,-
391,44,34,44,43,32,42,-
392,54,40,-,52,39,-,-
393,38,29,39,37,28,39,-
394,67,51,66,56,39,55,-
395,75,57,71,67,50,64,-
396,75,58,-,54,37,-,-
397,66,52,63,60,46,57,-
398,67,52,67,52,37,52,-
399,85,65,-,72,52,-,-
400,85,69,82,64,48,60,-
401,65,50,61,60,44,56,-
402,107,91,104,73,57,70,-
403,75,57,69,75,57,69,-
404,63,47,59,59,44,56,-
405,77,66,78,46,36,47,-
406,149,130,147,66,46,64,-
407,80,61,77,66,47,64,-
408,49,37,48,44,32,43,-
409,95,73,92,78,56,75,-
410,28,21,-,28,21,-,13
411,52,40,-,49,36,-,-
412,31,23,-,30,22,-,-
413,47,38,-,34,25,-,-
414,41,30,-,41,30,-,18
415,33,25,-,33,24,-,15
416,43,33,-,42,32,-,22
417,27,21,-,26,19,-,12
418,25,19,-,25,19,-,12
419,32,24,-,32,24,-,15
420,66,51,-,53,38,-,-
421,46,36,48,33,24,35,-
422,42,34,42,34,25,33,-
423,48,38,-,42,32,-,-
424,88,73,-,63,48,-,-
425,81,65,78,61,45,58,-
426,83,62,81,69,48,68,-
427,64,55,64,41,31,40,-
428,47,35,-,46,34,-,-
429,71,61,-,53,42,-,-
430,66,51,-,59,44,-,-
431,43,37,42,27,21,26,-
432,27,24,28,16,13,17,-
433,22,20,23,13,10,13,-
434,26,23,27,14,11,15,-
435,40,38,41,12,9,13,-
436,47,43,48,14,10,15,-
437,19,16,20,14,11,15,-
438,27,24,28,13,10,14,-
439,28,24,29,13,10,14,-
440,19,15,20,16,12,16,-
441,44,40,45,16,13,17,-
442,23,16,-,20,14,-,-
443,19,16,-,12,9,-,-
444,21,18,22,16,13,17,-
445,31,27,31,21,17,21,-
446,26,21,26,17,12,18,-
447,33,25,31,30,23,29,-
448,59,56,59,20,17,21,-
449,18,14,19,16,13,17,-
450,62,53,60,37,29,35,-
451,19,14,20,17,12,18,-
452,26,22,-,17,14,-,-
453,35,29,-,29,22,-,-
454,26,20,-,24,18,-,-
455,26,20,-,25,19,-,-
456,26,20,-,25,19,-,-
457,32,28,38,15,12,22,-
458,19,14,20,16,11,17,-
459,20,16,-,12,9,-,6
460,30,26,-,15,11,-,-
461,26,23,-,13,9,-,7
462,26,22,28,13,10,15,-
463,42,38,-,14,10,-,7
464,30,25,31,15,11,16,-
465,25,21,26,15,11,16,-
466,20,17,-,11,8,-,6
467,9,6,-,9,6,-,4
468,20,17,-,10,7,-,6
469,24,20,-,15,11,-,-
470,22,20,-,10,7,-,6
471,19,17,-,10,8,-,6
472,27,24,-,11,8,-,6
473,31,28,-,12,8,-,6
474,9,6,-,9,6,-,4
475,58,50,-,31,22,-,-
476,35,30,-,18,14,-,-
477,27,23,-,12,9,-,6
478,17,14,-,9,6,-,5
479,15,13,-,7,5,-,4
480,18,16,-,9,7,-,5
481,43,40,-,17,13,-,-
482,31,25,-,19,13,-,-
483,24,19,26,16,11,17,-
484,31,26,-,18,13,-,-
485,27,23,-,15,11,-,8
486,45,39,-,24,18,-,-
487,10,7,-,10,7,-,5
488,14,9,-,14,9,-,6
489,42,38,-,20,15,-,-
490,38,35,-,12,9,-,6
491,26,23,-,10,8,-,5
492,13,10,-,13,10,-,6
493,20,15,21,20,15,20,-
494,10,7,-,10,7,-,5
495,19,14,-,18,14,-,-
496,12,8,-,12,8,-,5
497,28,19,27,28,19,27,-
498,20,14,21,20,14,21,-
499,12,9,12,12,9,12,-
500,15,10,15,15,10,15,-
501,24,18,24,23,17,23,-
502,14,9,14,14,9,14,-
503,18,12,18,18,12,18,-
504,17,12,18,17,12,18,-
505,9,6,-,9,6,-,4
506,15,11,15,14,11,15,-
507,19,13,-,19,13,-,-
508,14,10,15,14,9,14,-
509,17,13,18,17,13,18,-
510,20,15,20,17,13,18,-
511,14,10,15,14,10,15,-
512,11,8,-,11,7,-,5
513,22,17,23,22,17,23,-
514,34,27,33,28,21,27,-
515,16,12,17,15,11,16,-
516,15,12,16,15,12,16,-
517,23,17,24,23,17,24,-
518,14,10,14,12,9,13,-
519,16,12,16,14,11,15,-
520,19,14,20,18,14,19,-
521,22,15,-,21,14,-,-
522,19,15,20,17,13,18,-
523,22,17,22,20,15,21,-
524,20,15,21,19,14,20,-
525,22,17,23,21,16,22,-
526,29,19,28,29,19,28,-
527,26,20,25,26,20,25,-
528,14,11,15,14,10,14,-
529,23,16,23,21,15,22,-
530,32,25,33,22,15,23,-
531,20,16,21,16,12,17,-
532,34,28,33,30,23,28,-
533,27,20,28,23,16,24,-
534,43,37,44,23,17,24,-
535,33,26,34,25,17,25,-
536,42,34,41,29,20,27,-
537,54,44,52,34,24,32,-
538,29,21,28,26,17,25,-
539,18,13,18,16,12,17,-
540,29,23,30,21,15,22,-
541,15,11,16,13,9,14,-
542,18,13,18,15,10,16,-
543,22,18,23,15,11,16,-
544,48,41,49,28,20,28,-
545,38,32,37,28,22,27,-
546,45,37,43,33,26,32,-
547,30,24,31,23,18,24,-
548,29,20,27,28,19,26,-
549,23,18,24,19,15,20,-
550,46,40,-,35,28,-,-
551,28,23,-,22,17,-,-
552,46,38,44,31,24,30,-
553,18,14,19,17,13,18,-
554,21,16,-,21,16,-,-
555,15,11,16,14,11,15,-
556,31,25,32,20,14,20,-
557,38,31,37,31,23,30,-
558,18,14,19,16,12,16,-
559,35,27,-,24,17,-,-
560,36,28,34,30,22,29,-
561,32,25,32,24,17,25,-
562,40,31,-,34,24,-,-
563,43,36,42,30,23,28,-
564,28,22,27,24,18,23,-
565,40,32,38,30,22,28,-
566,32,25,30,32,25,30,-
567,30,23,29,26,20,25,-
568,55,50,56,24,20,25,-
569,64,56,64,26,18,26,-
570,34,25,33,29,20,27,-
571,23,19,24,18,13,19,-
572,47,36,46,39,28,37,-
573,13,9,-,13,9,-,6
574,21,16,-,20,15,-,-
575,12,9,-,11,8,-,-
576,28,24,-,16,12,-,-
577,18,14,-,18,13,-,8
578,14,11,-,14,10,-,6
579,13,10,-,13,10,-,8
580,11,8,-,10,8,-,5
581,7,5,-,7,5,-,3
582,12,10,-,12,9,-,6
583,35,30,-,23,17,-,-
584,19,17,20,10,8,11,-
585,21,18,22,13,10,13,-
586,20,17,-,14,11,-,-
587,35,29,-,26,20,-,-
588,39,31,38,28,21,27,-
589,39,32,40,26,19,27,-
590,26,23,27,17,13,17,-
591,21,16,-,21,15,-,-
592,41,37,-,23,19,-,-
593,28,21,-,27,20,-,-
594,20,14,21,20,14,21,-
595,31,26,31,18,14,19,-
596,20,15,21,15,11,16,-
597,29,24,29,18,14,19,-
598,16,12,-,15,10,-,-
599,18,14,19,14,10,15,-
600,18,14,18,13,9,14,-
601,19,14,20,17,11,17,-
602,25,19,25,20,14,20,-
603,28,19,28,23,15,24,-
604,24,20,25,15,11,15,-
605,37,32,38,20,15,21,-
606,37,33,38,23,18,23,-
607,25,20,25,16,12,17,-
608,19,15,20,14,10,15,-
609,13,9,-,12,8,-,-
610,9,6,-,9,6,-,-
611,13,9,-,13,9,-,-
612,18,15,-,13,10,-,-
613,16,12,-,16,12,-,7
614,16,12,-,16,12,-,7
615,14,10,-,14,10,-,6
616,11,8,12,11,8,12,-
617,13,9,14,13,9,14,-
618,19,16,20,11,8,12,-
619,21,17,22,13,9,14,-
620,20,16,21,14,10,15,-
621,52,47,52,20,16,21,-
622,13,9,13,13,9,13,-
623,11,8,12,11,8,12,-
624,19,15,-,16,12,-,8
625,24,21,25,14,10,14,-
626,29,24,30,21,16,22,-
627,21,16,22,17,12,18,-
628,34,28,34,21,15,21,-
629,37,31,38,22,16,23,-
630,14,11,15,12,8,13,-
631,36,30,36,23,18,24,-
632,20,16,21,14,10,14,-
633,31,24,30,29,22,28,-
634,23,18,23,21,16,21,-
635,15,10,15,13,9,14,-
636,10,8,-,10,7,-,-
637,11,8,-,11,8,-,-
638,10,7,-,10,7,-,-
639,16,11,-,16,11,-,7
640,16,12,-,16,12,-,7
641,15,10,16,15,10,16,-
642,25,21,26,14,10,15,-
643,13,9,14,13,9,14,-
644,24,20,25,15,10,15,-
645,12,8,13,12,8,13,-
646,54,47,52,34,28,32,-
647,18,13,18,15,10,16,-
648,55,49,55,28,23,29,-
649,32,26,-,20,15,-,-
650,54,49,-,26,21,-,-
651,30,25,-,17,13,-,-
652,24,19,24,17,12,18,-
653,38,31,39,26,19,27,-
654,17,13,18,12,9,13,-
655,13,10,14,13,10,14,-
656,15,11,16,15,11,16,-
657,20,16,21,15,11,16,-
658,21,16,21,15,10,16,-
659,26,21,26,20,15,21,-
660,36,32,37,18,13,19,-
661,22,17,22,16,11,17,-
662,21,17,21,14,11,15,-
663,12,8,13,12,8,12,-
664,12,8,12,12,8,12,-
665,23,20,24,16,13,17,-
666,13,10,14,12,9,13,-
667,13,10,-,13,9,-,-
668,15,11,-,15,11,-,7
669,13,9,14,13,9,14,-
670,14,10,-,14,10,-,6
671,18,14,19,18,14,19,-
672,24,19,25,15,11,16,-
673,27,22,27,18,13,19,-
674,38,33,39,20,15,21,-
675,13,9,13,13,9,13,-
676,30,25,30,15,10,16,-
677,30,24,29,26,20,25,-
678,13,9,14,13,9,14,-
679,22,18,23,15,11,16,-
680,25,20,26,17,13,18,-
681,18,15,-,17,14,-,7
682,17,13,-,16,12,-,7
683,19,14,20,18,13,19,-
684,23,19,24,14,10,15,-
685,19,14,20,18,13,18,-
686,26,21,-,23,17,-,-
687,40,32,-,33,24,-,-
688,16,12,16,16,12,16,-
689,33,27,-,31,25,-,-
690,15,10,-,14,9,-,-
691,40,33,41,24,17,25,-
692,32,27,32,21,16,22,-
693,17,12,18,16,11,17,-
694,21,17,22,15,11,16,-
695,14,11,15,13,9,14,-
696,22,17,23,15,11,16,-
697,35,31,36,19,15,20,-
698,28,23,29,23,17,23,-
699,31,26,31,17,13,18,-
700,34,29,35,23,17,23,-
701,30,24,31,20,14,21,-
702,25,21,26,19,14,19,-
703,27,23,28,17,13,18,-
704,27,21,27,19,13,19,-
705,26,20,26,18,13,19,-
706,49,43,49,28,22,29,-
707,28,23,29,19,14,20,-
708,41,38,42,20,17,21,-
709,23,18,23,17,12,17,-
710,42,38,43,23,19,24,-
711,22,19,23,16,12,16,-
712,24,21,25,16,13,17,-
713,24,20,25,15,11,16,-
714,31,28,32,14,11,15,-
715,56,53,57,12,10,13,-
716,16,12,17,13,9,14,-
717,22,17,23,16,11,17,-
718,22,18,22,14,11,15,-
719,53,48,54,27,21,27,-
720,17,12,-,17,12,-,-
721,12,9,-,11,8,-,-
722,13,10,14,12,8,13,-
723,13,10,-,13,9,-,-
724,11,8,-,10,7,-,-
725,15,11,15,14,10,15,-
726,12,9,13,12,9,13,-
727,16,12,-,16,12,-,-
728,16,13,17,12,8,13,-
729,25,20,25,17,13,18,-
730,19,15,20,13,9,14,-
731,30,25,30,21,16,21,-
732,23,19,24,17,13,18,-
733,27,22,27,16,11,16,-
734,32,27,32,17,12,18,-
735,35,30,36,21,16,22,-
736,34,30,35,21,16,22,-
737,37,33,38,19,15,20,-
738,30,25,31,20,14,20,-
739,21,17,22,14,10,15,-
740,22,18,23,15,10,16,-
741,22,18,23,17,13,17,-
742,19,15,20,14,11,15,-
743,22,18,22,16,13,17,-
744,21,16,21,17,13,18,-
745,31,26,32,17,12,18,-
746,22,18,23,15,11,16,-
747,37,32,37,18,13,19,-
748,25,21,26,15,11,16,-
749,28,24,29,15,11,16,-
750,32,27,33,17,11,17,-
751,36,31,37,23,18,24,-
752,24,21,-,15,12,-,-
753,43,38,44,18,12,18,-
754,44,39,45,25,20,26,-
755,33,29,34,14,9,14,-
756,25,20,25,18,14,19,-
757,22,18,23,18,13,18,-
758,17,13,17,12,9,13,-
759,33,29,34,16,11,16,-
760,36,31,37,16,11,16,-
761,35,30,35,21,16,21,-
762,36,31,37,19,14,20,-
763,38,34,39,17,13,18,-
764,47,41,48,27,21,27,-
765,26,21,26,16,11,16,-
766,44,39,44,15,10,16,-
767,11,7,11,11,7,11,-
768,16,12,16,16,12,16,-
769,13,9,14,13,9,14,-
770,15,11,16,14,10,14,-
771,25,19,26,21,15,22,-
772,21,17,22,16,11,17,-
773,12,9,13,12,9,13,-
774,18,15,19,14,11,15,-
775,9,7,-,9,7,-,4
776,14,10,-,14,10,-,6
777,10,8,-,10,7,-,5
778,12,9,-,12,9,-,5
779,13,9,-,13,9,-,6
780,11,8,-,11,8,-,5
781,10,7,-,10,7,-,5
782,9,7,-,9,7,-,4
783,9,7,-,9,7,-,4
784,10,7,-,10,7,-,4
785,9,7,-,9,7,-,4
786,11,8,-,11,8,-,5
787,13,10,-,13,10,-,7
788,22,18,23,13,9,13,-
789,13,9,-,13,9,-,-
790,24,19,24,14,10,15,-
791,26,22,27,15,11,16,-
792,35,30,36,24,18,24,-
793,31,27,32,18,14,19,-
794,25,21,26,15,11,16,-
795,12,8,12,12,8,12,-
796,31,25,31,19,13,19,-
797,26,23,27,17,13,18,-
798,11,8,12,11,8,12,-
799,23,21,24,11,8,11,-
800,33,28,34,17,12,18,-
801,22,16,23,17,12,18,-
802,16,12,17,16,12,17,-
803,18,12,19,18,12,18,-
804,11,7,11,10,7,11,-
805,14,10,15,14,10,15,-
806,14,11,-,13,9,-,-
807,15,12,-,12,8,-,-
808,20,16,-,15,11,-,-
809,12,9,-,11,8,-,-
810,28,23,29,17,12,17,-
811,31,26,31,18,13,19,-
812,28,23,29,20,16,21,-
813,35,31,36,20,15,20,-
814,42,37,43,24,18,24,-
815,29,24,30,20,14,21,-
816,33,26,-,28,21,-,-
817,38,31,36,26,20,25,-
818,39,33,40,25,19,26,-
819,21,16,21,15,11,16,-
820,53,45,52,34,26,33,-
821,30,24,28,30,23,28,-
822,29,22,28,27,20,26,-
823,28,20,27,28,20,27,-
824,19,13,19,17,11,18,-
825,33,25,31,31,23,29,-
826,43,29,40,43,29,40,-
827,27,18,26,26,17,25,-
828,33,26,32,28,21,27,-
829,24,18,-,21,15,-,-
830,20,15,-,19,15,-,-
831,28,23,29,22,17,23,-
832,41,33,40,32,25,31,-
833,47,40,48,26,20,27,-
834,32,26,30,30,24,28,-
835,21,16,22,21,16,22,-
836,27,22,28,22,16,23,-
837,47,40,46,39,31,38,-
838,36,28,35,32,24,31,-
839,34,25,-,34,25,-,-
840,38,30,-,37,30,-,-
841,32,24,-,29,22,-,-
842,30,22,-,29,22,-,-
843,37,28,-,35,26,-,-
844,19,14,-,19,14,-,8
845,25,19,24,25,18,24,-
846,16,11,-,16,11,-,7
847,25,19,-,24,18,-,-
848,15,10,-,15,10,-,7
849,42,29,40,42,29,40,-
850,30,20,28,30,20,28,-
851,27,20,26,27,20,26,-
852,20,13,20,20,13,20,-
853,37,29,35,37,29,35,-
854,20,13,21,20,13,21,-
855,23,15,23,23,15,23,-
856,21,14,22,21,14,22,-
857,24,16,-,24,16,-,10
858,19,14,19,19,14,19,-
859,30,21,-,30,21,-,-
860,22,15,23,22,15,23,-
861,28,21,27,28,21,27,-
862,20,15,21,20,15,21,-
863,17,12,18,17,12,18,-
864,17,11,-,17,11,-,7
865,32,23,30,32,23,30,-
866,34,26,33,31,23,29,-
867,20,14,20,20,14,20,-
868,19,14,20,19,14,20,-
869,24,17,23,23,17,23,-
870,20,14,20,20,14,20,-
871,18,14,19,18,13,19,-
872,24,18,25,23,18,24,-
