ProductId,design_code,name,category,diameter,ring_size,base_thickness,base_width,prongs_height,status
452,NCF0042,Petal of Joy 1,Nhẫn cưới nữ,,12,1.2,,,Active
453,NCF0043,Petal of Joy 2,Nhẫn cưới nữ,,12,1.7,,,Active
454,NCF0044,Petal of Love 2,Nhẫn cưới nữ,,11,1.4,,,Active
455,NCF0045,Petal of Love 1,Nhẫn cưới nữ,,11,1.4,,,Active
456,NCF0046,Petal of Happyness 3,Nhẫn cưới nữ,,11,1.4,,,Active
457,NCF0101,,Nhẫn thời trang,,10,1.3,,,Active
458,NCF0102,,Nhẫn thời trang,,11,1.5,,,Active
459,NCF0103,,Nhẫn thời trang,,10,1.3,,,Active
460,NCF0104,,Nhẫn thời trang,,10,1.5,,,Active
461,NCF0105,,Nhẫn thời trang,,12,1.5,,,Active
462,NCF0106,,Nhẫn thời trang,,13,,,,Active
463,NCF0107,,Nhẫn thời trang,,10,1.4,,,Active
464,NCF0108,,Nhẫn thời trang,,10,1.45,,,Active
465,NCF0109,,Nhẫn thời trang,,11,1.45,,,Active
466,NCF0111,,Nhẫn thời trang,,10,1.3,,,Active
467,NCF0114,,Nhẫn thời trang,,10,1.5,,,Active
468,NCF0117,,Nhẫn thời trang,,10,1.3,,,Active
469,NCF0118,,Nhẫn thời trang,,12,1.3,,,Active
470,NCF0119,,Nhẫn thời trang,,10,1.45,,,Active
471,NCF0120,,Nhẫn thời trang,,12,1.4,,,Active
472,NCF0121,,Nhẫn thời trang,,10,1.5,,,Active
473,NCF0122,,Nhẫn thời trang,,10,1.4,,,Active
474,NCF0124,,Nhẫn thời trang,,10,1.3,,,Active
475,NCF0125,,Nhẫn thời trang,,10,1.5,,,Active
476,NCF0126,,Nhẫn thời trang,,10,1.6,,,Active
477,NCF0127,,Nhẫn thời trang,,10,1.4,,,Active
478,NCF0128,,Nhẫn thời trang,,10,1.4,,,Active
479,NCF0129,,Nhẫn thời trang,,10,1.3,,,Active
480,NCF0131,,Nhẫn thời trang,,10,1.3,,,Active
481,NCF0132,,Nhẫn thời trang,,10,1.65,,,Active
482,NCF0133,,Nhẫn thời trang,,10,1.45,,,Active
483,NCF0134,,Nhẫn thời trang,,10,1.6,,,Active
484,NCF0135,,Nhẫn thời trang,,10,1.8,,,Active
485,NCF0136,,Nhẫn thời trang,,10,1.8,,,Active
486,NCF0138,,Nhẫn thời trang,,10,1.4,,,Active
487,NCF0139,,Nhẫn thời trang,,10,1.4,,,Active
488,NCF0140,,Nhẫn thời trang,,15,1.4,,,Active
489,NCF0141,,Nhẫn thời trang,,11,1.3,,,Active
490,NCF0142,,Nhẫn thời trang,,11,1.3,,,Active
491,NCF0143,,Nhẫn thời trang,,11,1.2,,,Active
492,BCF1012,,Nhẫn cưới nữ,,11,1.3,,,Active
493,NCF1003,,Nhẫn cưới nữ,,11,1.4,,,Active
494,BCF1004,,Nhẫn cưới nữ,,11,1.5,,,Active
495,NCF1005,,Nhẫn cưới nữ,,16.5,1.6,,,Active
496,BCF1006,,Nhẫn cưới nữ,,10.5,1.3,,,Active
497,NCF1007,,Nhẫn cưới nữ,,10,1.6,,,Active
498,NCF1008,,Nhẫn cưới nữ,,9,1.6,,,Active
499,NCF1009,,Nhẫn cưới nữ,,8,1.4,,,Active
500,NCF1010,,Nhẫn cưới nữ,,10,1.4,,,Active
501,NCF1011,,Nhẫn cưới nữ,,10.5,1.4,,,Active
502,NCF1014,,Nhẫn cưới nữ,,8,1.2,,,Active
503,NCF1015,,Nhẫn cưới nữ,,8,1.4,,,Active
504,NCF1016,,Nhẫn cưới nữ,,8,1.5,,,Active
505,BCF1017,,Nhẫn cưới nữ,,8,1.3,,,Active
506,NCF1018,,Nhẫn cưới nữ,,9,1.2,,,Active
507,NCF1019,,Nhẫn cưới nữ,,12,1.3,,,Active
508,NCF1020,,Nhẫn cưới nữ,,8,1.4,,,Active
509,NCF1021,,Nhẫn cưới nữ,,8,1.4,,,Active
510,NCF1022,,Nhẫn cưới nữ,,8,1.4,,,Active
511,NCF1023,,Nhẫn cưới nữ,,8,1.3,,,Active
512,BCF1024,,Nhẫn cưới nữ,,10,1.3,,,Active
513,NCF1025,,Nhẫn cưới nữ,,11,1.5,,,Active
514,NCF1027,,Nhẫn cưới nữ,,11,1.3,,,Active
515,NCF1028,,Nhẫn cưới nữ,,11,1.3,,,Active
516,NCF1036,,Nhẫn cưới nữ,,11,1.3,,,Active
517,NCF1037,,Nhẫn cưới nữ,,10,1.5,,,Active
518,NCF1038,,Nhẫn cưới nữ,,10,1.4,,,Active
519,NCF1039,,Nhẫn cưới nữ,,10,1.5,,,Active
520,NCF1040,,Nhẫn cưới nữ,,11,1.2,,,Active
521,NCF1041,,Nhẫn cưới nữ,,9,1.3,,,Active
522,NCF1042,,Nhẫn cưới nữ,,11,1.4,,,Active
523,NCF1043,,Nhẫn cưới nữ,,11,1.3,,,Active
524,NCF1044,,Nhẫn cưới nữ,,11,1.3,,,Active
525,NCF1046,,Nhẫn cưới nữ,,11,1.3,,,Active
526,NCF1047,,Nhẫn cưới nữ,,10,1.4,,,Active
527,NCF1048,,Nhẫn cưới nữ,,10,1.3,,,Active
528,NCF2001,,Nhẫn cưới nữ,,8,1.3,,,Active
529,NCF2004,,Nhẫn cưới nữ,,12,1.6,,,Active
530,NCF2006,,Nhẫn cưới nữ,,10,1.3,,,Active
531,NCF2008,,Nhẫn cưới nữ,,10,1.3,,,Active
532,NCF2014,,Nhẫn cưới nữ,,8,1.4,,,Active
533,NCF2016,,Nhẫn cưới nữ,,10,1.1,,,Active
534,NCF2021,,Nhẫn cưới nữ,,10,1.9,,,Active
535,NCF2024,,Nhẫn cưới nữ,,10,1.1,,,Active
536,NCF2028,,Nhẫn cưới nữ,,10,1.6,,,Active
537,NCF2030,,Nhẫn cưới nữ,,10,1.4,,,Active
538,NCF2032,,Nhẫn cưới nữ,,10,1.5,,,Active
539,NCF2037,,Nhẫn cưới nữ,,9,1.55,,,Active
540,NCF2042,,Nhẫn cưới nữ,,8,1.1,,,Active
541,NCF2043,,Nhẫn cưới nữ,,10,1.1,,,Active
542,NCF2047,,Nhẫn cưới nữ,,10,1.4,,,Active
543,NCF2049,,Nhẫn cưới nữ,,10,1.3,,,Active
544,NCF2054,,Nhẫn cưới nữ,,10,1.4,,,Active
545,NCF2055,,Nhẫn cưới nữ,,11,1.6,,,Active
546,NCF2058,,Nhẫn cưới nữ,,11.5,1.6,,,Active
547,NCF2059,,Nhẫn cưới nữ,,11,1.3,,,Active
548,NCF2065,,Nhẫn cưới nữ,,10,1.3,,,Active
549,NCF2071,,Nhẫn cưới nữ,,10,1.3,,,Active
550,NCF2079,Petal of Joy 3,Nhẫn cưới nữ,,12,1.4,,,Active
551,NCF2081,Petal of Happyness 2,Nhẫn cưới nữ,,11,1.5,,,Active
552,NCF2090,,Nhẫn cưới nữ,,11,1.7,,,Active
553,NCF2091,,Nhẫn cưới nữ,,11,1.4,,,Active
554,NCF2092,,Nhẫn cưới nữ,,11,1.4,,,Active
555,NCF2093,,Nhẫn cưới nữ,,8.5,1.45,,,Active
556,NCF3002,,Nhẫn cưới nữ,,7,1.5,,,Active
557,NCF3005,,Nhẫn cưới nữ,,8,1.3,,,Active
558,NCF3006,,Nhẫn cưới nữ,,9,1.3,,,Active
559,NCF3008,,Nhẫn cưới nữ,,10,1.1,,,Active
560,NCF3010,,Nhẫn cưới nữ,,9,1.3,,,Active
561,NCF3011,,Nhẫn cưới nữ,,10,1.1,,,Active
562,NCF3013,,Nhẫn cưới nữ,,10,1.3,,,Active
563,NCF3026,,Nhẫn cưới nữ,,8,1.2,,,Active
564,NCF3030,Love Life,Nhẫn cưới nữ,,11,1.4,,,Active
565,NCF5001,,Nhẫn cưới nữ,,11,1.6,,,Active
566,NCF5002,,Nhẫn cưới nữ,,10,1.7,,,Active
567,NCF5003,,Nhẫn cưới nữ,,9,1.5,,,Active
568,NCF5004,,Nhẫn cưới nữ,,10,1.6,,,Active
569,NCF5005,,Nhẫn cưới nữ,,10,1.8,,,Active
570,NCF5006,,Nhẫn cưới nữ,,9,1.75,,,Active
571,NCF5008,,Nhẫn cưới nữ,,8,1.3,,,Active
572,NCF5009,,Nhẫn cưới nữ,,12,2.4,,,Active
573,BCF7001,Always You,Nhẫn cưới nữ,,11,1.3,,,Active
574,NCF7002,Perfect Half,Nhẫn cưới nữ,,11,1.3,,,Active
575,NCF7003,Infinity Us,Nhẫn cưới nữ,,11,1.4,,,Active
576,NCF7004,In My Heart,Nhẫn cưới nữ,,11.5,1.35,,,Active
577,BCF7005,Mr. & Mrs.Right,Nhẫn cưới nữ,,11,1.35,,,Active
578,BCF7006,All My Life,Nhẫn cưới nữ,,10,1.4,,,Active
579,BCF7007,Definitely You,Nhẫn cưới nữ,,9,1.3,,,Active
580,BCF7008,Destiny Half,Nhẫn cưới nữ,,11,1.4,,,Active
581,BCF7009,Warmest Embrace,Nhẫn cưới nữ,,10,1.4,,,Active
582,BCF7010,Tender Love,Nhẫn cưới nữ,,11,1.2,,,Active
583,NCF8001,,Nhẫn cưới nữ,,11,1.2,,,Active
584,NCF8002,,Nhẫn cưới nữ,,7,1.3,,,Active
585,NCF8003,,Nhẫn cưới nữ,,10,1.3,,,Active
586,NCF8010,Petal of Happyness 1,Nhẫn cưới nữ,,11,1.3,,,Active
587,NCF9003,,Nhẫn cưới nữ,,9,1.3,,,Active
588,NCF9004,,Nhẫn cưới nữ,,10,1.4,,,Active
589,NCF9006,,Nhẫn cưới nữ,,9,1.7,,,Active
590,NCF9007,,Nhẫn cưới nữ,,9,1.3,,,Active
591,NCF9009,,Nhẫn cưới nữ,,10,1.2,,,Active
592,NCF9010,,Nhẫn cưới nữ,,9,2.6,,,Active
593,NCF9011,Petal of Happyness 4,Nhẫn cưới nữ,,12,1.4,,,Active
594,NCH0001,,Nhẫn cầu hôn,,12,1.3,,,Inactive
595,NCH0037,Love Of Swan,Nhẫn cầu hôn,,11,1.3,,,Active
596,NCH1003,Water Lily,Nhẫn cầu hôn,,11,1.3,,,Active
597,NCH1004,Love Shine,Nhẫn cầu hôn,,12,1.4,,,Active
598,NCH1005,Primrose Flower,Nhẫn cầu hôn,,12,1.5,,7.5,Active
599,NCH1007,Double Heart,Nhẫn cầu hôn,,12,1.3,,5.9,Active
600,NCH1010,Roselle Hibiscus,Nhẫn cầu hôn,,10,1.3,,,Active
601,NCH1014,Little Love,Nhẫn cầu hôn,,13,1.3,,,Active
602,NCH1015,Paris,Nhẫn cầu hôn,,8,1.3,,,Inactive
603,NCH1017,My Day Dreams,Nhẫn cầu hôn,,12,1.3,,,Active
604,NCH1018,Fulfill Love,Nhẫn cầu hôn,,11,1.8,,6.7,Active
605,NCH1019,Forever,Nhẫn cầu hôn,,11,1.3,,,Inactive
606,NCH1020,Ever After,Nhẫn cầu hôn,,12,1.3,,,Inactive
607,NCH1021,Always You,Nhẫn cầu hôn,,10,1.3,,6.5,Active
608,NCH1022,Aphrodite's Blessing,Nhẫn cầu hôn,,10,1.4,,6.5,Active
609,NCH1023,Mantilla Veil,Nhẫn cầu hôn,,11,1.3,,5.8,Active
610,NCH1024,Whisper Chiffon,Nhẫn cầu hôn,,11,1.3,,6,Active
611,NCH1025,Butterfly Cathedral,Nhẫn cầu hôn,,10,1.5,,6.3,Active
612,NCH1028,Lavish Veil,Nhẫn cầu hôn,,11,1.3,,6.7,Active
613,BCH1101,Always You,Nhẫn cầu hôn,,11,1.3,,7.4,Active
614,BCH1102,,Nhẫn cầu hôn,,11,1.4,,7.2,Active
615,BCH1103,My Amour,Nhẫn cầu hôn,,11,1.3,,5.8,Active
616,NCH1104,Elegant Shape,Nhẫn cầu hôn,,12,1.3,,6.2,Active
617,NCH1105,,Nhẫn cầu hôn,,11,1.5,,7,Active
618,NCH1202,Shining Light,Nhẫn cầu hôn,,10,1.3,,6.3,Active
619,NCH1203,Modest Love,Nhẫn cầu hôn,,11,1.3,,7.2,Active
620,NCH1204,True Beauty,Nhẫn cầu hôn,,11,1.3,,7,Active
621,NCH1206,Flaming Lines,Nhẫn cầu hôn,,11,1.6,,7.1,Active
622,NCH1301,,Nhẫn cầu hôn,,9,1.3,,6.3,Active
623,NCH1302,,Nhẫn cầu hôn,,10,1.3,,7.1,Active
624,BCH1303,Lovely Honey,Nhẫn cầu hôn,,9.5,1.3,,7.2,Active
625,NCH1304,Tiny Lovely,Nhẫn cầu hôn,,10,1.3,,7.1,Active
626,NCH1305,,Nhẫn cầu hôn,,10,1.3,,,Inactive
627,NCH1306,,Nhẫn cầu hôn,,9,1.3,,,Inactive
628,NCH1307,,Nhẫn cầu hôn,,10,1.4,,7.8,Active
629,NCH1309,Princess Cape,Nhẫn cầu hôn,,12,1.7,,8.4,Active
630,NCH1310,Tiny Bauquet,Nhẫn cầu hôn,,10,1.3,,6.7,Active
631,NCH1311,It'S You,Nhẫn cầu hôn,,11,1.7,,,Inactive
632,NCH1312,My Sunlight,Nhẫn cầu hôn,,10,1.4,,6.7,Active
633,NCH1313,My Start,Nhẫn cầu hôn,,11,1.5,,,Inactive
634,NCH1314,Soulmate,Nhẫn cầu hôn,,11,1.6,,,Active
635,NCH1315,My Blooming Love,Nhẫn cầu hôn,,10,1.3,,6.7,Active
636,NCH1317,Tulle Ribbon,Nhẫn cầu hôn,,10,1.1,,5.9,Active
637,NCH1318,Svelte Waistline,Nhẫn cầu hôn,,11,1.5,,6.5,Active
638,NCH1319,Organza Princess,Nhẫn cầu hôn,,10,1.1,,6.4,Active
639,BCH1401,,Nhẫn cầu hôn,,12,1.3,,7.3,Active
640,BCH1402,Gentle Touch,Nhẫn cầu hôn,,11,1.3,,6.3,Active
641,NCH1403,,Nhẫn cầu hôn,,12,1.3,,6.3,Active
642,NCH1404,,Nhẫn cầu hôn,,10,1.3,,,Active
643,NCH1405,,Nhẫn cầu hôn,,10,1.3,,5.9,Active
644,NCH1406,,Nhẫn cầu hôn,,10,1.3,,,Active
645,NCH1407,Trellis Blossoms,Nhẫn cầu hôn,,10,1.3,,6,Active
646,NCH1408,,Nhẫn cầu hôn,,10,1.4,,,Active
647,NCH1409,The Only,Nhẫn cầu hôn,,11,1.3,,6.3,Active
648,NCH1410,,Nhẫn cầu hôn,,14,1.6,,,Inactive
649,NCH1411,Ladonna,Nhẫn cầu hôn,,11,1.3,,,Active
650,NCH1412,Adelaide,Nhẫn cầu hôn,,12,1.4,,,Inactive
651,NCH1413,Zoey,Nhẫn cầu hôn,,11,1.6,,,Active
652,NCH1414,Cella,Nhẫn cầu hôn,,10,1.3,,6.8,Active
653,NCH1415,Adela,Nhẫn cầu hôn,,10,2.1,,,Inactive
654,NCH1416,Phoebe,Nhẫn cầu hôn,,10,1.3,,6.6,Active
655,NCH1417,Keelin,Nhẫn cầu hôn,,11,1.4,,6.3,Active
656,NCH1417 6.3mm,Keelin,Nhẫn cầu hôn,,10,1.4,,7.1,Inactive
657,NCH1418,My Joy,Nhẫn cầu hôn,,11,1.4,,6.7,Active
658,NCH1419,Promise You,Nhẫn cầu hôn,,13,1.3,,6.1,Active
659,NCH1419 6.3mm,Promise You,Nhẫn cầu hôn,,10,1.3,,7,Inactive
660,NCH1420,Be Your,Nhẫn cầu hôn,,12,1.3,,6.5,Active
661,NCH1421,By Yourside,Nhẫn cầu hôn,,10,1.3,,,Active
662,NCH1422,Fairy Veil,Nhẫn cầu hôn,,11,1.3,,,Active
663,NCH1423,Angel Wings,Nhẫn cầu hôn,,10,1.4,,5.8,Active
664,NCH1424,Blissie Wish,Nhẫn cầu hôn,,10,1.3,,,Active
665,NCH1425,Luna Ray,Nhẫn cầu hôn,,10,1.7,,6.5,Active
666,NCH1426,Fairy Gown,Nhẫn cầu hôn,,11,1.4,,6.5,Active
667,NCH1427,Heart Petal,Nhẫn cầu hôn,,11,1.4,,6.7,Active
668,BCH1501,Sweety,Nhẫn cầu hôn,,12,1.3,,6.3,Active
669,NCH1502,Little Pretty,Nhẫn cầu hôn,,11,1.3,,6.7,Active
670,BCH1503,Loving,Nhẫn cầu hôn,,10,1.3,,6.5,Active
671,NCH1504,,Nhẫn cầu hôn,,11,1.5,,,Active
672,NCH1505,,Nhẫn cầu hôn,,13,1.4,,6.9,Active
673,NCH1506,,Nhẫn cầu hôn,,10,1.3,,,Inactive
674,NCH1507,,Nhẫn cầu hôn,,11,1.4,,6.8,Active
675,NCH1508,,Nhẫn cầu hôn,,10,1.2,,5.8,Active
676,NCH1510,,Nhẫn cầu hôn,,11,1.3,,7.3,Active
677,NCH1512,,Nhẫn cầu hôn,,11,1.2,,,Inactive
678,NCH1513,Pretty Flora,Nhẫn cầu hôn,,12,1.3,,5.7,Active
679,NCH1514,,Nhẫn cầu hôn,,10,1.3,,6,Active
680,NCH1515,,Nhẫn cầu hôn,,10,1.3,,6.8,Active
681,BCH1601,,Nhẫn cầu hôn,,11,1.3,,,Active
682,BCH1602,,Nhẫn cầu hôn,,12,1.3,,,Active
683,NCH1602 6.3mm,,Nhẫn cầu hôn,,10,1.3,,7.55,Inactive
684,NCH1603,,Nhẫn cầu hôn,,12,1.3,,6.9,Active
685,NCH1604,,Nhẫn cầu hôn,,11,1.2,,,Inactive
686,NCH1605,,Nhẫn cầu hôn,,11,1.2,,,Inactive
687,NCH1606,,Nhẫn cầu hôn,,11,1.4,,,Active
688,NCH1607,,Nhẫn cầu hôn,,11,1.3,,,Inactive
689,NCH1609,,Nhẫn cầu hôn,,11,1.3,,,Inactive
690,NCH1610,,Nhẫn cầu hôn,,11,1.3,,6.6,Active
691,NCH1612,Princess Bowtie,Nhẫn cầu hôn,,12,1.5,,7.2,Active
692,NCH1613,Morri - Morri,Nhẫn cầu hôn,,11,1.3,,,Active
693,NCH1616,Belle Ame,Nhẫn cầu hôn,,11,1.5,,7.4,Active
694,NCH1617,My Destiny,Nhẫn cầu hôn,,10,1.3,,7,Active
695,NCH1618,Heaven Bird,Nhẫn cầu hôn,,11,1.3,,6.1,Active
696,NCH1701,Twinkle Strap,Nhẫn cầu hôn,,12,1.4,,7.2,Active
697,NCH1702,,Nhẫn cầu hôn,,11,1.3,,,Active
698,NCH1703,,Nhẫn cầu hôn,,11,1.3,,,Inactive
699,NCH1704,,Nhẫn cầu hôn,,12,1.3,,,Active
700,NCH1705,,Nhẫn cầu hôn,,11,1.3,,,Inactive
701,NCH1706,,Nhẫn cầu hôn,,10,1.3,,7.1,Active
702,NCH1709,Tiny Tierra,Nhẫn cầu hôn,,11,1.3,,,Active
703,NCH1711,Vintage Ribbon,Nhẫn cầu hôn,,12,1.5,,,Inactive
704,NCH1718,Mira - Mira,Nhẫn cầu hôn,,11,1.3,,,Active
705,NCH1719,Freya,Nhẫn cầu hôn,,10,1.3,,6.6,Active
706,NCH1720,Veronica,Nhẫn cầu hôn,,10,1.3,,,Inactive
707,NCH1721,Adrianne,Nhẫn cầu hôn,,10,1.3,,,Inactive
708,NCH1722,Cheryl,Nhẫn cầu hôn,,10,1.3,,,Inactive
709,NCH1723,Olivia,Nhẫn cầu hôn,,12,1.8,,,Active
710,NCH1724,Harmony,Nhẫn cầu hôn,,12,1.9,,,Inactive
711,NCH1801,,Nhẫn cầu hôn,,12,1.3,,,Active
712,NCH1802,,Nhẫn cầu hôn,,13,1.3,,,Active
713,NCH1803,,Nhẫn cầu hôn,,13,1.3,,,Active
714,NCH1804,,Nhẫn cầu hôn,,11,1.3,,7,Active
715,NCH1805,,Nhẫn cầu hôn,,10,1.3,,,Active
716,NCH1807,,Nhẫn cầu hôn,,11,1.3,,,Active
717,NCH1808,,Nhẫn cầu hôn,,11,1.3,,6.4,Active
718,NCH1810,,Nhẫn cầu hôn,,10,1.4,,,Active
719,NCH1812,Tie The Knot,Nhẫn cầu hôn,,12,2,,,Active
720,NCH1901,Morning Glory,Nhẫn cầu hôn,,10,1.3,,,Active
721,NCH1902,White Orchid,Nhẫn cầu hôn,,11,1.4,,6.8,Active
722,NCH1903,Katherine,Nhẫn cầu hôn,,11,1.3,,6.2,Active
723,NCH1905,Summer Lotus,Nhẫn cầu hôn,,11,1.4,,6.6,Active
724,NCH1906,Pansy,Nhẫn cầu hôn,,11,1.3,,6,Active
725,NCH1907,Lily,Nhẫn cầu hôn,,10,1.2,,,Active
726,NCH1908,Green Cloud,Nhẫn cầu hôn,,12,1.4,,,Active
727,NCH1909,Moonlynn,Nhẫn cầu hôn,,11,1.5,,,Active
728,NCH2001,,Nhẫn cầu hôn,,11,1.3,,5.8,Active
729,NCH2002,,Nhẫn cầu hôn,,10,1.3,,,Inactive
730,NCH2003,,Nhẫn cầu hôn,,11,1.3,,6.8,Active
731,NCH2004,Summer Bloom,Nhẫn cầu hôn,,11,1.3,,,Active
732,NCH2005,,Nhẫn cầu hôn,,11,1.3,,,Active
733,NCH2006,Halo Sparkling,Nhẫn cầu hôn,,11,1.3,,6.9,Active
734,NCH2007,,Nhẫn cầu hôn,,12,1.3,,7.9,Active
735,NCH2007 6.3mm,,Nhẫn cầu hôn,,11,1.3,,8.45,Inactive
736,NCH2008,,Nhẫn cầu hôn,,11,1.3,,,Inactive
737,NCH2009,,Nhẫn cầu hôn,,12,1.3,,7.4,Active
738,NCH2011,,Nhẫn cầu hôn,,11,1.3,,7,Active
739,NCH2101,,Nhẫn cầu hôn,,12,1.3,,6.6,Active
740,NCH2102,,Nhẫn cầu hôn,,13,1.3,,6.5,Active
741,NCH2103,,Nhẫn cầu hôn,,11,1.3,,,Active
742,NCH2104,,Nhẫn cầu hôn,,8,1.3,,,Active
743,NCH2105,,Nhẫn cầu hôn,,11,1.3,,,Inactive
744,NCH2106,,Nhẫn cầu hôn,,11,1.3,,,Inactive
745,NCH2201,,Nhẫn cầu hôn,,10,1.3,,8,Active
746,NCH2202,,Nhẫn cầu hôn,,13,1.3,,5.7,Active
747,NCH2204,,Nhẫn cầu hôn,,10,1.3,,7.8,Active
748,NCH2205,,Nhẫn cầu hôn,,11,1.3,,6.6,Active
749,NCH2206,,Nhẫn cầu hôn,,11,1.3,,6.4,Active
750,NCH2402,,Nhẫn cầu hôn,,11,1.3,,,Active
751,NCH2404,,Nhẫn cầu hôn,,10,1.3,,,Active
752,NCH2407,Dear Darling,Nhẫn cầu hôn,,11,1.6,,,Active
753,NCH3001,,Nhẫn cầu hôn,,12,1.5,,,Active
754,NCH3004,Stella,Nhẫn cầu hôn,,10,1.3,,,Active
755,NCH3101,,Nhẫn cầu hôn,,12,1.3,,5,Active
756,NCH3102,,Nhẫn cầu hôn,,11,1.3,,,Inactive
757,NCH3104,,Nhẫn cầu hôn,,10,1.3,,,Inactive
758,NCH3105,,Nhẫn cầu hôn,,10,1.3,,,Active
759,NCH3201,,Nhẫn cầu hôn,,11,1.3,,5.7,Active
760,NCH3202,,Nhẫn cầu hôn,,11,1.3,,6.8,Active
761,NCH3203,,Nhẫn cầu hôn,,11,1.3,,,Active
762,NCH3204,,Nhẫn cầu hôn,,11,1.3,,,Inactive
763,NCH3205,,Nhẫn cầu hôn,,13,3,,,Active
764,NCH3207,Heart Vibe,Nhẫn cầu hôn,,14,1.3,,,Active
765,NCH3208,Dulcie,Nhẫn cầu hôn,,10,1.3,,7.1,Active
766,NCH3302,,Nhẫn cầu hôn,,12,1.3,,6.1,Active
767,NCH5301,Delicate Petal,Nhẫn cầu hôn,,11,1.3,,6.3,Active
768,NCH5302,Mermaid'S Shell,Nhẫn cầu hôn,,10,1.4,,,Active
769,NCH5303,Sparkle Fin,Nhẫn cầu hôn,,10,1.3,,5.7,Active
770,NCH5401,White Pappilon,Nhẫn cầu hôn,,11,1.4,,5.1,Active
771,NCH5402,Diana Gown,Nhẫn cầu hôn,,11,1.5,,,Active
772,NCH5404,Satin Cape,Nhẫn cầu hôn,,11,1.4,,6.5,Active
773,NCH5405,Enchanted Tulip,Nhẫn cầu hôn,,11,1.3,,,Active
774,NCH5406,Princess Brooch,Nhẫn cầu hôn,,10,1.4,,,Active
775,BCH7101,Bubble Kiss,Nhẫn cầu hôn,,11,1.25,,,Active
776,BCH7102,Cloudy Kiss,Nhẫn cầu hôn,,11,1.4,,5.8,Active
777,BCH7103,Butterfly Kiss,Nhẫn cầu hôn,,11,1.3,,6.1,Active
778,BCH7104,Moon Kiss,Nhẫn cầu hôn,,11,1.3,,5.8,Active
779,BCH7105,Sun Kiss,Nhẫn cầu hôn,,11.5,1.25,,,Active
780,BCH7106,Sweet Kiss,Nhẫn cầu hôn,,11.5,1.25,,,Active
781,BCH7107,Rainbow Kiss,Nhẫn cầu hôn,,11,1.2,,4.7,Active
782,BCH7108,Candy Kiss,Nhẫn cầu hôn,,10,1.4,,5.35,Active
783,BCH7109,Veil Kiss,Nhẫn cầu hôn,,11,1.2,,5.6,Active
784,BCH7110,Lovely Kiss,Nhẫn cầu hôn,,10,1.2,,5.25,Active
785,BCH7111,Retro Kiss,Nhẫn cầu hôn,,11,1.2,,5.85,Active
786,BCH7112,Ribbon Kiss,Nhẫn cầu hôn,,10,1.2,,5.9,Active
787,BCH8101,,Nhẫn cầu hôn,,11,1.4,,,Active
788,NCH8102,,Nhẫn cầu hôn,,10,1.3,,,Active
789,NCH8108,Birdcage Blusher,Nhẫn cầu hôn,,11,,,,Active
790,NCH8201,,Nhẫn cầu hôn,,9,1.3,,4.8,Active
791,NCH8202,,Nhẫn cầu hôn,,8,1.3,,5.4,Active
792,NCH8203,,Nhẫn cầu hôn,,8,1.5,,,Active
793,NCH8209,,Nhẫn cầu hôn,,10,1.3,,,Active
794,NCH8301,,Nhẫn cầu hôn,,10,1.3,,5.8,Active
795,NCH8401,,Nhẫn cầu hôn,,9,1.5,,,Active
796,NCH8402,,Nhẫn cầu hôn,,12,1.3,,7,Active
797,NCH8403,Heart Of Princess,Nhẫn cầu hôn,,11,1.3,,,Active
798,NCH8405,,Nhẫn cầu hôn,,13,1.3,,7,Active
799,NCH8406,,Nhẫn cầu hôn,,9,1.5,,,Active
800,NCH8407,,Nhẫn cầu hôn,,17,1.3,,,Active
801,NCH8408,Chloe,Nhẫn cầu hôn,,10,1.4,,6.3,Active
802,NCH8409,Lovey Dovey,Nhẫn cầu hôn,,11,1.3,,,Active
803,NCH8410,Rosalie Kiss,Nhẫn cầu hôn,,10,1.3,,,Inactive
804,NCH8411,Goddess Heart,Nhẫn cầu hôn,,11,1.7,,6.9,Active
805,NCH8413,Sweet Pea,Nhẫn cầu hôn,,11,1.6,,6.1,Active
806,NCH8414,Yours Forever,Nhẫn cầu hôn,,10,,,,Active
807,NCH8415,Satin Plait,Nhẫn cầu hôn,,10,1.2,,7,Active
808,NCH8416,Radiant Chapel,Nhẫn cầu hôn,,12,,,,Active
809,NCH8417,Coguette Blusher,Nhẫn cầu hôn,,10,,,,Active
810,NCH8501,,Nhẫn cầu hôn,,11,1.3,,6.6,Active
811,NCH9903,,Nhẫn cầu hôn,,12,1.3,,,Active
812,NCH9904,,Nhẫn cầu hôn,,11,1.2,,,Inactive
813,NCH9909,,Nhẫn cầu hôn,,11,1.3,,,Inactive
814,NCH9910,,Nhẫn cầu hôn,,11,1.3,,,Active
815,NCH9911,,Nhẫn cầu hôn,,11,1.3,,8.2,Active
816,NCH9913,,Nhẫn cầu hôn,,10,1.3,,,Active
817,NCH9920,Adore You,Nhẫn cầu hôn,,11,1.4,,,Active
818,NCH9921,Be Mine,Nhẫn cầu hôn,,11,1.4,,,Inactive
819,NCH9922,Little Lotus,Nhẫn cầu hôn,,13,1.3,,6.56,Active
820,NCM0001,,Nhẫn cưới nam,,18,1.6,,,Active
821,NCM0002,,Nhẫn cưới nam,,15,1.4,,,Active
822,NCM0005,,Nhẫn cưới nam,,16,1.4,,,Active
823,NCM0006,,Nhẫn cưới nam,,15,1.4,,,Active
