,,,,,,,,,,,,,,,Shape và Size tấm >>>>>>>>>>>>>>>>>>>>>>>>>>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,">>>,2D,inputs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-
STT,Mã Thiết Kế,Tên gọi riêng,Dòng hàng,Đường kính vòng (cm),Ni,Shape viên chủ, Size viên chủ , Vàng 18k , Vàng 14k , Pt900 , Vàng 10K ,"Plain/
Pattern", TL tấm (KC) , TL tấm (CZ) ,Shape1,Size1,SL1,Shape2,Size2,SL2,Shape3,Size3,SL3,Shape4,Size4,SL4,Shape5,Size5,SL5,Shape6,Size6,SL6,Shape7,Size7,SL7,Shape8,Size8,SL8,Shape9,Size9,SL9,Shape10,Size10,SL10,Loại ĐH mặc định khi có bất kỳ chỉnh sửa nào,Kích thước độ DÀY THÂN - Mặc định,Kích thước độ RỘNG THÂN - Mặc định,Kích thước độ DÀY ĐÁY - Mặc định,Kích thước độ RỘNG ĐÁY - Mặc định2,Kích thước độ DÀY ĐIỂM TRÊN - Mặc định,Kích thước độ RỘNG ĐIỂM TRÊN - Mặc định,Kích thước chiều CAO ổ/chấu,Plantinum (Có/Không),Nguyên nhân/Rủi ro Không làm Platinum,"Tên sản phẩm (Công bố Website)
Dòng hàng + Tên gọi riêng + Mã Thiết kế",Tên ngắn gọn,Cảm hứng thiết kế,Bộ sưu tập,Thời gian ra mắt,Image link, Dia+18K , Dia+14K , Dia+Pt900 , CZ+18K , CZ+14K , CZ+Pt900 , Dia+10K , CZ+10K ,Best-Selling,"Kiểu dáng
Main Catalogue","Kiểu dáng
Sub Catalogue",Vàng Trắng,Vàng Vàng,Vàng Hồng,Màu sắc mặc định Catalogue,Tấm (Có/Không),Brand Class,Product Class,Status,New version,Batch
909,NCM3005,,Nhẫn cưới nam,,17.5,Round,4.5, 7.45 , 6.84 , 9.84 ,, Pattern , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,5.40,1.30,4.00,,,,,,Nhẫn cưới nam NCM3005,0,0,Tierra Base Products,,," 36,480,000 "," 26,750,000 "," 34,000,000 "," 36,480,000 "," 26,750,000 "," 34,000,000 ", - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng-Hồng , No , PREMIUM , Class A , Active , -   , -   
910,NCM3008,,Nhẫn cưới nam,,20,,   , 5.48 , 4.58 ,   ,, Pattern , 0.17 ,,Princess Ngàm,3.0*3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.66,4.28,1.13,4.28,,,,Không,Viền bi full lòng ,Nhẫn cưới nam NCM3008,0,0,Tierra Base Products,,," 40,200,000 "," 30,790,000 ", - ," 29,610,000 "," 20,210,000 ", - , - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
911,NCM3010,,Nhẫn cưới nam,,12,,3.6, 6.35 , 5.92 , 8.51 ,, Plain , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,4.60,1.30,3.70,,,,,,Nhẫn cưới nam NCM3010,0,0,Tierra Base Products,,," 30,440,000 "," 24,000,000 "," 28,830,000 "," 30,440,000 "," 24,000,000 "," 28,830,000 ", - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng , No , PREMIUM , Class A , Active , -   , -   
912,NCM3011,,Nhẫn cưới nam,,18,Round,3.6, 4.68 , 3.91 ,   ,, Pattern , 0.17 ,,Round,1.0*1.0,10,Round,1.2*1.2,10,Round,1.1*1.1,10,Round,0.9*0.9,4,,,,,,,,,,,,,,,,,,,,1.30,3.50,1.10,3.20,,,,,,Nhẫn cưới nam NCM3011,0,0,Tierra Base Products,,," 35,620,000 "," 27,580,000 "," 34,530,000 "," 27,730,000 "," 19,690,000 "," 26,640,000 ", - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
913,NCM3013,,Nhẫn cưới nam,,15,,   , 8.38 , 7.01 ,   ,, Pattern , 0.12 ,,Round,3.2*3.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,4.50,1.40,3.40,,,,Không,Viền bi full,Nhẫn cưới nam NCM3013,0,0,Our Story,,," 44,650,000 "," 34,060,000 ", - ," 38,260,000 "," 27,670,000 ", - , - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , E1 , Active , -   , -   
914,NCM3026,,Nhẫn cưới nam,,16,,   , 6.62 , 6.08 , 8.74 ,, Pattern , 0.14 ,,Round,1.0*1.0,10,Round,0.8*0.8,2,Round,3.0*3.0,1,,,,,,,,,,,,,,,,,,,,,,,1.60,4.00,1.30,4.00,,,,,,Nhẫn cưới nam NCM3026,0,0,Sweet & Sour,,," 41,500,000 "," 32,870,000 "," 39,550,000 "," 33,920,000 "," 25,290,000 "," 31,970,000 ", - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , Class C , Active , -   , -   
915,NCM3030,Love Liife,Nhẫn cưới nam,,18,,   , 7.35 , 6.85 ,   ,, Plain , 0.05 ,,Princess,2.0*2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,4.30,1.60,4.30,,,,,,Nhẫn cưới nam Love Liife NCM3030,0,0,Sweet & Sour,,," 36,970,000 "," 27,740,000 "," 34,480,000 "," 35,240,000 "," 26,010,000 "," 32,750,000 ", - , - ,,Kim Cương,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , E3 , Active , -   , -   
916,NCM5001,,Nhẫn cưới nam,,18,,   , 8.14 , 7.47 , 10.74 ,, Plain , 0.45 ,,Round,1.2*1.2,4,Round,0.9*0.9,140,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,6.00,1.70,6.00,,,,,,Nhẫn cưới nam NCM5001,0,0,Tierra Base Products,,," 67,090,000 "," 59,160,000 "," 65,710,000 "," 42,790,000 "," 34,860,000 "," 41,410,000 ", - , - ,,Brand,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , Class C , Active , -   , -   
917,NCM5002,,Nhẫn cưới nam,,19,,   , 9.72 , 8.92 , 12.48 ,, Pattern , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,5.00,1.80,5.00,,,,,,Nhẫn cưới nam NCM5002,0,0,Tierra Base Products,,," 43,640,000 "," 31,870,000 "," 39,810,000 "," 43,640,000 "," 31,870,000 "," 39,810,000 ", - , - ,,Brand,, Yes , Yes , Yes , Hồng , No , PREMIUM , Class C , Active , -   , -   
918,NCM5003,,Nhẫn cưới nam,,16,,   , 6.66 , 6.11 , 8.79 ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,5.10,1.60,5.10,,,,,,Nhẫn cưới nam NCM5003,0,0,Tierra Base Products,,," 32,860,000 "," 24,150,000 "," 30,710,000 "," 32,860,000 "," 24,150,000 "," 30,710,000 ", - , - ,,Brand,, Yes , Yes , Yes , Hồng , No , PREMIUM , Class C , Active , -   , -   
919,NCM5004,,Nhẫn cưới nam,,15,,   , 3.88 , 3.56 , 5.13 ,, Pattern , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,3.70,1.60,3.70,,,,,,Nhẫn cưới nam NCM5004,0,0,Tierra Base Products,,," 21,410,000 "," 15,970,000 "," 21,980,000 "," 21,410,000 "," 15,970,000 "," 21,980,000 ", - , - ,,Brand,, Yes , Yes , Yes , Hồng , No , PREMIUM , E2 , Active , -   , -   
920,NCM5005,,Nhẫn cưới nam,,15,,   , 7.59 , 6.35 ,   ,, Pattern , 0.89 ,,Baguette,3.0*1.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,5.50,2.00,5.50,,,,,,Nhẫn cưới nam NCM5005,0,0,Tierra Base Products,,," 85,810,000 "," 73,690,000 "," 83,290,000 "," 39,670,000 "," 27,550,000 "," 37,150,000 ", - , - ,,Brand,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , E1 , Active , -   , -   
921,NCM5006,,Nhẫn cưới nam,,17,,   , 8.03 , 6.72 ,   ,, Plain , 0.13 ,,Round,1.0*1.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,5.26,2.00,5.26,,,,,,Nhẫn cưới nam NCM5006,0,0,Tierra Base Products,,," 45,980,000 "," 35,840,000 "," 44,530,000 "," 37,710,000 "," 27,570,000 "," 36,260,000 ", - , - ,,Brand,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , Class C , Active , -   , -   
922,NCM5008,,Nhẫn cưới nam,,15,,   , 4.95 , 4.54 , 6.53 ,, Plain , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,3.90,1.50,3.90,,,,,,Nhẫn cưới nam NCM5008,0,0,Tierra Base Products,,," 25,670,000 "," 18,720,000 "," 24,370,000 "," 25,670,000 "," 18,720,000 "," 24,370,000 ", - , - ,,Brand,, Yes , Yes , Yes , Hồng , No , PREMIUM , Class C , Active , -   , -   
923,NCM5009,,Nhẫn cưới nam,,12,,   , 8.70 , 7.27 ,   ,, Plain , 0.24 ,,Round,2.0*2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40,4.70,2.40,4.70,,,,,,Nhẫn cưới nam NCM5009,0,0,Tierra Base Products,,," 47,950,000 "," 36,930,000 "," 46,300,000 "," 39,190,000 "," 28,170,000 "," 37,530,000 ", - , - ,,Brand,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM , E1 , Active , -   , -   
924,BCM7001,Always You ,Nhẫn cưới nam,,13.5,,   , 2.87 , 2.64 ,   , 2.10 , Plain , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,2.70,1.40,2.70,,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam Always You  BCM7001,0,0,Shape Of Love,,," 15,440,000 "," 11,440,000 ", - ," 15,440,000 "," 11,440,000 ", - , - ," 7,070,000 ",,Tinh Giản,, Yes , Yes , Yes , Vàng , No , PREMIUM SMART , E3 , Active , -   , - 
925,NCM7002,Perfect Half ,Nhẫn cưới nam,,19,,   , 5.31 , 4.88 ,   ,, Pattern , 0.06 ,,Round,2.5*2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,2.90,1.30,2.90,2.47,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam Perfect Half  NCM7002,0,0,Shape Of Love,,," 30,880,000 "," 23,460,000 ", - ," 28,740,000 "," 21,320,000 ", - , - , - ,,Tinh Giản,, Yes , Yes , Yes , Trắng-Vàng , Yes , FASHION , Class C , Active , -   , -   
926,NCM7003,Infinite Us,Nhẫn cưới nam,,19,,   , 3.55 , 3.26 ,   ,, Plain , 0.01 ,,Round,1.1*1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,2.50,1.40,2.50,1.40,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam Infinite Us NCM7003,0,0,Shape Of Love,,," 19,240,000 "," 14,270,000 ", - ," 18,960,000 "," 13,990,000 ", - , - , - ,,Tinh Giản,, Yes , Yes , Yes , Trắng , Yes , FASHION , Class C , Active , -   , -   
927,NCM7004,In My Heart,Nhẫn cưới nam,,18,,   , 3.44 , 3.16 ,   ,, Plain , 0.00 ,,Round,1.2*1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,2.40,1.40,2.10,,2.85,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam In My Heart NCM7004,0,0,Shape Of Love,,," 18,750,000 "," 13,930,000 ", - ," 18,420,000 "," 13,610,000 ", - , - , - ,,Tinh Giản,, Yes , Yes , Yes , Trắng , Yes , FASHION , Class C , Active , -   , -   
928,BCM7005,Mr & Mrs. Right ,Nhẫn cưới nam,,17.5,,   , 4.32 , 3.97 ,   , 3.16 , Plain , 0.00 ,,Round,1.0*1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70,3.00,1.45,3.00,,,,Không,CHI TIẾT GHÉP NỐI 2 MÀU,Nhẫn cưới nam Mr & Mrs. Right  BCM7005,0,0,Shape Of Love,,," 23,000,000 "," 16,960,000 ", - ," 22,750,000 "," 16,710,000 ", - , - ," 10,140,000 ",,Tinh Giản,, Yes , Yes , Yes , Trắng-Hồng , Yes , PREMIUM SMART , Class C , Active , -   , - 
929,BCM7006,All My Life,Nhẫn cưới nam,,18,,   , 3.63 , 3.33 ,   , 2.65 , Pattern , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,2.40,1.50,2.40,,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam All My Life BCM7006,0,0,Shape Of Love,,," 19,310,000 "," 14,220,000 ", - ," 19,310,000 "," 14,220,000 ", - , - ," 8,710,000 ",,Tinh Giản,, Yes , Yes , Yes , Vàng , No , PREMIUM SMART , Class C , Active , -   , - 
930,BCM7007,Definitely You,Nhẫn cưới nam,,18,,   , 6.05 , 5.58 ,   , 4.43 , Plain , 0.00 ,,Round,1.0*1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,1.10,1.30,2.20,1.90,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam Definitely You BCM7007,0,0,Shape Of Love,,," 29,480,000 "," 23,120,000 ", - ," 29,240,000 "," 22,880,000 ", - , - ," 13,610,000 ",,Tinh Giản,, Yes , Yes , Yes , Trắng , Yes , PREMIUM SMART , Class C , Active , -   , - 
931,BCM7008,Destiny Hallf,Nhẫn cưới nam,,13.5,,   , 2.81 , 2.58 ,   , 2.05 , Pattern , 0.03 ,,Round,2.0*2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,2.70,1.50,2.70,,,,Không,"CHI TIẾT NHỎ
GHÉP NỐI 2 MÀU",Nhẫn cưới nam Destiny Hallf BCM7008,0,0,Shape Of Love,,," 16,580,000 "," 12,650,000 ", - ," 15,490,000 "," 11,550,000 ", - , - ," 7,270,000 ",,Tinh Giản,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM SMART , Class C , Active , -   , - 
932,BCM7009,Warmest Embrace,Nhẫn cưới nam,,17,,   , 3.49 , 3.25 ,   , 2.59 , Plain , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,2.20,1.40,2.20,2.10,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam Warmest Embrace BCM7009,0,0,Shape Of Love,,," 18,490,000 "," 13,780,000 ", - ," 18,490,000 "," 13,780,000 ", - , - ," 8,410,000 ",,Tinh Giản,, Yes , Yes , Yes , Vàng , No , PREMIUM SMART , Class C , Active , -   , - 
933,BCM7010,Tender Love,Nhẫn cưới nam,,15,,   , 3.76 , 3.50 ,   , 2.79 , Pattern , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,2.60,1.40,2.60,2.20,,,Không,CHI TIẾT NHỎ,Nhẫn cưới nam Tender Love BCM7010,0,0,Shape Of Love,,," 19,950,000 "," 14,870,000 ", - ," 19,950,000 "," 14,870,000 ", - , - ," 9,090,000 ",,Tinh Giản,, Yes , Yes , Yes , Vàng , No , PREMIUM SMART , Class C , Active , -   , - 
934,NCM8003,,Nhẫn cưới nam,,14,,   , 5.23 , 4.80 , 6.91 ,, Plain , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30,4.10,1.30,4.10,,,,,,Nhẫn cưới nam NCM8003,0,0,Tierra Base Products,,," 20,950,000 "," 15,360,000 "," 20,130,000 "," 20,950,000 "," 15,360,000 "," 20,130,000 ", - , - , Best Selling ,Vương Miện,, Yes , Yes , Yes , Trắng , No , PREMIUM , Class A , Active , -   , -   
935,NCM8010,Petal of Happyness 1,Nhẫn cưới nam,,18,,   , 5.41 , 5.05 ,   ,, Plain , 0.02 ,,Princess,1.5*1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.90,4.00,1.70,4.00,,,,Không,Họa Tiết nhỏ ráp phức tạp,Nhẫn cưới nam Petal of Happyness 1 NCM8010,Petal of Happyness 1,0,Flower Of Joy,,," 28,680,000 "," 21,420,000 ", - ," 28,150,000 "," 20,890,000 ", - , - , - ,,Vương Miện,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , Class C , Active , -   , -   
936,NCM9003,,Nhẫn cưới nam,,18,,   , 6.93 , 6.37 ,   ,, Pattern , 0.52 ,,Round,1.5*1.5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,4.70,1.60,4.70,,,,Không,Họa tiết bi nhỏ ,Nhẫn cưới nam NCM9003,0,0,Tierra Base Products,,," 52,900,000 "," 43,880,000 ", - ," 37,050,000 "," 28,030,000 ", - , - , - ,,Vintage,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , Class C , Active , -   , -   
937,NCM9004,,Nhẫn cưới nam,,18,,   , 6.77 , 6.22 , 8.94 ,, Plain , 0.11 ,,Baguette,4.0*2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,4.50,1.40,4.50,,,,,,Nhẫn cưới nam NCM9004,0,0,Tierra Base Products,,," 42,530,000 "," 33,710,000 "," 40,430,000 "," 32,660,000 "," 23,840,000 "," 30,550,000 ", - , - ,,Vintage,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , Class C , Active , -   , -   
938,NCM9006,,Nhẫn cưới nam,,19,,   , 10.29 , 8.60 ,   ,, Plain , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,6.00,1.80,6.00,,,,,,Nhẫn cưới nam NCM9006,0,0,Tierra Base Products,,," 43,350,000 "," 29,810,000 "," 40,960,000 "," 43,350,000 "," 29,810,000 "," 40,960,000 ", - , - ,,Vintage,, Yes , Yes , Yes , Hồng , No , PREMIUM , Class C , Active , -   , -   
939,NCM9007,,Nhẫn cưới nam,,15,,   , 5.27 , 4.84 , 6.96 ,, Pattern , 0.37 ,,Princess Ngàm,2.2*2.2,1,Round,1.7*1.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,3.40,1.30,3.20,,,,,,Nhẫn cưới nam NCM9007,0,0,Tierra Base Products,,," 37,810,000 "," 32,170,000 "," 37,140,000 "," 23,820,000 "," 18,170,000 "," 23,140,000 ", - , - ,,Vintage,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , Class C , Active , -   , -   
940,NCM9009,,Nhẫn cưới nam,,15,,   , 4.54 , 4.17 ,   ,, Pattern , 0.02 ,,Princess Ngàm,1.5*1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60,3.20,1.30,3.20,,,,Không,Họa tiết nhỏ  viền bi ngoài,Nhẫn cưới nam NCM9009,0,0,Tierra Base Products,,," 25,710,000 "," 19,360,000 ", - ," 24,970,000 "," 18,610,000 ", - , - , - ,,Vintage,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , Class C , Active , -   , -   
941,NCM9010,,Nhẫn cưới nam,,15,,   , 6.03 , 5.53 ,   ,, Pattern ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,4.50,1.80,4.50,,,,Không,Họa tiết vòng cung  viền bi ngoài,Nhẫn cưới nam NCM9010,0,0,Our Story,,," 29,970,000 "," 23,510,000 ", - ," 29,970,000 "," 23,510,000 ", - , - , - ,,Vintage,, Yes , Yes , Yes , Trắng , No , PREMIUM , Class C , Active , -   , -   
942,NCM9011,Petal of Happyness 4,Nhẫn cưới nam,,18,,   , 6.81 , 6.36 ,   ,, Plain , 0.10 ,,Princess Ngàm,2.5*2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.90,4.30,1.70,3.60,,,,Không,Họa Tiết nhỏ ráp phức tạp,Nhẫn cưới nam Petal of Happyness 4 NCM9011,Petal of Happyness 4,0,Flower Of Joy,,," 37,750,000 "," 29,240,000 ", - ," 32,790,000 "," 24,290,000 ", - , - , - ,,Vintage,, Yes , Yes , Yes , Trắng-Vàng , Yes , PREMIUM , Class C , Active , -   , -   
943,NCC0003,,Nhẫn cưới,,M.18-F.7.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC0003,0,0,Tierra Base Products,,," 44,140,000 "," 36,850,000 ", - ," 30,340,000 "," 23,060,000 ", - , - , - , Best Selling ,Eternity,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
944,NCC0004,,Nhẫn cưới,,M.15-F.11.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0004,0,0,Tierra Base Products,,," 42,060,000 "," 34,000,000 "," 43,100,000 "," 30,830,000 "," 22,780,000 "," 31,880,000 ", - , - , Best Selling ,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
945,NCC0008,,Nhẫn cưới,,M.15-F.8.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0008,0,0,Tierra Base Products,,," 42,510,000 "," 35,690,000 "," 43,140,000 "," 30,370,000 "," 23,540,000 "," 30,990,000 ", - , - , Best Selling ,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
946,NCC0009,,Nhẫn cưới,,M.15-F.8.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC0009,0,0,Tierra Base Products,,," 35,350,000 "," 28,030,000 "," 36,820,000 "," 30,710,000 "," 23,400,000 "," 32,180,000 ", - , - , Best Selling ,Eternity,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
947,NCC1012,,Nhẫn cưới,,M.17-F.10,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1012,0,0,Tierra Base Products,,," 40,690,000 "," 30,170,000 "," 40,170,000 "," 40,690,000 "," 30,170,000 "," 40,170,000 ", - , - ,,Truyền Thống,, Yes , Yes , Yes , Trắng , No , PREMIUM , -   , Active , -   , -   
948,NCC1013,,Nhẫn cưới,,M.15-F.10,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1013,0,0,Tierra Base Products,,," 23,400,000 "," 17,170,000 "," 24,520,000 "," 21,760,000 "," 15,520,000 "," 22,870,000 ", - , - , Best Selling ,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
949,NCC1033,,Nhẫn cưới,,M.15-F.8.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC1033,0,0,Our Story,,," 30,750,000 "," 23,950,000 "," 31,680,000 "," 27,500,000 "," 20,700,000 "," 28,420,000 ", - , - , Best Selling ,Truyền Thống,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
950,NCC2002,,Nhẫn cưới,,M.12-F.07,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2002,0,0,Tierra Base Products,,," 43,810,000 "," 30,490,000 "," 45,600,000 "," 41,210,000 "," 27,890,000 "," 42,990,000 ", - , - ,,Hiện Đại,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
951,NCC2003,,Nhẫn cưới,,M.18-F.11,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2003,0,0,Tierra Base Products,,," 43,000,000 "," 32,730,000 "," 42,540,000 "," 39,250,000 "," 28,980,000 "," 38,790,000 ", - , - ,,Hiện Đại,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
952,NCC2005,,Nhẫn cưới,,M.18-F.12,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2005,0,0,Tierra Base Products,,," 57,700,000 "," 42,560,000 "," 57,880,000 "," 46,600,000 "," 31,460,000 "," 46,770,000 ", - , - ,,Hiện Đại,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
953,NCC2007,,Nhẫn cưới,,M.18-F.11,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2007,0,0,Tierra Base Products,,," 53,340,000 "," 40,600,000 "," 55,270,000 "," 41,570,000 "," 28,830,000 "," 43,500,000 ", - , - ,,Hiện Đại,, Yes , Yes , Yes , Phối màu , Yes , PREMIUM , -   , Active , -   , -   
954,NCC2009,,Nhẫn cưới,,M.16-F.09,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2009,0,0,Tierra Base Products,,," 50,100,000 "," 39,210,000 "," 52,020,000 "," 36,060,000 "," 25,160,000 "," 37,980,000 ", - , - ,,Hiện Đại,, Yes , Yes , Yes , Phối màu , Yes , PREMIUM , -   , Active , -   , -   
955,NCC2010,,Nhẫn cưới,,M.15-F.8.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2010,0,0,Tierra Base Products,,," 30,340,000 "," 23,480,000 "," 31,270,000 "," 27,650,000 "," 20,790,000 "," 28,580,000 ", - , - , Best Selling ,Hiện Đại,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
956,NCC2011,,Nhẫn cưới,,M.15-F.8.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2011,0,0,Tierra Base Products,,," 31,520,000 "," 25,020,000 "," 33,300,000 "," 28,640,000 "," 22,140,000 "," 30,410,000 ", - , - , Best Selling ,Hiện Đại,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
957,NCC2012,,Nhẫn cưới,,M.17-F.11,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Không,,Nhẫn cưới NCC2012,0,0,Tierra Base Products,,," 46,630,000 "," 32,780,000 ", - ," 44,850,000 "," 31,000,000 ", - , - , - ,,Hiện Đại,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
958,NCC2013,,Nhẫn cưới,,M.18-F.10,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2013,0,0,Tierra Base Products,,," 55,360,000 "," 42,030,000 "," 55,240,000 "," 41,360,000 "," 28,020,000 "," 41,230,000 ", - , - ,,Hiện Đại,, Yes , Yes , Yes , Hồng , Yes , PREMIUM , -   , Active , -   , -   
959,NCC2015,,Nhẫn cưới,,M.15-F.8.5,,   ,   ,   ,   ,,   ,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhẫn cưới NCC2015,0,0,Tierra Base Products,,," 54,820,000 "," 47,300,000 "," 54,900,000 "," 32,130,000 "," 24,600,000 "," 32,210,000 ", - , - , Best Selling ,Hiện Đại,, Yes , Yes , Yes , Trắng , Yes , PREMIUM , -   , Active , -   , -   
